Date,Centre_Name,Commodity_Name,Price
06-01-09,BHOPAL,Cabbage,NA
06-01-09,MUMBAI,Cabbage,NA
06-01-09,JAIPUR,Cabbage,NA
06-01-09,PATNA,Cabbage,NA
06-01-09,RANCHI,Cabbage,NA
06-01-09,BHUBANESHWAR,Cabbage,NA
06-01-09,KOLKATA,Cabbage,NA
06-01-09,GUWAHATI,Cabbage,NA
06-01-09,SHILLONG,Cabbage,NA
06-01-09,AIZWAL,Cabbage,NA
06-01-09,KOHIMA,Cabbage,NA
06-01-09,AGARTALA,Cabbage,NA
06-01-09,BENGALURU,Cabbage,NA
06-01-09,T.PURAM,Cabbage,NA
06-01-09,CHENNAI,Cabbage,NA
06-01-09,HYDERABAD,Cabbage,NA
07-01-09,CHANDIGARH,Cabbage,NA
07-01-09,DELHI,Cabbage,NA
07-01-09,SHIMLA,Cabbage,NA
07-01-09,SRINAGAR,Cabbage,NA
07-01-09,JAMMU,Cabbage,NA
07-01-09,AMRITSAR,Cabbage,NA
07-01-09,LUDHIANA,Cabbage,NA
07-01-09,LUCKNOW,Cabbage,NA
07-01-09,DEHRADUN,Cabbage,NA
07-01-09,RAIPUR,Cabbage,NA
07-01-09,AHMEDABAD,Cabbage,NA
07-01-09,BHOPAL,Cabbage,NA
07-01-09,MUMBAI,Cabbage,NA
07-01-09,JAIPUR,Cabbage,NA
07-01-09,PATNA,Cabbage,NA
07-01-09,RANCHI,Cabbage,NA
07-01-09,BHUBANESHWAR,Cabbage,NA
07-01-09,KOLKATA,Cabbage,NA
07-01-09,GUWAHATI,Cabbage,NA
07-01-09,SHILLONG,Cabbage,NA
07-01-09,AIZWAL,Cabbage,NA
07-01-09,KOHIMA,Cabbage,NA
07-01-09,AGARTALA,Cabbage,NA
07-01-09,BENGALURU,Cabbage,NA
07-01-09,T.PURAM,Cabbage,NA
07-01-09,CHENNAI,Cabbage,NA
07-01-09,HYDERABAD,Cabbage,NA
09-01-09,CHANDIGARH,Cabbage,NA
09-01-09,DELHI,Cabbage,NA
09-01-09,SHIMLA,Cabbage,NA
09-01-09,SRINAGAR,Cabbage,NA
09-01-09,JAMMU,Cabbage,NA
09-01-09,AMRITSAR,Cabbage,NA
09-01-09,LUDHIANA,Cabbage,NA
09-01-09,LUCKNOW,Cabbage,NA
09-01-09,DEHRADUN,Cabbage,NA
09-01-09,RAIPUR,Cabbage,NA
09-01-09,AHMEDABAD,Cabbage,NA
09-01-09,BHOPAL,Cabbage,NA
09-01-09,MUMBAI,Cabbage,NA
09-01-09,JAIPUR,Cabbage,NA
09-01-09,PATNA,Cabbage,NA
09-01-09,RANCHI,Cabbage,NA
09-01-09,BHUBANESHWAR,Cabbage,NA
09-01-09,KOLKATA,Cabbage,NA
09-01-09,GUWAHATI,Cabbage,NA
09-01-09,SHILLONG,Cabbage,NA
09-01-09,AIZWAL,Cabbage,NA
09-01-09,KOHIMA,Cabbage,NA
09-01-09,AGARTALA,Cabbage,NA
09-01-09,BENGALURU,Cabbage,NA
09-01-09,T.PURAM,Cabbage,NA
09-01-09,CHENNAI,Cabbage,NA
09-01-09,HYDERABAD,Cabbage,NA
12-01-09,CHANDIGARH,Cabbage,NA
12-01-09,DELHI,Cabbage,NA
12-01-09,SHIMLA,Cabbage,NA
12-01-09,SRINAGAR,Cabbage,NA
12-01-09,JAMMU,Cabbage,NA
12-01-09,AMRITSAR,Cabbage,NA
12-01-09,LUDHIANA,Cabbage,NA
12-01-09,LUCKNOW,Cabbage,NA
12-01-09,DEHRADUN,Cabbage,NA
12-01-09,RAIPUR,Cabbage,NA
12-01-09,AHMEDABAD,Cabbage,NA
12-01-09,BHOPAL,Cabbage,NA
12-01-09,MUMBAI,Cabbage,NA
12-01-09,JAIPUR,Cabbage,NA
12-01-09,PATNA,Cabbage,NA
12-01-09,RANCHI,Cabbage,NA
12-01-09,BHUBANESHWAR,Cabbage,NA
12-01-09,KOLKATA,Cabbage,NA
12-01-09,GUWAHATI,Cabbage,NA
12-01-09,SHILLONG,Cabbage,NA
12-01-09,AIZWAL,Cabbage,NA
12-01-09,KOHIMA,Cabbage,NA
12-01-09,AGARTALA,Cabbage,NA
12-01-09,BENGALURU,Cabbage,NA
12-01-09,T.PURAM,Cabbage,NA
12-01-09,CHENNAI,Cabbage,NA
12-01-09,HYDERABAD,Cabbage,NA
13-01-09,CHANDIGARH,Cabbage,NA
13-01-09,DELHI,Cabbage,NA
13-01-09,SHIMLA,Cabbage,NA
13-01-09,SRINAGAR,Cabbage,NA
13-01-09,JAMMU,Cabbage,NA
13-01-09,AMRITSAR,Cabbage,NA
13-01-09,LUDHIANA,Cabbage,NA
13-01-09,LUCKNOW,Cabbage,NA
13-01-09,DEHRADUN,Cabbage,NA
13-01-09,RAIPUR,Cabbage,NA
13-01-09,AHMEDABAD,Cabbage,NA
13-01-09,BHOPAL,Cabbage,NA
13-01-09,MUMBAI,Cabbage,NA
13-01-09,JAIPUR,Cabbage,NA
13-01-09,PATNA,Cabbage,NA
13-01-09,RANCHI,Cabbage,NA
13-01-09,BHUBANESHWAR,Cabbage,NA
13-01-09,KOLKATA,Cabbage,NA
13-01-09,GUWAHATI,Cabbage,NA
13-01-09,SHILLONG,Cabbage,NA
13-01-09,AIZWAL,Cabbage,NA
13-01-09,KOHIMA,Cabbage,NA
13-01-09,AGARTALA,Cabbage,NA
13-01-09,BENGALURU,Cabbage,NA
13-01-09,T.PURAM,Cabbage,NA
13-01-09,CHENNAI,Cabbage,NA
13-01-09,HYDERABAD,Cabbage,NA
14-01-09,CHANDIGARH,Cabbage,NA
14-01-09,DELHI,Cabbage,NA
14-01-09,SHIMLA,Cabbage,NA
14-01-09,SRINAGAR,Cabbage,NA
14-01-09,JAMMU,Cabbage,NA
14-01-09,AMRITSAR,Cabbage,NA
14-01-09,LUDHIANA,Cabbage,NA
14-01-09,LUCKNOW,Cabbage,NA
14-01-09,DEHRADUN,Cabbage,NA
14-01-09,RAIPUR,Cabbage,NA
14-01-09,AHMEDABAD,Cabbage,NA
14-01-09,BHOPAL,Cabbage,NA
14-01-09,MUMBAI,Cabbage,NA
14-01-09,JAIPUR,Cabbage,NA
14-01-09,PATNA,Cabbage,NA
14-01-09,RANCHI,Cabbage,NA
14-01-09,BHUBANESHWAR,Cabbage,NA
14-01-09,KOLKATA,Cabbage,NA
14-01-09,GUWAHATI,Cabbage,NA
14-01-09,SHILLONG,Cabbage,NA
14-01-09,AIZWAL,Cabbage,NA
14-01-09,KOHIMA,Cabbage,NA
14-01-09,AGARTALA,Cabbage,NA
14-01-09,BENGALURU,Cabbage,NA
14-01-09,T.PURAM,Cabbage,NA
14-01-09,CHENNAI,Cabbage,NA
14-01-09,HYDERABAD,Cabbage,NA
15-01-09,CHANDIGARH,Cabbage,NA
15-01-09,DELHI,Cabbage,NA
15-01-09,SHIMLA,Cabbage,NA
15-01-09,SRINAGAR,Cabbage,NA
15-01-09,JAMMU,Cabbage,NA
15-01-09,AMRITSAR,Cabbage,NA
15-01-09,LUDHIANA,Cabbage,NA
15-01-09,LUCKNOW,Cabbage,NA
15-01-09,DEHRADUN,Cabbage,NA
15-01-09,RAIPUR,Cabbage,NA
15-01-09,AHMEDABAD,Cabbage,NA
15-01-09,BHOPAL,Cabbage,NA
15-01-09,MUMBAI,Cabbage,NA
15-01-09,JAIPUR,Cabbage,300
15-01-09,PATNA,Cabbage,NA
15-01-09,RANCHI,Cabbage,NA
15-01-09,BHUBANESHWAR,Cabbage,NA
15-01-09,KOLKATA,Cabbage,NA
15-01-09,GUWAHATI,Cabbage,NA
15-01-09,SHILLONG,Cabbage,NA
15-01-09,AIZWAL,Cabbage,NA
15-01-09,KOHIMA,Cabbage,NA
15-01-09,AGARTALA,Cabbage,NA
15-01-09,BENGALURU,Cabbage,NA
15-01-09,T.PURAM,Cabbage,NA
15-01-09,CHENNAI,Cabbage,NA
15-01-09,HYDERABAD,Cabbage,NA
16-01-09,CHANDIGARH,Cabbage,NA
16-01-09,DELHI,Cabbage,NA
16-01-09,SHIMLA,Cabbage,NA
16-01-09,SRINAGAR,Cabbage,NA
16-01-09,JAMMU,Cabbage,NA
16-01-09,AMRITSAR,Cabbage,NA
16-01-09,LUDHIANA,Cabbage,NA
16-01-09,LUCKNOW,Cabbage,NA
16-01-09,DEHRADUN,Cabbage,NA
16-01-09,RAIPUR,Cabbage,NA
16-01-09,AHMEDABAD,Cabbage,NA
16-01-09,BHOPAL,Cabbage,NA
16-01-09,MUMBAI,Cabbage,NA
16-01-09,JAIPUR,Cabbage,300
16-01-09,PATNA,Cabbage,NA
16-01-09,RANCHI,Cabbage,NA
16-01-09,BHUBANESHWAR,Cabbage,NA
16-01-09,KOLKATA,Cabbage,NA
16-01-09,GUWAHATI,Cabbage,NA
16-01-09,SHILLONG,Cabbage,NA
16-01-09,AIZWAL,Cabbage,NA
16-01-09,KOHIMA,Cabbage,NA
16-01-09,AGARTALA,Cabbage,NA
16-01-09,BENGALURU,Cabbage,NA
16-01-09,T.PURAM,Cabbage,NA
16-01-09,CHENNAI,Cabbage,NA
16-01-09,HYDERABAD,Cabbage,NA
19-01-09,CHANDIGARH,Cabbage,NA
19-01-09,DELHI,Cabbage,NA
19-01-09,SHIMLA,Cabbage,NA
19-01-09,SRINAGAR,Cabbage,NA
19-01-09,JAMMU,Cabbage,NA
19-01-09,AMRITSAR,Cabbage,NA
19-01-09,LUDHIANA,Cabbage,NA
19-01-09,LUCKNOW,Cabbage,NA
19-01-09,DEHRADUN,Cabbage,NA
19-01-09,RAIPUR,Cabbage,NA
19-01-09,AHMEDABAD,Cabbage,NA
19-01-09,BHOPAL,Cabbage,NA
19-01-09,MUMBAI,Cabbage,NA
19-01-09,JAIPUR,Cabbage,300
19-01-09,PATNA,Cabbage,NA
19-01-09,RANCHI,Cabbage,NA
19-01-09,BHUBANESHWAR,Cabbage,NA
19-01-09,KOLKATA,Cabbage,NA
19-01-09,GUWAHATI,Cabbage,NA
19-01-09,SHILLONG,Cabbage,NA
19-01-09,AIZWAL,Cabbage,NA
19-01-09,KOHIMA,Cabbage,NA
19-01-09,AGARTALA,Cabbage,NA
19-01-09,BENGALURU,Cabbage,NA
19-01-09,T.PURAM,Cabbage,NA
19-01-09,CHENNAI,Cabbage,NA
19-01-09,HYDERABAD,Cabbage,NA
20-01-09,CHANDIGARH,Cabbage,NA
20-01-09,DELHI,Cabbage,NA
20-01-09,SHIMLA,Cabbage,NA
20-01-09,SRINAGAR,Cabbage,NA
20-01-09,JAMMU,Cabbage,NA
20-01-09,AMRITSAR,Cabbage,NA
20-01-09,LUDHIANA,Cabbage,NA
20-01-09,LUCKNOW,Cabbage,NA
20-01-09,DEHRADUN,Cabbage,NA
20-01-09,RAIPUR,Cabbage,NA
20-01-09,AHMEDABAD,Cabbage,NA
20-01-09,BHOPAL,Cabbage,NA
20-01-09,MUMBAI,Cabbage,NA
20-01-09,JAIPUR,Cabbage,NA
20-01-09,PATNA,Cabbage,NA
20-01-09,RANCHI,Cabbage,NA
20-01-09,BHUBANESHWAR,Cabbage,NA
20-01-09,KOLKATA,Cabbage,NA
20-01-09,GUWAHATI,Cabbage,NA
20-01-09,SHILLONG,Cabbage,NA
20-01-09,AIZWAL,Cabbage,NA
20-01-09,KOHIMA,Cabbage,NA
20-01-09,AGARTALA,Cabbage,NA
20-01-09,BENGALURU,Cabbage,NA
20-01-09,T.PURAM,Cabbage,NA
20-01-09,CHENNAI,Cabbage,NA
20-01-09,HYDERABAD,Cabbage,NA
21-01-09,CHANDIGARH,Cabbage,NA
21-01-09,DELHI,Cabbage,NA
21-01-09,SHIMLA,Cabbage,NA
21-01-09,SRINAGAR,Cabbage,NA
21-01-09,JAMMU,Cabbage,NA
21-01-09,AMRITSAR,Cabbage,NA
21-01-09,LUDHIANA,Cabbage,NA
21-01-09,LUCKNOW,Cabbage,NA
21-01-09,DEHRADUN,Cabbage,NA
21-01-09,RAIPUR,Cabbage,NA
21-01-09,AHMEDABAD,Cabbage,NA
21-01-09,BHOPAL,Cabbage,NA
21-01-09,MUMBAI,Cabbage,NA
21-01-09,JAIPUR,Cabbage,400
21-01-09,PATNA,Cabbage,NA
21-01-09,RANCHI,Cabbage,NA
21-01-09,BHUBANESHWAR,Cabbage,NA
21-01-09,KOLKATA,Cabbage,NA
21-01-09,GUWAHATI,Cabbage,NA
21-01-09,SHILLONG,Cabbage,NA
21-01-09,AIZWAL,Cabbage,NA
21-01-09,KOHIMA,Cabbage,NA
21-01-09,AGARTALA,Cabbage,NA
21-01-09,BENGALURU,Cabbage,NA
21-01-09,T.PURAM,Cabbage,NA
21-01-09,CHENNAI,Cabbage,NA
21-01-09,HYDERABAD,Cabbage,NA
22-01-09,CHANDIGARH,Cabbage,NA
22-01-09,DELHI,Cabbage,NA
22-01-09,SHIMLA,Cabbage,NA
22-01-09,SRINAGAR,Cabbage,NA
22-01-09,JAMMU,Cabbage,NA
22-01-09,AMRITSAR,Cabbage,NA
22-01-09,LUDHIANA,Cabbage,NA
22-01-09,LUCKNOW,Cabbage,NA
22-01-09,DEHRADUN,Cabbage,NA
22-01-09,RAIPUR,Cabbage,NA
22-01-09,AHMEDABAD,Cabbage,NA
22-01-09,BHOPAL,Cabbage,NA
22-01-09,MUMBAI,Cabbage,NA
22-01-09,JAIPUR,Cabbage,400
22-01-09,PATNA,Cabbage,NA
22-01-09,RANCHI,Cabbage,NA
22-01-09,BHUBANESHWAR,Cabbage,NA
22-01-09,KOLKATA,Cabbage,NA
22-01-09,GUWAHATI,Cabbage,NA
22-01-09,SHILLONG,Cabbage,NA
22-01-09,AIZWAL,Cabbage,NA
22-01-09,KOHIMA,Cabbage,NA
22-01-09,AGARTALA,Cabbage,NA
22-01-09,BENGALURU,Cabbage,NA
22-01-09,T.PURAM,Cabbage,NA
22-01-09,CHENNAI,Cabbage,NA
22-01-09,HYDERABAD,Cabbage,NA
23-01-09,CHANDIGARH,Cabbage,NA
23-01-09,DELHI,Cabbage,NA
23-01-09,SHIMLA,Cabbage,NA
23-01-09,SRINAGAR,Cabbage,NA
23-01-09,JAMMU,Cabbage,NA
23-01-09,AMRITSAR,Cabbage,NA
23-01-09,LUDHIANA,Cabbage,NA
23-01-09,LUCKNOW,Cabbage,NA
23-01-09,DEHRADUN,Cabbage,NA
23-01-09,RAIPUR,Cabbage,NA
23-01-09,AHMEDABAD,Cabbage,NA
23-01-09,BHOPAL,Cabbage,NA
23-01-09,MUMBAI,Cabbage,NA
23-01-09,JAIPUR,Cabbage,NA
23-01-09,PATNA,Cabbage,NA
23-01-09,RANCHI,Cabbage,NA
23-01-09,BHUBANESHWAR,Cabbage,NA
23-01-09,KOLKATA,Cabbage,NA
23-01-09,GUWAHATI,Cabbage,NA
23-01-09,SHILLONG,Cabbage,NA
23-01-09,AIZWAL,Cabbage,NA
23-01-09,KOHIMA,Cabbage,NA
23-01-09,AGARTALA,Cabbage,NA
23-01-09,BENGALURU,Cabbage,NA
23-01-09,T.PURAM,Cabbage,NA
23-01-09,CHENNAI,Cabbage,NA
23-01-09,HYDERABAD,Cabbage,NA
27-01-09,CHANDIGARH,Cabbage,NA
27-01-09,DELHI,Cabbage,NA
27-01-09,SHIMLA,Cabbage,NA
27-01-09,SRINAGAR,Cabbage,NA
27-01-09,JAMMU,Cabbage,NA
27-01-09,AMRITSAR,Cabbage,NA
27-01-09,LUDHIANA,Cabbage,NA
27-01-09,LUCKNOW,Cabbage,NA
27-01-09,DEHRADUN,Cabbage,NA
27-01-09,RAIPUR,Cabbage,NA
27-01-09,AHMEDABAD,Cabbage,NA
27-01-09,BHOPAL,Cabbage,NA
27-01-09,MUMBAI,Cabbage,NA
27-01-09,JAIPUR,Cabbage,NA
27-01-09,PATNA,Cabbage,NA
27-01-09,RANCHI,Cabbage,NA
27-01-09,BHUBANESHWAR,Cabbage,NA
27-01-09,KOLKATA,Cabbage,NA
27-01-09,GUWAHATI,Cabbage,NA
27-01-09,SHILLONG,Cabbage,NA
27-01-09,AIZWAL,Cabbage,NA
27-01-09,KOHIMA,Cabbage,NA
27-01-09,AGARTALA,Cabbage,NA
27-01-09,BENGALURU,Cabbage,NA
27-01-09,T.PURAM,Cabbage,NA
27-01-09,CHENNAI,Cabbage,NA
27-01-09,HYDERABAD,Cabbage,NA
28-01-09,CHANDIGARH,Cabbage,NA
28-01-09,DELHI,Cabbage,NA
28-01-09,SHIMLA,Cabbage,NA
28-01-09,SRINAGAR,Cabbage,NA
28-01-09,JAMMU,Cabbage,NA
28-01-09,AMRITSAR,Cabbage,NA
28-01-09,LUDHIANA,Cabbage,NA
28-01-09,LUCKNOW,Cabbage,NA
28-01-09,DEHRADUN,Cabbage,NA
28-01-09,RAIPUR,Cabbage,NA
28-01-09,AHMEDABAD,Cabbage,NA
28-01-09,BHOPAL,Cabbage,NA
28-01-09,MUMBAI,Cabbage,NA
28-01-09,JAIPUR,Cabbage,400
28-01-09,PATNA,Cabbage,NA
28-01-09,RANCHI,Cabbage,NA
28-01-09,BHUBANESHWAR,Cabbage,NA
28-01-09,KOLKATA,Cabbage,NA
28-01-09,GUWAHATI,Cabbage,NA
28-01-09,SHILLONG,Cabbage,NA
28-01-09,AIZWAL,Cabbage,NA
28-01-09,KOHIMA,Cabbage,NA
28-01-09,AGARTALA,Cabbage,NA
28-01-09,BENGALURU,Cabbage,NA
28-01-09,T.PURAM,Cabbage,NA
28-01-09,CHENNAI,Cabbage,NA
28-01-09,HYDERABAD,Cabbage,NA
29-01-09,CHANDIGARH,Cabbage,NA
29-01-09,DELHI,Cabbage,NA
29-01-09,SHIMLA,Cabbage,NA
29-01-09,SRINAGAR,Cabbage,NA
29-01-09,JAMMU,Cabbage,NA
29-01-09,AMRITSAR,Cabbage,NA
29-01-09,LUDHIANA,Cabbage,NA
29-01-09,LUCKNOW,Cabbage,NA
29-01-09,DEHRADUN,Cabbage,NA
29-01-09,RAIPUR,Cabbage,NA
29-01-09,AHMEDABAD,Cabbage,NA
29-01-09,BHOPAL,Cabbage,NA
29-01-09,MUMBAI,Cabbage,NA
29-01-09,JAIPUR,Cabbage,NA
29-01-09,PATNA,Cabbage,NA
29-01-09,RANCHI,Cabbage,NA
29-01-09,BHUBANESHWAR,Cabbage,NA
29-01-09,KOLKATA,Cabbage,NA
29-01-09,GUWAHATI,Cabbage,NA
29-01-09,SHILLONG,Cabbage,NA
29-01-09,AIZWAL,Cabbage,NA
29-01-09,KOHIMA,Cabbage,NA
29-01-09,AGARTALA,Cabbage,NA
29-01-09,BENGALURU,Cabbage,NA
29-01-09,T.PURAM,Cabbage,NA
29-01-09,CHENNAI,Cabbage,NA
29-01-09,HYDERABAD,Cabbage,NA
30-01-09,CHANDIGARH,Cabbage,NA
30-01-09,DELHI,Cabbage,NA
30-01-09,SHIMLA,Cabbage,NA
30-01-09,SRINAGAR,Cabbage,NA
30-01-09,JAMMU,Cabbage,NA
30-01-09,AMRITSAR,Cabbage,NA
30-01-09,LUDHIANA,Cabbage,NA
30-01-09,LUCKNOW,Cabbage,NA
30-01-09,DEHRADUN,Cabbage,NA
30-01-09,RAIPUR,Cabbage,NA
30-01-09,AHMEDABAD,Cabbage,NA
30-01-09,BHOPAL,Cabbage,NA
30-01-09,MUMBAI,Cabbage,NA
30-01-09,JAIPUR,Cabbage,NA
30-01-09,PATNA,Cabbage,NA
30-01-09,RANCHI,Cabbage,NA
30-01-09,BHUBANESHWAR,Cabbage,NA
30-01-09,KOLKATA,Cabbage,NA
30-01-09,GUWAHATI,Cabbage,NA
30-01-09,SHILLONG,Cabbage,NA
30-01-09,AIZWAL,Cabbage,NA
30-01-09,KOHIMA,Cabbage,NA
30-01-09,AGARTALA,Cabbage,NA
30-01-09,BENGALURU,Cabbage,NA
30-01-09,T.PURAM,Cabbage,NA
30-01-09,CHENNAI,Cabbage,NA
30-01-09,HYDERABAD,Cabbage,NA
02-02-09,CHANDIGARH,Cabbage,NA
02-02-09,DELHI,Cabbage,NA
02-02-09,SHIMLA,Cabbage,NA
02-02-09,SRINAGAR,Cabbage,NA
02-02-09,JAMMU,Cabbage,NA
02-02-09,AMRITSAR,Cabbage,NA
02-02-09,LUDHIANA,Cabbage,NA
02-02-09,LUCKNOW,Cabbage,NA
02-02-09,DEHRADUN,Cabbage,NA
02-02-09,RAIPUR,Cabbage,NA
02-02-09,AHMEDABAD,Cabbage,NA
02-02-09,BHOPAL,Cabbage,NA
02-02-09,MUMBAI,Cabbage,NA
02-02-09,JAIPUR,Cabbage,400
02-02-09,PATNA,Cabbage,NA
02-02-09,RANCHI,Cabbage,NA
02-02-09,BHUBANESHWAR,Cabbage,NA
02-02-09,KOLKATA,Cabbage,NA
02-02-09,GUWAHATI,Cabbage,NA
02-02-09,SHILLONG,Cabbage,NA
02-02-09,AIZWAL,Cabbage,NA
02-02-09,KOHIMA,Cabbage,NA
02-02-09,AGARTALA,Cabbage,NA
02-02-09,BENGALURU,Cabbage,NA
02-02-09,T.PURAM,Cabbage,NA
02-02-09,CHENNAI,Cabbage,NA
02-02-09,HYDERABAD,Cabbage,NA
03-02-09,CHANDIGARH,Cabbage,NA
03-02-09,DELHI,Cabbage,NA
03-02-09,SHIMLA,Cabbage,NA
03-02-09,SRINAGAR,Cabbage,NA
03-02-09,JAMMU,Cabbage,NA
03-02-09,AMRITSAR,Cabbage,NA
03-02-09,LUDHIANA,Cabbage,NA
03-02-09,LUCKNOW,Cabbage,NA
03-02-09,DEHRADUN,Cabbage,NA
03-02-09,RAIPUR,Cabbage,NA
03-02-09,AHMEDABAD,Cabbage,NA
03-02-09,BHOPAL,Cabbage,NA
03-02-09,MUMBAI,Cabbage,NA
03-02-09,JAIPUR,Cabbage,400
03-02-09,PATNA,Cabbage,NA
03-02-09,RANCHI,Cabbage,NA
03-02-09,BHUBANESHWAR,Cabbage,NA
03-02-09,KOLKATA,Cabbage,NA
03-02-09,GUWAHATI,Cabbage,NA
03-02-09,SHILLONG,Cabbage,NA
03-02-09,AIZWAL,Cabbage,NA
03-02-09,KOHIMA,Cabbage,NA
03-02-09,AGARTALA,Cabbage,NA
03-02-09,BENGALURU,Cabbage,NA
03-02-09,T.PURAM,Cabbage,NA
03-02-09,CHENNAI,Cabbage,NA
03-02-09,HYDERABAD,Cabbage,NA
04-02-09,CHANDIGARH,Cabbage,NA
04-02-09,DELHI,Cabbage,NA
04-02-09,SHIMLA,Cabbage,NA
04-02-09,SRINAGAR,Cabbage,NA
04-02-09,JAMMU,Cabbage,NA
04-02-09,AMRITSAR,Cabbage,NA
04-02-09,LUDHIANA,Cabbage,NA
04-02-09,LUCKNOW,Cabbage,NA
04-02-09,DEHRADUN,Cabbage,NA
04-02-09,RAIPUR,Cabbage,NA
04-02-09,AHMEDABAD,Cabbage,NA
04-02-09,BHOPAL,Cabbage,NA
04-02-09,MUMBAI,Cabbage,NA
04-02-09,JAIPUR,Cabbage,400
04-02-09,PATNA,Cabbage,NA
04-02-09,RANCHI,Cabbage,NA
04-02-09,BHUBANESHWAR,Cabbage,NA
04-02-09,KOLKATA,Cabbage,NA
04-02-09,GUWAHATI,Cabbage,NA
04-02-09,SHILLONG,Cabbage,NA
04-02-09,AIZWAL,Cabbage,NA
04-02-09,KOHIMA,Cabbage,NA
04-02-09,AGARTALA,Cabbage,NA
04-02-09,BENGALURU,Cabbage,NA
04-02-09,T.PURAM,Cabbage,NA
04-02-09,CHENNAI,Cabbage,NA
04-02-09,HYDERABAD,Cabbage,NA
05-02-09,CHANDIGARH,Cabbage,NA
05-02-09,DELHI,Cabbage,NA
05-02-09,SHIMLA,Cabbage,NA
05-02-09,SRINAGAR,Cabbage,NA
