Date,"Index Value",High,Low,"Previous Close"
"28 Aug 15",-73.32,0,0,0
"29 Aug 15",-74.47,0,0,0
"30 Aug 15",-69.42,0,0,0
"31 Aug 15",-67.39,0,0,0
"01 Sep 15",-68.17,0,0,0
"02 Sep 15",-71.67,0,0,0
"03 Sep 15",-76.37,0,0,0
"04 Sep 15",-83.21,0,0,0
"05 Sep 15",-88.1,0,0,0
"06 Sep 15",-93.75,0,0,0
"07 Sep 15",-96.47,0,0,0
"08 Sep 15",-98.8,0,0,0
"09 Sep 15",-103.73,0,0,0
"10 Sep 15",-106.95,0,0,0
"11 Sep 15",-109.44,0,0,0
"12 Sep 15",-114.18,0,0,0
"13 Sep 15",-117.34,0,0,0
"14 Sep 15",-120.18,0,0,0
"15 Sep 15",-120.45,0,0,0
"16 Sep 15",-118.18,0,0,0
"17 Sep 15",-116.96,0,0,0
"18 Sep 15",-116.14,0,0,0
"19 Sep 15",-116.7,0,0,0
"20 Sep 15",-111.45,0,0,0
"21 Sep 15",-105.68,0,0,0
"22 Sep 15",-102.79,0,0,0
"23 Sep 15",-100.21,0,0,0
"24 Sep 15",-101.76,0,0,0
"25 Sep 15",-105.12,0,0,0
"26 Sep 15",-107.81,0,0,0
"27 Sep 15",-111.86,0,0,0
"28 Sep 15",-115.04,0,0,0
"29 Sep 15",-118.38,0,0,0
"30 Sep 15",-120.54,0,0,0
"01 Jun 16",-0.48,0,0,0
"02 Jun 16",-0.58,0,0,0
"03 Jun 16",-2.42,0,0,0
"04 Jun 16",-3.15,0,0,0
"05 Jun 16",-4.39,0,0,0
"06 Jun 16",-5.92,0,0,0
"07 Jun 16",-6.87,0,0,0
"08 Jun 16",-6.02,0,0,0
"09 Jun 16",-5.73,0,0,0
"10 Jun 16",-7.53,0,0,0
"11 Jun 16",-9.52,0,0,0
"12 Jun 16",-11.38,0,0,0
"13 Jun 16",-12.45,0,0,0
"14 Jun 16",-14.79,0,0,0
"15 Jun 16",-19.96,0,0,0
"16 Jun 16",-21.78,0,0,0
"17 Jun 16",-25.38,0,0,0
"18 Jun 16",-26.39,0,0,0
"19 Jun 16",-27.13,0,0,0
"20 Jun 16",-27.57,0,0,0
"21 Jun 16",-24.77,0,0,0
"22 Jun 16",-20.7,0,0,0
"23 Jun 16",-18.42,0,0,0
"24 Jun 16",-17.21,0,0,0
"25 Jun 16",-17.42,0,0,0
"26 Jun 16",-15.78,0,0,0
"27 Jun 16",-15.26,0,0,0
"28 Jun 16",-9.81,0,0,0
"29 Jun 16",-7.53,0,0,0
"30 Jun 16",-8.94,0,0,0
"01 Jul 16",-9.11,0,0,0
"02 Jul 16",-3.61,0,0,0
"03 Jul 16",3.27,0,0,0
"04 Jul 16",10.63,0,0,0
"05 Jul 16",14.92,0,0,0
"06 Jul 16",19.78,0,0,0
"07 Jul 16",17.92,0,0,0
"08 Jul 16",14.44,0,0,0
"09 Jul 16",15.9,0,0,0
"10 Jul 16",16.91,0,0,0
"11 Jul 16",18.74,0,0,0
"12 Jul 16",19.74,0,0,0
"13 Jul 16",19.66,0,0,0
"14 Jul 16",16,0,0,0
"15 Jul 16",14.2,0,0,0
"16 Jul 16",15.92,0,0,0
"17 Jul 16",21.35,0,0,0
"18 Jul 16",23.64,0,0,0
"19 Jul 16",23.17,0,0,0
"20 Jul 16",19.76,0,0,0
"21 Jul 16",16.74,0,0,0
"22 Jul 16",16.81,0,0,0
"23 Jul 16",21.02,0,0,0
"24 Jul 16",22.26,0,0,0
"25 Jul 16",23.89,0,0,0
"26 Jul 16",25.34,0,0,0
"27 Jul 16",28.04,0,0,0
"28 Jul 16",26.54,0,0,0
"29 Jul 16",25.35,0,0,0
"30 Jul 16",25.91,0,0,0
"31 Jul 16",28.63,0,0,0
"01 Aug 16",30.98,0,0,0
"02 Aug 16",34.78,0,0,0
"03 Aug 16",34.84,0,0,0
"04 Aug 16",36.27,0,0,0
"05 Aug 16",36.27,0,0,0
"06 Aug 16",39.74,0,0,0
"07 Aug 16",43.19,0,0,0
"08 Aug 16",44.32,0,0,0
"09 Aug 16",44.16,0,0,0
"10 Aug 16",44.91,0,0,0
"11 Aug 16",42.34,0,0,0
"12 Aug 16",41.04,0,0,0
"13 Aug 16",36.95,0,0,0
"14 Aug 16",32.52,0,0,0
"15 Aug 16",27.66,0,0,0
"16 Aug 16",24.49,0,0,0
"17 Aug 16",22.8,0,0,0
"18 Aug 16",20.99,0,0,0
"19 Aug 16",18.7,0,0,0
"20 Aug 16",15.77,0,0,0
"21 Aug 16",12.97,0,0,0
"22 Aug 16",10.64,0,0,0
"23 Aug 16",6.69,0,0,0
"24 Aug 16",3.88,0,0,0
"25 Aug 16",0.05,0,0,0
"26 Aug 16",-2.76,0,0,0
"27 Aug 16",-3.46,0,0,0
"28 Aug 16",-3.86,0,0,0
"29 Aug 16",-4.43,0,0,0
"30 Aug 16",-5.98,0,0,0
"31 Aug 16",-3.95,0,0,0
"01 Sep 16",2.12,0,0,0
"02 Sep 16",4.18,0,0,0
"03 Sep 16",1.6,0,0,0
"04 Sep 16",-1.54,0,0,0
"05 Sep 16",-3.42,0,0,0
"06 Sep 16",-6.53,0,0,0
"07 Sep 16",-11.14,0,0,0
"08 Sep 16",-14.45,0,0,0
"09 Sep 16",-18.13,0,0,0
"10 Sep 16",-21.01,0,0,0
"11 Sep 16",-22.59,0,0,0
"12 Sep 16",-24.3,0,0,0
"13 Sep 16",-24.03,0,0,0
"14 Sep 16",-24.02,0,0,0
"15 Sep 16",-25.45,0,0,0
"16 Sep 16",-23.93,0,0,0
"17 Sep 16",-22.71,0,0,0
"18 Sep 16",-23.17,0,0,0
"19 Sep 16",-22.14,0,0,0
"20 Sep 16",-24.02,0,0,0
"21 Sep 16",-18.12,0,0,0
"22 Sep 16",-12.7,0,0,0
"23 Sep 16",-11.31,0,0,0
"24 Sep 16",-6.94,0,0,0
"25 Sep 16",-3.92,0,0,0
"26 Sep 16",-3.22,0,0,0
"27 Sep 16",-3.94,0,0,0
"28 Sep 16",-4.05,0,0,0
"29 Sep 16",-3.31,0,0,0
"30 Sep 16",-3.78,0,0,0
"01 Jun 17",1.77,0,0,0
"02 Jun 17",5.48,0,0,0
"03 Jun 17",8.22,0,0,0
"04 Jun 17",6.49,0,0,0
"05 Jun 17",6.42,0,0,0
"06 Jun 17",8.69,0,0,0
"07 Jun 17",9.16,0,0,0
"08 Jun 17",7.2,0,0,0
"09 Jun 17",8.59,0,0,0
"10 Jun 17",13.55,0,0,0
"11 Jun 17",15.27,0,0,0
"12 Jun 17",18.04,0,0,0
"13 Jun 17",16.55,0,0,0
"14 Jun 17",12.68,0,0,0
"15 Jun 17",11.96,0,0,0
"16 Jun 17",12.2,0,0,0
"17 Jun 17",9.92,0,0,0
"18 Jun 17",8.87,0,0,0
"19 Jun 17",9.1,0,0,0
"20 Jun 17",9.25,0,0,0
"21 Jun 17",9.45,0,0,0
"22 Jun 17",6.14,0,0,0
"23 Jun 17",3.81,0,0,0
"24 Jun 17",3.44,0,0,0
"25 Jun 17",4.35,0,0,0
"26 Jun 17",5.26,0,0,0
"27 Jun 17",7.8,0,0,0
"28 Jun 17",9.79,0,0,0
"29 Jun 17",13,0,0,0
"30 Jun 17",16.35,0,0,0
"01 Jul 17",21.45,0,0,0
"02 Jul 17",21.25,0,0,0
"03 Jul 17",20.46,0,0,0
"04 Jul 17",20.86,0,0,0
"05 Jul 17",18.7,0,0,0
"06 Jul 17",17.82,0,0,0
"07 Jul 17",13.24,0,0,0
"08 Jul 17",12.38,0,0,0
"09 Jul 17",16.62,0,0,0
"10 Jul 17",17.39,0,0,0
"11 Jul 17",15.29,0,0,0
"12 Jul 17",13.34,0,0,0
"13 Jul 17",16.04,0,0,0
"14 Jul 17",18.01,0,0,0
"15 Jul 17",16.81,0,0,0
"16 Jul 17",15.35,0,0,0
"17 Jul 17",17.75,0,0,0
"18 Jul 17",23.51,0,0,0
"19 Jul 17",24.75,0,0,0
"20 Jul 17",25.05,0,0,0
"21 Jul 17",26.13,0,0,0
"22 Jul 17",28.48,0,0,0
"23 Jul 17",30.64,0,0,0
"24 Jul 17",33.39,0,0,0
"25 Jul 17",32.62,0,0,0
"26 Jul 17",32.05,0,0,0
"27 Jul 17",28.89,0,0,0
"28 Jul 17",25.54,0,0,0
"29 Jul 17",20.68,0,0,0
"30 Jul 17",15.52,0,0,0
"31 Jul 17",12.07,0,0,0
"01 Aug 17",9.62,0,0,0
"02 Aug 17",6.23,0,0,0
"03 Aug 17",1.56,0,0,0
"04 Aug 17",-2.31,0,0,0
"05 Aug 17",-6.35,0,0,0
"06 Aug 17",-9.39,0,0,0
"07 Aug 17",-11.75,0,0,0
"08 Aug 17",-12.54,0,0,0
"09 Aug 17",-10.63,0,0,0
"10 Aug 17",-9.11,0,0,0
"11 Aug 17",-6.18,0,0,0
"12 Aug 17",-5.14,0,0,0
"13 Aug 17",-8.22,0,0,0
"14 Aug 17",-10.02,0,0,0
"15 Aug 17",-13.45,0,0,0
"16 Aug 17",-18.42,0,0,0
"17 Aug 17",-23.69,0,0,0
"18 Aug 17",-25.41,0,0,0
"19 Aug 17",-25.62,0,0,0
"20 Aug 17",-23.75,0,0,0
"21 Aug 17",-23.99,0,0,0
"22 Aug 17",-26.48,0,0,0
"23 Aug 17",-31.49,0,0,0
"24 Aug 17",-32.3,0,0,0
"25 Aug 17",-32.43,0,0,0
"26 Aug 17",-32.27,0,0,0
"27 Aug 17",-30.53,0,0,0
"28 Aug 17",-26.2,0,0,0
"29 Aug 17",-20.33,0,0,0
"30 Aug 17",-16.82,0,0,0
"31 Aug 17",-18.61,0,0,0
"01 Sep 17",-19.45,0,0,0
"02 Sep 17",-18.54,0,0,0
"03 Sep 17",-19.71,0,0,0
"04 Sep 17",-23.3,0,0,0
"05 Sep 17",-28.12,0,0,0
"06 Sep 17",-31.99,0,0,0
"07 Sep 17",-35.05,0,0,0
"08 Sep 17",-36.67,0,0,0
"09 Sep 17",-37.23,0,0,0
"10 Sep 17",-37.75,0,0,0
"11 Sep 17",-40.59,0,0,0
"12 Sep 17",-43.27,0,0,0
"13 Sep 17",-42.99,0,0,0
"14 Sep 17",-41.97,0,0,0
"15 Sep 17",-43.17,0,0,0
"16 Sep 17",-44.04,0,0,0
"17 Sep 17",-43.7,0,0,0
"18 Sep 17",-40.61,0,0,0
"19 Sep 17",-39.25,0,0,0
"20 Sep 17",-33.95,0,0,0
"21 Sep 17",-29.76,0,0,0
"22 Sep 17",-27.32,0,0,0
"23 Sep 17",-27,0,0,0
"24 Sep 17",-29.44,0,0,0
"25 Sep 17",-32.86,0,0,0
"26 Sep 17",-36.11,0,0,0
"27 Sep 17",-37.98,0,0,0
"28 Sep 17",-38.11,0,0,0
"29 Sep 17",-34.86,0,0,0
"30 Sep 17",-30.7,0,0,0
"01 Jun 18",-0.97,0,0,0
"02 Jun 18",-0.09,0,0,0
"03 Jun 18",-0.7,0,0,0
"04 Jun 18",-0.94,0,0,0
"05 Jun 18",-2.84,0,0,0
"06 Jun 18",-4.38,0,0,0
"07 Jun 18",-3.46,0,0,0
"08 Jun 18",-0.83,0,0,0
"09 Jun 18",1.77,0,0,0
"10 Jun 18",4.64,0,0,0
"11 Jun 18",4.08,0,0,0
"12 Jun 18",3.77,0,0,0
"13 Jun 18",4.11,0,0,0
"14 Jun 18",4.11,0,0,0
"15 Jun 18",2.01,0,0,0
"16 Jun 18",4.64,0,0,0
"17 Jun 18",2.18,0,0,0
"18 Jun 18",-0.7,0,0,0
"19 Jun 18",-4.93,0,0,0
"20 Jun 18",-8.75,0,0,0
"21 Jun 18",-10.68,0,0,0
"22 Jun 18",-11.1,0,0,0
"23 Jun 18",-9.72,0,0,0
"24 Jun 18",-8.82,0,0,0
"25 Jun 18",-9.83,0,0,0
"26 Jun 18",-8.39,0,0,0
"27 Jun 18",-6.06,0,0,0
"28 Jun 18",1.87,0,0,0
"29 Jun 18",2.21,0,0,0
"30 Jun 18",0.04,0,0,0
"01 Jul 18",-0.93,0,0,0
"02 Jul 18",-0.33,0,0,0
"03 Jul 18",3.57,0,0,0
"04 Jul 18",5.88,0,0,0
"05 Jul 18",5.13,0,0,0
"06 Jul 18",2.37,0,0,0
"07 Jul 18",2.76,0,0,0
"08 Jul 18",3.55,0,0,0
"09 Jul 18",5.13,0,0,0
"10 Jul 18",4.68,0,0,0
"11 Jul 18",5.4,0,0,0
"12 Jul 18",8.04,0,0,0
"13 Jul 18",9.93,0,0,0
"14 Jul 18",12.26,0,0,0
"15 Jul 18",14.1,0,0,0
"16 Jul 18",19.7,0,0,0
"17 Jul 18",24.75,0,0,0
"18 Jul 18",24.19,0,0,0
"19 Jul 18",28.06,0,0,0
"20 Jul 18",26.53,0,0,0
"21 Jul 18",29.12,0,0,0
"22 Jul 18",32.66,0,0,0
"23 Jul 18",34.59,0,0,0
"24 Jul 18",32.96,0,0,0
"25 Jul 18",30.65,0,0,0
"26 Jul 18",31.84,0,0,0
"27 Jul 18",29.31,0,0,0
"28 Jul 18",25.33,0,0,0
"29 Jul 18",23.12,0,0,0
"30 Jul 18",18.82,0,0,0
"31 Jul 18",18.56,0,0,0
"01 Aug 18",15.27,0,0,0
"02 Aug 18",12.88,0,0,0
"03 Aug 18",8.82,0,0,0
"04 Aug 18",4.41,0,0,0
"05 Aug 18",0.3,0,0,0
"06 Aug 18",-2.45,0,0,0
"07 Aug 18",-2.86,0,0,0
"08 Aug 18",-0.64,0,0,0
"09 Aug 18",-2.68,0,0,0
"10 Aug 18",-7.83,0,0,0
"11 Aug 18",-8.07,0,0,0
"12 Aug 18",-5.84,0,0,0
"13 Aug 18",-3.58,0,0,0
"14 Aug 18",-3.61,0,0,0
"15 Aug 18",-1.3,0,0,0
"16 Aug 18",5.37,0,0,0
"17 Aug 18",8.37,0,0,0
"18 Aug 18",7.12,0,0,0
"19 Aug 18",5.41,0,0,0
"20 Aug 18",7.94,0,0,0
"21 Aug 18",12.3,0,0,0
"22 Aug 18",11.95,0,0,0
"23 Aug 18",9.71,0,0,0
"24 Aug 18",7.94,0,0,0
"25 Aug 18",8.17,0,0,0
"26 Aug 18",10.31,0,0,0
"27 Aug 18",11.29,0,0,0
"28 Aug 18",9.74,0,0,0
"29 Aug 18",9.17,0,0,0
"30 Aug 18",5.64,0,0,0
"31 Aug 18",3.96,0,0,0
"01 Sep 18",3.02,0,0,0
"02 Sep 18",1.74,0,0,0
"03 Sep 18",1.3,0,0,0
"04 Sep 18",-1.45,0,0,0
"05 Sep 18",-4.73,0,0,0
"06 Sep 18",-5.86,0,0,0
"07 Sep 18",-6.29,0,0,0
"08 Sep 18",-7.68,0,0,0
"09 Sep 18",-10.45,0,0,0
"10 Sep 18",-11.77,0,0,0
"11 Sep 18",-13.28,0,0,0
"12 Sep 18",-14.44,0,0,0
"13 Sep 18",-16.22,0,0,0
"14 Sep 18",-12.56,0,0,0
"15 Sep 18",-16.64,0,0,0
"16 Sep 18",-20.95,0,0,0
"17 Sep 18",-24.08,0,0,0
"18 Sep 18",-28.41,0,0,0
"19 Sep 18",-32.86,0,0,0
"20 Sep 18",-35.57,0,0,0
"21 Sep 18",-32.6,0,0,0
"22 Sep 18",-27.36,0,0,0
"23 Sep 18",-24.31,0,0,0
"24 Sep 18",-21.66,0,0,0
"25 Sep 18",-21.96,0,0,0
"26 Sep 18",-20.4,0,0,0
"27 Sep 18",-22.4,0,0,0
"28 Sep 18",-24.23,0,0,0
"29 Sep 18",-26.24,0,0,0
"30 Sep 18",-28.24,0,0,0
"01 Jun 19",-1.27,0,0,0
"02 Jun 19",-3.84,0,0,0
"03 Jun 19",-3.88,0,0,0
"04 Jun 19",-3.36,0,0,0
"05 Jun 19",-5.44,0,0,0
"06 Jun 19",-8.32,0,0,0
"07 Jun 19",-10.99,0,0,0
"08 Jun 19",-14.08,0,0,0
"09 Jun 19",-16.67,0,0,0
"10 Jun 19",-18.13,0,0,0
"11 Jun 19",-20.3,0,0,0
"12 Jun 19",-22.6,0,0,0
"13 Jun 19",-24.8,0,0,0
"14 Jun 19",-27.76,0,0,0
"15 Jun 19",-30.12,0,0,0
"16 Jun 19",-32.13,0,0,0
"17 Jun 19",-35.77,0,0,0
"18 Jun 19",-37.59,0,0,0
"19 Jun 19",-38.97,0,0,0
"20 Jun 19",-40.71,0,0,0
"21 Jun 19",-41.46,0,0,0
"22 Jun 19",-42.64,0,0,0
"23 Jun 19",-43.46,0,0,0
"24 Jun 19",-45.68,0,0,0
"25 Jun 19",-47.16,0,0,0
"26 Jun 19",-49.19,0,0,0
"27 Jun 19",-48.17,0,0,0
"28 Jun 19",-49.04,0,0,0
"29 Jun 19",-48.85,0,0,0
"30 Jun 19",-51.8,0,0,0
"01 Jul 19",-51.91,0,0,0
"02 Jul 19",-50.7,0,0,0
"03 Jul 19",-50.19,0,0,0
"04 Jul 19",-52.49,0,0,0
"05 Jul 19",-52.98,0,0,0
"06 Jul 19",-47.25,0,0,0
"07 Jul 19",-42.39,0,0,0
"08 Jul 19",-41.31,0,0,0
"09 Jul 19",-36.81,0,0,0
"10 Jul 19",-32.3,0,0,0
"11 Jul 19",-28.53,0,0,0
"12 Jul 19",-28.63,0,0,0
"13 Jul 19",-28.13,0,0,0
"14 Jul 19",-29.27,0,0,0
"15 Jul 19",-30.17,0,0,0
"16 Jul 19",-31.76,0,0,0
"17 Jul 19",-37.29,0,0,0
"18 Jul 19",-44.25,0,0,0
"19 Jul 19",-48.12,0,0,0
"20 Jul 19",-51.35,0,0,0
"21 Jul 19",-55.44,0,0,0
"22 Jul 19",-57.89,0,0,0
"23 Jul 19",-58.72,0,0,0
"24 Jul 19",-59.97,0,0,0
"25 Jul 19",-56.97,0,0,0
"26 Jul 19",-50.46,0,0,0
"27 Jul 19",-46.02,0,0,0
"28 Jul 19",-45.65,0,0,0
"29 Jul 19",-41.79,0,0,0
"30 Jul 19",-38.75,0,0,0
"31 Jul 19",-35.76,0,0,0
"01 Aug 19",-34.41,0,0,0
"02 Aug 19",-33.76,0,0,0
"03 Aug 19",-30.82,0,0,0
"04 Aug 19",-28.97,0,0,0
"05 Aug 19",-30.19,0,0,0
"06 Aug 19",-27.22,0,0,0
"07 Aug 19",-18.92,0,0,0
"08 Aug 19",-7.52,0,0,0
"09 Aug 19",0.1,0,0,0
"10 Aug 19",5.24,0,0,0
"11 Aug 19",5.75,0,0,0
"12 Aug 19",0.1,0,0,0
"13 Aug 19",0.3,0,0,0
"14 Aug 19",8.11,0,0,0
"15 Aug 19",14.78,0,0,0
"16 Aug 19",14.42,0,0,0
"17 Aug 19",16.4,0,0,0
"18 Aug 19",18.35,0,0,0
"19 Aug 19",19.56,0,0,0
"20 Aug 19",17.3,0,0,0
"21 Aug 19",14.01,0,0,0
"22 Aug 19",13.3,0,0,0
"23 Aug 19",11.31,0,0,0
"24 Aug 19",11.77,0,0,0
"25 Aug 19",11.57,0,0,0
"26 Aug 19",12.2,0,0,0
"27 Aug 19",11.11,0,0,0
"28 Aug 19",8.56,0,0,0
"29 Aug 19",5.77,0,0,0
"30 Aug 19",3.45,0,0,0
"31 Aug 19",4.79,0,0,0
"01 Sep 19",4.62,0,0,0
"02 Sep 19",7.07,0,0,0
"03 Sep 19",7.26,0,0,0
"04 Sep 19",8.36,0,0,0
"05 Sep 19",13.49,0,0,0
"06 Sep 19",16.33,0,0,0
"07 Sep 19",17.82,0,0,0
"08 Sep 19",23.58,0,0,0
"09 Sep 19",28.33,0,0,0
"10 Sep 19",31.18,0,0,0
"11 Sep 19",31.77,0,0,0
"12 Sep 19",35.28,0,0,0
"13 Sep 19",42.06,0,0,0
"14 Sep 19",44.85,0,0,0
"15 Sep 19",44.51,0,0,0
"16 Sep 19",44.52,0,0,0
"17 Sep 19",44.39,0,0,0
"18 Sep 19",46.47,0,0,0
"19 Sep 19",48.11,0,0,0
"20 Sep 19",48.24,0,0,0
"21 Sep 19",44.77,0,0,0
"22 Sep 19",43.92,0,0,0
"23 Sep 19",45.74,0,0,0
"24 Sep 19",51.77,0,0,0
"25 Sep 19",57.99,0,0,0
"26 Sep 19",64.18,0,0,0
"27 Sep 19",71.48,0,0,0
"28 Sep 19",78.69,0,0,0
"29 Sep 19",87.79,0,0,0
"30 Sep 19",95.44,0,0,0
"01 Jun 20",3.49,0,0,0
"02 Jun 20",8.46,0,0,0
"03 Jun 20",13.74,0,0,0
"04 Jun 20",16.7,0,0,0
"05 Jun 20",21.03,0,0,0
"06 Jun 20",23.2,0,0,0
"07 Jun 20",21.96,0,0,0
"08 Jun 20",19.71,0,0,0
"09 Jun 20",16.82,0,0,0
"10 Jun 20",13.64,0,0,0
"11 Jun 20",15.72,0,0,0
"12 Jun 20",15.76,0,0,0
"13 Jun 20",16.67,0,0,0
"14 Jun 20",17.58,0,0,0
"15 Jun 20",17.58,23.2,3.49,16.67
"16 Jun 20",19.17,0,0,0
"17 Jun 20",21.16,0,0,0
"18 Jun 20",23.08,0,0,0
"19 Jun 20",22.26,0,0,0
"20 Jun 20",20.67,0,0,0
"21 Jun 20",19.9,0,0,0
"22 Jun 20",21.2,0,0,0
"23 Jun 20",20.81,0,0,0
"24 Jun 20",21.19,0,0,0
"25 Jun 20",22.63,0,0,0
"26 Jun 20",27.49,0,0,0
"27 Jun 20",30.31,0,0,0
"28 Jun 20",30.14,0,0,0
"29 Jun 20",27.89,0,0,0
"30 Jun 20",25.71,0,0,0
"01 Jul 20",23.12,0,0,0
"02 Jul 20",20.42,0,0,0
"03 Jul 20",19.6,0,0,0
"04 Jul 20",18.84,0,0,0
"05 Jul 20",21.19,0,0,0
"06 Jul 20",25.3,0,0,0
"07 Jul 20",28.84,0,0,0
"08 Jul 20",29.88,0,0,0
"09 Jul 20",32.98,0,0,0
"10 Jul 20",38.74,0,0,0
"11 Jul 20",40.64,0,0,0
"12 Jul 20",40.64,40.64,3.49,38.74
"13 Jul 20",41.51,0,0,0
"14 Jul 20",40.24,0,0,0
"15 Jul 20",41.34,0,0,0
"16 Jul 20",41.34,41.51,3.49,40.24
"17 Jul 20",12.23,0,0,0
"18 Jul 20",8.08,0,0,0
"19 Jul 20",6.76,0,0,0
"20 Jul 20",32.46,41.51,3.49,33.79
"21 Jul 20",33.62,41.51,3.49,32.46
"22 Jul 20",34.35,41.51,3.49,33.62
"23 Jul 20",32.28,41.51,3.49,34.35
"24 Jul 20",29.83,41.51,3.49,32.28
"25 Jul 20",25.08,41.51,3.49,29.07
"26 Jul 20",18.23,41.51,3.49,25.08
"27 Jul 20",11.49,41.51,3.49,18.23
"28 Jul 20",5.81,41.51,3.49,11.49
"29 Jul 20",6.82,41.51,3.49,5.81
"30 Jul 20",10,41.51,3.49,6.82
"31 Jul 20",9.17,0,0,0
"01 Aug 20",7.21,41.51,3.49,9.18
"02 Aug 20",3.2,41.51,3.2,7.21
"03 Aug 20",-0.75,41.51,-0.75,3.2
"04 Aug 20",-1.98,41.51,-1.98,0.75
"05 Aug 20",3.25,41.51,-1.98,-1.98
"06 Aug 20",6.2,41.51,-1.98,3.25
"07 Aug 20",6.51,0,0,0
"08 Aug 20",5.41,41.51,-1.98,6.51
"09 Aug 20",8.05,41.51,-1.98,5.41
"10 Aug 20",13.08,41.51,-1.98,8.05
"11 Aug 20",13.92,41.51,-1.98,13.08
"12 Aug 20",15.58,41.51,-1.98,13.92
"13 Aug 20",19.15,41.51,-1.98,15.58
"14 Aug 20",24.08,0,0,0
"15 Aug 20",27.8,41.51,-1.98,24.08
"16 Aug 20",32.03,41.51,-1.98,27.8
"17 Aug 20",34.37,41.51,-1.98,32.03
"18 Aug 20",35.04,41.51,-1.98,34.37
"19 Aug 20",35.54,41.51,-1.98,35.04
"20 Aug 20",41.6,41.6,-1.98,35.54
"21 Aug 20",46.72,0,0,0
"22 Aug 20",50.28,50.28,-1.98,46.72
"23 Aug 20",51.46,51.46,-1.98,50.28
"24 Aug 20",53.19,53.19,-1.98,51.46
"26 Aug 20",51.77,53.19,-1.98,51.34
"27 Aug 20",53.48,53.48,-1.98,51.77
"28 Aug 20",57.63,0,0,0
"29 Aug 20",60.41,60.41,-1.98,57.63
"30 Aug 20",64.5,64.5,-1.98,60.41
"31 Aug 20",65.81,65.81,-1.98,64.5
"01 Sep 20",63.32,65.81,-1.98,65.81
