Date,zone,centre,Gram Dal_Price
03-01-96,2,PANAJI,1000
03-01-96,2,BHOPAL,850
03-01-96,2,INDORE,835
03-01-96,2,MUMBAI,NA
03-01-96,2,NAGPUR,NA
03-01-96,2,JAIPUR,950
03-01-96,2,JODHPUR,875
03-01-96,3,GUWAHATI,1000
03-01-96,3,PATNA,NA
03-01-96,3,SHILLONG,NA
03-01-96,3,AIZAWL,NA
03-01-96,3,BHUBANESHWAR,1000
03-01-96,3,CUTTACK,1030
03-01-96,3,KOLKATA,NA
03-01-96,3,AGARTALA,NA
03-01-96,4,HYDERABAD,1020
03-01-96,4,VIJAYAWADA,1040
03-01-96,4,BANGALORE,960
03-01-96,4,THIRUVANANTHAPURAM,NA
03-01-96,4,ERNAKULAM,NA
03-01-96,4,CHENNAI,1156
03-01-96,4,MADURAI,1126
03-01-96,4,PONDICHERRY,1500
10-01-96,1,HISAR,875
10-01-96,1,KARNAL,850
10-01-96,1,SHIMLA,1150
10-01-96,1,MANDI,1040
10-01-96,1,SRINAGAR,NA
10-01-96,1,JAMMU,940
10-01-96,1,AMRITSAR,1050
10-01-96,1,LUDHIANA,1000
10-01-96,1,LUCKNOW,950
10-01-96,1,KANPUR,880
10-01-96,1,CHANDIGARH,1050
10-01-96,1,DELHI,835
10-01-96,2,AHMEDABAD,1050
10-01-96,2,RAJKOT,950
10-01-96,2,PANAJI,1050
10-01-96,2,BHOPAL,950
10-01-96,2,INDORE,850
10-01-96,2,MUMBAI,NA
10-01-96,2,NAGPUR,1050
10-01-96,2,JAIPUR,NA
10-01-96,2,JODHPUR,NA
10-01-96,3,GUWAHATI,920
10-01-96,3,PATNA,NA
10-01-96,3,SHILLONG,NA
10-01-96,3,AIZAWL,NA
10-01-96,3,BHUBANESHWAR,1050
10-01-96,3,CUTTACK,1030
10-01-96,3,KOLKATA,NA
10-01-96,3,AGARTALA,1150
10-01-96,4,HYDERABAD,1015
10-01-96,4,VIJAYAWADA,1070
10-01-96,4,BANGALORE,980
10-01-96,4,THIRUVANANTHAPURAM,NA
10-01-96,4,ERNAKULAM,NA
10-01-96,4,CHENNAI,1156
10-01-96,4,MADURAI,1126
10-01-96,4,PONDICHERRY,1500
17-01-96,1,HISAR,875
17-01-96,1,KARNAL,900
17-01-96,1,SHIMLA,1100
17-01-96,1,MANDI,1040
17-01-96,1,SRINAGAR,NA
17-01-96,1,JAMMU,940
17-01-96,1,AMRITSAR,1050
17-01-96,1,LUDHIANA,940
17-01-96,1,LUCKNOW,1100
17-01-96,1,KANPUR,870
17-01-96,1,CHANDIGARH,1050
17-01-96,1,DELHI,810
17-01-96,2,AHMEDABAD,1050
17-01-96,2,RAJKOT,950
17-01-96,2,PANAJI,NA
17-01-96,2,BHOPAL,900
17-01-96,2,INDORE,830
17-01-96,2,MUMBAI,915
17-01-96,2,NAGPUR,1050
17-01-96,2,JAIPUR,950
17-01-96,2,JODHPUR,875
17-01-96,3,GUWAHATI,NA
17-01-96,3,PATNA,NA
17-01-96,3,SHILLONG,NA
17-01-96,3,AIZAWL,NA
17-01-96,3,BHUBANESHWAR,1050
17-01-96,3,CUTTACK,1019
17-01-96,3,KOLKATA,960
17-01-96,3,AGARTALA,NA
17-01-96,4,HYDERABAD,1050
17-01-96,4,VIJAYAWADA,1080
17-01-96,4,BANGALORE,980
17-01-96,4,THIRUVANANTHAPURAM,NA
17-01-96,4,ERNAKULAM,NA
17-01-96,4,CHENNAI,1126
17-01-96,4,MADURAI,1086
17-01-96,4,PONDICHERRY,1500
24-01-96,1,HISAR,875
24-01-96,1,KARNAL,900
24-01-96,1,SHIMLA,1050
24-01-96,1,MANDI,1040
24-01-96,1,SRINAGAR,NA
24-01-96,1,JAMMU,NA
24-01-96,1,AMRITSAR,1050
24-01-96,1,LUDHIANA,960
24-01-96,1,LUCKNOW,NA
24-01-96,1,KANPUR,NA
24-01-96,1,CHANDIGARH,1050
24-01-96,1,DELHI,805
24-01-96,2,AHMEDABAD,1100
24-01-96,2,RAJKOT,850
24-01-96,2,PANAJI,NA
24-01-96,2,BHOPAL,790
24-01-96,2,INDORE,850
24-01-96,2,MUMBAI,NA
24-01-96,2,NAGPUR,NA
24-01-96,2,JAIPUR,950
24-01-96,2,JODHPUR,875
24-01-96,3,GUWAHATI,1360
24-01-96,3,PATNA,NA
24-01-96,3,SHILLONG,1050
24-01-96,3,AIZAWL,NA
24-01-96,3,BHUBANESHWAR,1000
24-01-96,3,CUTTACK,1009
24-01-96,3,KOLKATA,NA
24-01-96,3,AGARTALA,1050
24-01-96,4,HYDERABAD,970
24-01-96,4,VIJAYAWADA,1080
24-01-96,4,BANGALORE,NA
24-01-96,4,THIRUVANANTHAPURAM,NA
24-01-96,4,ERNAKULAM,NA
24-01-96,4,CHENNAI,1107
24-01-96,4,MADURAI,1145
24-01-96,4,PONDICHERRY,1160
31-01-96,1,HISAR,875
31-01-96,1,KARNAL,900
31-01-96,1,SHIMLA,1050
31-01-96,1,MANDI,1040
31-01-96,1,SRINAGAR,1000
31-01-96,1,JAMMU,NA
31-01-96,1,AMRITSAR,1050
31-01-96,1,LUDHIANA,960
31-01-96,1,LUCKNOW,NA
31-01-96,1,KANPUR,NA
31-01-96,1,CHANDIGARH,1050
31-01-96,1,DELHI,805
31-01-96,2,AHMEDABAD,1100
31-01-96,2,RAJKOT,850
31-01-96,2,PANAJI,NA
31-01-96,2,BHOPAL,790
31-01-96,2,INDORE,850
31-01-96,2,MUMBAI,NA
31-01-96,2,NAGPUR,NA
31-01-96,2,JAIPUR,950
31-01-96,2,JODHPUR,875
31-01-96,3,GUWAHATI,1360
31-01-96,3,PATNA,NA
31-01-96,3,SHILLONG,1050
31-01-96,3,AIZAWL,NA
31-01-96,3,BHUBANESHWAR,1000
31-01-96,3,CUTTACK,1009
31-01-96,3,KOLKATA,NA
31-01-96,3,AGARTALA,1050
31-01-96,4,HYDERABAD,970
31-01-96,4,VIJAYAWADA,1080
31-01-96,4,BANGALORE,NA
31-01-96,4,THIRUVANANTHAPURAM,NA
31-01-96,4,ERNAKULAM,NA
31-01-96,4,CHENNAI,1107
31-01-96,4,MADURAI,1145
31-01-96,4,PONDICHERRY,1160
07-02-96,1,HISAR,875
07-02-96,1,KARNAL,850
07-02-96,1,SHIMLA,1050
07-02-96,1,MANDI,1040
07-02-96,1,SRINAGAR,NA
07-02-96,1,JAMMU,NA
07-02-96,1,AMRITSAR,1050
07-02-96,1,LUDHIANA,950
07-02-96,1,LUCKNOW,1100
07-02-96,1,KANPUR,840
07-02-96,1,CHANDIGARH,NA
07-02-96,1,DELHI,825
07-02-96,2,AHMEDABAD,1000
07-02-96,2,RAJKOT,850
07-02-96,2,PANAJI,1000
07-02-96,2,BHOPAL,875
07-02-96,2,INDORE,800
07-02-96,2,MUMBAI,900
07-02-96,2,NAGPUR,1000
07-02-96,2,JAIPUR,875
07-02-96,2,JODHPUR,875
07-02-96,3,GUWAHATI,NA
07-02-96,3,PATNA,975
07-02-96,3,SHILLONG,NA
07-02-96,3,AIZAWL,NA
07-02-96,3,BHUBANESHWAR,1010
07-02-96,3,CUTTACK,1019
07-02-96,3,KOLKATA,NA
07-02-96,3,AGARTALA,1050
07-02-96,4,HYDERABAD,NA
07-02-96,4,VIJAYAWADA,NA
07-02-96,4,BANGALORE,1030
07-02-96,4,THIRUVANANTHAPURAM,NA
07-02-96,4,ERNAKULAM,NA
07-02-96,4,CHENNAI,1107
07-02-96,4,MADURAI,1082
07-02-96,4,PONDICHERRY,1150
14-02-96,1,HISAR,875
14-02-96,1,KARNAL,850
14-02-96,1,SHIMLA,1083
14-02-96,1,MANDI,1040
14-02-96,1,SRINAGAR,NA
14-02-96,1,JAMMU,NA
14-02-96,1,AMRITSAR,1050
14-02-96,1,LUDHIANA,915
14-02-96,1,LUCKNOW,970
14-02-96,1,KANPUR,860
14-02-96,1,CHANDIGARH,1050
14-02-96,1,DELHI,865
14-02-96,2,AHMEDABAD,1000
14-02-96,2,RAJKOT,950
14-02-96,2,PANAJI,NA
14-02-96,2,BHOPAL,850
14-02-96,2,INDORE,890
14-02-96,2,MUMBAI,900
14-02-96,2,NAGPUR,1050
14-02-96,2,JAIPUR,875
14-02-96,2,JODHPUR,850
14-02-96,3,GUWAHATI,960
14-02-96,3,PATNA,NA
14-02-96,3,SHILLONG,NA
14-02-96,3,AIZAWL,NA
14-02-96,3,BHUBANESHWAR,1010
14-02-96,3,CUTTACK,1082
14-02-96,3,KOLKATA,NA
14-02-96,3,AGARTALA,NA
14-02-96,4,HYDERABAD,1000
14-02-96,4,VIJAYAWADA,1080
14-02-96,4,BANGALORE,1000
14-02-96,4,THIRUVANANTHAPURAM,NA
14-02-96,4,ERNAKULAM,NA
14-02-96,4,CHENNAI,1126
14-02-96,4,MADURAI,1141
14-02-96,4,PONDICHERRY,1200
21-02-96,1,HISAR,875
21-02-96,1,KARNAL,900
21-02-96,1,SHIMLA,1038
21-02-96,1,MANDI,978
21-02-96,1,SRINAGAR,NA
21-02-96,1,JAMMU,NA
21-02-96,1,AMRITSAR,1050
21-02-96,1,LUDHIANA,915
21-02-96,1,LUCKNOW,NA
21-02-96,1,KANPUR,NA
21-02-96,1,CHANDIGARH,NA
21-02-96,1,DELHI,840
21-02-96,2,AHMEDABAD,1080
21-02-96,2,RAJKOT,950
21-02-96,2,PANAJI,1000
21-02-96,2,BHOPAL,850
21-02-96,2,INDORE,890
21-02-96,2,MUMBAI,900
21-02-96,2,NAGPUR,1000
21-02-96,2,JAIPUR,875
21-02-96,2,JODHPUR,850
21-02-96,3,GUWAHATI,970
21-02-96,3,PATNA,NA
21-02-96,3,SHILLONG,NA
21-02-96,3,AIZAWL,NA
21-02-96,3,BHUBANESHWAR,NA
21-02-96,3,CUTTACK,NA
21-02-96,3,KOLKATA,890
21-02-96,3,AGARTALA,1050
21-02-96,4,HYDERABAD,NA
21-02-96,4,VIJAYAWADA,NA
21-02-96,4,BANGALORE,1050
21-02-96,4,THIRUVANANTHAPURAM,NA
21-02-96,4,ERNAKULAM,NA
21-02-96,4,CHENNAI,1146
21-02-96,4,MADURAI,1167
21-02-96,4,PONDICHERRY,1200
28-02-96,1,HISAR,875
28-02-96,1,KARNAL,900
28-02-96,1,SHIMLA,1038
28-02-96,1,MANDI,978
28-02-96,1,SRINAGAR,NA
28-02-96,1,JAMMU,NA
28-02-96,1,AMRITSAR,1050
28-02-96,1,LUDHIANA,915
28-02-96,1,LUCKNOW,NA
28-02-96,1,KANPUR,NA
28-02-96,1,CHANDIGARH,NA
28-02-96,1,DELHI,840
28-02-96,2,AHMEDABAD,1080
28-02-96,2,RAJKOT,950
28-02-96,2,PANAJI,1000
28-02-96,2,BHOPAL,850
28-02-96,2,INDORE,890
28-02-96,2,MUMBAI,900
28-02-96,2,NAGPUR,1000
28-02-96,2,JAIPUR,875
28-02-96,2,JODHPUR,850
28-02-96,3,GUWAHATI,970
28-02-96,3,PATNA,NA
28-02-96,3,SHILLONG,NA
28-02-96,3,AIZAWL,NA
28-02-96,3,BHUBANESHWAR,NA
28-02-96,3,CUTTACK,NA
28-02-96,3,KOLKATA,890
28-02-96,3,AGARTALA,1050
28-02-96,4,HYDERABAD,NA
28-02-96,4,VIJAYAWADA,NA
28-02-96,4,BANGALORE,1050
28-02-96,4,THIRUVANANTHAPURAM,NA
28-02-96,4,ERNAKULAM,NA
28-02-96,4,CHENNAI,1146
28-02-96,4,MADURAI,1167
28-02-96,4,PONDICHERRY,1200
06-03-96,1,HISAR,875
06-03-96,1,KARNAL,920
06-03-96,1,SHIMLA,1100
06-03-96,1,MANDI,978
06-03-96,1,SRINAGAR,NA
06-03-96,1,JAMMU,NA
06-03-96,1,AMRITSAR,NA
06-03-96,1,LUDHIANA,NA
06-03-96,1,LUCKNOW,950
06-03-96,1,KANPUR,950
06-03-96,1,CHANDIGARH,NA
06-03-96,1,DELHI,890
06-03-96,2,AHMEDABAD,1050
06-03-96,2,RAJKOT,950
06-03-96,2,PANAJI,1050
06-03-96,2,BHOPAL,970
06-03-96,2,INDORE,980
06-03-96,2,MUMBAI,900
06-03-96,2,NAGPUR,1150
06-03-96,2,JAIPUR,NA
06-03-96,2,JODHPUR,NA
06-03-96,3,GUWAHATI,NA
06-03-96,3,PATNA,950
06-03-96,3,SHILLONG,1030
06-03-96,3,AIZAWL,NA
06-03-96,3,BHUBANESHWAR,1100
06-03-96,3,CUTTACK,1123
06-03-96,3,KOLKATA,940
06-03-96,3,AGARTALA,NA
06-03-96,4,HYDERABAD,1050
06-03-96,4,VIJAYAWADA,1050
06-03-96,4,BANGALORE,1120
06-03-96,4,THIRUVANANTHAPURAM,2100
06-03-96,4,ERNAKULAM,2200
06-03-96,4,CHENNAI,1207
06-03-96,4,MADURAI,1247
06-03-96,4,PONDICHERRY,1280
13-03-96,1,HISAR,875
13-03-96,1,KARNAL,920
13-03-96,1,SHIMLA,1100
13-03-96,1,MANDI,478
13-03-96,1,SRINAGAR,NA
13-03-96,1,JAMMU,NA
13-03-96,1,AMRITSAR,NA
13-03-96,1,LUDHIANA,NA
13-03-96,1,LUCKNOW,NA
13-03-96,1,KANPUR,NA
13-03-96,1,CHANDIGARH,NA
13-03-96,1,DELHI,920
13-03-96,2,AHMEDABAD,1050
13-03-96,2,RAJKOT,950
13-03-96,2,PANAJI,1060
13-03-96,2,BHOPAL,1000
13-03-96,2,INDORE,970
13-03-96,2,MUMBAI,900
13-03-96,2,NAGPUR,NA
13-03-96,2,JAIPUR,875
13-03-96,2,JODHPUR,850
13-03-96,3,GUWAHATI,NA
13-03-96,3,PATNA,NA
13-03-96,3,SHILLONG,NA
13-03-96,3,AIZAWL,NA
13-03-96,3,BHUBANESHWAR,1120
13-03-96,3,CUTTACK,1144
13-03-96,3,KOLKATA,NA
13-03-96,3,AGARTALA,NA
13-03-96,4,HYDERABAD,1125
13-03-96,4,VIJAYAWADA,1150
13-03-96,4,BANGALORE,1150
13-03-96,4,THIRUVANANTHAPURAM,2250
13-03-96,4,ERNAKULAM,2200
13-03-96,4,CHENNAI,1227
13-03-96,4,MADURAI,1128
13-03-96,4,PONDICHERRY,1280
20-03-96,1,HISAR,875
20-03-96,1,KARNAL,1000
20-03-96,1,SHIMLA,1200
20-03-96,1,MANDI,1020
20-03-96,1,SRINAGAR,NA
20-03-96,1,JAMMU,NA
20-03-96,1,AMRITSAR,925
20-03-96,1,LUDHIANA,1000
20-03-96,1,LUCKNOW,NA
20-03-96,1,KANPUR,NA
20-03-96,1,CHANDIGARH,1050
20-03-96,1,DELHI,1045
20-03-96,2,AHMEDABAD,1150
20-03-96,2,RAJKOT,950
20-03-96,2,PANAJI,NA
20-03-96,2,BHOPAL,1200
20-03-96,2,INDORE,1045
20-03-96,2,MUMBAI,1001
20-03-96,2,NAGPUR,1150
20-03-96,2,JAIPUR,NA
20-03-96,2,JODHPUR,NA
20-03-96,3,GUWAHATI,1180
20-03-96,3,PATNA,NA
20-03-96,3,SHILLONG,NA
20-03-96,3,AIZAWL,2250
20-03-96,3,BHUBANESHWAR,NA
20-03-96,3,CUTTACK,NA
20-03-96,3,KOLKATA,1000
20-03-96,3,AGARTALA,NA
20-03-96,4,HYDERABAD,1125
20-03-96,4,VIJAYAWADA,1150
20-03-96,4,BANGALORE,1280
20-03-96,4,THIRUVANANTHAPURAM,NA
20-03-96,4,ERNAKULAM,NA
20-03-96,4,CHENNAI,NA
20-03-96,4,MADURAI,NA
20-03-96,4,PONDICHERRY,NA
27-03-96,1,HISAR,900
27-03-96,1,KARNAL,1000
27-03-96,1,SHIMLA,1250
27-03-96,1,MANDI,1020
27-03-96,1,SRINAGAR,NA
27-03-96,1,JAMMU,NA
27-03-96,1,AMRITSAR,1050
27-03-96,1,LUDHIANA,925
27-03-96,1,LUCKNOW,NA
27-03-96,1,KANPUR,NA
27-03-96,1,CHANDIGARH,NA
27-03-96,1,DELHI,1010
27-03-96,2,AHMEDABAD,1150
27-03-96,2,RAJKOT,1150
27-03-96,2,PANAJI,NA
27-03-96,2,BHOPAL,1025
27-03-96,2,INDORE,1200
27-03-96,2,MUMBAI,NA
27-03-96,2,NAGPUR,NA
27-03-96,2,JAIPUR,900
27-03-96,2,JODHPUR,875
27-03-96,3,GUWAHATI,1150
27-03-96,3,PATNA,NA
27-03-96,3,SHILLONG,1200
27-03-96,3,AIZAWL,2250
27-03-96,3,BHUBANESHWAR,1200
27-03-96,3,CUTTACK,1248
27-03-96,3,KOLKATA,NA
27-03-96,3,AGARTALA,NA
27-03-96,4,HYDERABAD,1125
27-03-96,4,VIJAYAWADA,1050
27-03-96,4,BANGALORE,1250
27-03-96,4,THIRUVANANTHAPURAM,2300
27-03-96,4,ERNAKULAM,NA
27-03-96,4,CHENNAI,NA
27-03-96,4,MADURAI,NA
27-03-96,4,PONDICHERRY,1400
03-04-96,1,HISAR,900
03-04-96,1,KARNAL,1100
03-04-96,1,SHIMLA,1268
03-04-96,1,MANDI,1080
03-04-96,1,SRINAGAR,NA
03-04-96,1,JAMMU,NA
03-04-96,1,AMRITSAR,1050
03-04-96,1,LUDHIANA,925
03-04-96,1,LUCKNOW,NA
03-04-96,1,KANPUR,NA
03-04-96,1,CHANDIGARH,NA
03-04-96,1,DELHI,1100
03-04-96,2,AHMEDABAD,1250
03-04-96,2,RAJKOT,1150
03-04-96,2,PANAJI,NA
03-04-96,2,BHOPAL,1050
03-04-96,2,INDORE,1200
03-04-96,2,MUMBAI,1200
03-04-96,2,NAGPUR,NA
03-04-96,2,JAIPUR,980
03-04-96,2,JODHPUR,950
03-04-96,3,GUWAHATI,1170
03-04-96,3,PATNA,NA
03-04-96,3,SHILLONG,NA
03-04-96,3,AIZAWL,2250
03-04-96,3,BHUBANESHWAR,1280
03-04-96,3,CUTTACK,1258
03-04-96,3,KOLKATA,1100
03-04-96,3,AGARTALA,NA
03-04-96,4,HYDERABAD,1125
03-04-96,4,VIJAYAWADA,1300
03-04-96,4,BANGALORE,1350
03-04-96,4,THIRUVANANTHAPURAM,NA
03-04-96,4,ERNAKULAM,NA
03-04-96,4,CHENNAI,1298
03-04-96,4,MADURAI,1480
03-04-96,4,PONDICHERRY,1490
10-04-96,1,HISAR,NA
10-04-96,1,KARNAL,NA
10-04-96,1,SHIMLA,1200
10-04-96,1,MANDI,1250
10-04-96,1,SRINAGAR,NA
10-04-96,1,JAMMU,NA
10-04-96,1,AMRITSAR,1050
10-04-96,1,LUDHIANA,950
10-04-96,1,LUCKNOW,NA
10-04-96,1,KANPUR,NA
10-04-96,1,CHANDIGARH,NA
10-04-96,1,DELHI,1075
10-04-96,2,AHMEDABAD,NA
10-04-96,2,RAJKOT,NA
10-04-96,2,PANAJI,NA
10-04-96,2,BHOPAL,NA
10-04-96,2,INDORE,NA
10-04-96,2,MUMBAI,1200
10-04-96,2,NAGPUR,NA
10-04-96,2,JAIPUR,NA
10-04-96,2,JODHPUR,NA
10-04-96,3,GUWAHATI,NA
10-04-96,3,PATNA,NA
10-04-96,3,SHILLONG,1200
10-04-96,3,AIZAWL,2250
10-04-96,3,BHUBANESHWAR,NA
10-04-96,3,CUTTACK,NA
10-04-96,3,KOLKATA,1150
10-04-96,3,AGARTALA,NA
10-04-96,4,HYDERABAD,NA
10-04-96,4,VIJAYAWADA,NA
10-04-96,4,BANGALORE,1260
10-04-96,4,THIRUVANANTHAPURAM,2225
10-04-96,4,ERNAKULAM,2300
10-04-96,4,CHENNAI,1329
10-04-96,4,MADURAI,1364
10-04-96,4,PONDICHERRY,1500
17-04-96,1,HISAR,900
17-04-96,1,KARNAL,1100
17-04-96,1,SHIMLA,1150
17-04-96,1,MANDI,1200
17-04-96,1,SRINAGAR,NA
17-04-96,1,JAMMU,NA
17-04-96,1,AMRITSAR,1400
17-04-96,1,LUDHIANA,950
17-04-96,1,LUCKNOW,NA
17-04-96,1,KANPUR,NA
17-04-96,1,CHANDIGARH,1100
17-04-96,1,DELHI,1180
17-04-96,2,AHMEDABAD,1250
17-04-96,2,RAJKOT,1150
17-04-96,2,PANAJI,NA
17-04-96,2,BHOPAL,1100
17-04-96,2,INDORE,1200
17-04-96,2,MUMBAI,NA
17-04-96,2,NAGPUR,NA
17-04-96,2,JAIPUR,1025
17-04-96,2,JODHPUR,1000
17-04-96,3,GUWAHATI,1260
17-04-96,3,PATNA,1200
17-04-96,3,SHILLONG,NA
17-04-96,3,AIZAWL,2250
17-04-96,3,BHUBANESHWAR,1330
17-04-96,3,CUTTACK,1362
17-04-96,3,KOLKATA,1200
17-04-96,3,AGARTALA,NA
17-04-96,4,HYDERABAD,1260
17-04-96,4,VIJAYAWADA,1350
17-04-96,4,BANGALORE,NA
17-04-96,4,THIRUVANANTHAPURAM,NA
17-04-96,4,ERNAKULAM,NA
17-04-96,4,CHENNAI,NA
17-04-96,4,MADURAI,NA
17-04-96,4,PONDICHERRY,1500
24-04-96,1,HISAR,NA
24-04-96,1,KARNAL,NA
24-04-96,1,SHIMLA,1250
24-04-96,1,MANDI,1290
24-04-96,1,SRINAGAR,NA
24-04-96,1,JAMMU,NA
24-04-96,1,AMRITSAR,1400
24-04-96,1,LUDHIANA,950
24-04-96,1,LUCKNOW,1100
24-04-96,1,KANPUR,1250
24-04-96,1,CHANDIGARH,NA
24-04-96,1,DELHI,1100
24-04-96,2,AHMEDABAD,1300
24-04-96,2,RAJKOT,1300
24-04-96,2,PANAJI,1350
24-04-96,2,BHOPAL,1250
24-04-96,2,INDORE,1100
24-04-96,2,MUMBAI,NA
24-04-96,2,NAGPUR,NA
24-04-96,2,JAIPUR,NA
24-04-96,2,JODHPUR,NA
24-04-96,3,GUWAHATI,NA
24-04-96,3,PATNA,NA
24-04-96,3,SHILLONG,1350
24-04-96,3,AIZAWL,2250
24-04-96,3,BHUBANESHWAR,1370
24-04-96,3,CUTTACK,1394
24-04-96,3,KOLKATA,NA
24-04-96,3,AGARTALA,1350
24-04-96,4,HYDERABAD,1313
24-04-96,4,VIJAYAWADA,1350
24-04-96,4,BANGALORE,1335
24-04-96,4,THIRUVANANTHAPURAM,2500
24-04-96,4,ERNAKULAM,2400
24-04-96,4,CHENNAI,1388
24-04-96,4,MADURAI,1551
24-04-96,4,PONDICHERRY,1600
01-05-96,1,HISAR,1000
01-05-96,1,KARNAL,1100
01-05-96,1,SHIMLA,1250
01-05-96,1,MANDI,1290
01-05-96,1,SRINAGAR,NA
01-05-96,1,JAMMU,NA
01-05-96,1,AMRITSAR,1400
01-05-96,1,LUDHIANA,950
01-05-96,1,LUCKNOW,1100
01-05-96,1,KANPUR,1250
01-05-96,1,CHANDIGARH,NA
01-05-96,1,DELHI,1100
01-05-96,2,AHMEDABAD,1300
01-05-96,2,RAJKOT,1300
01-05-96,2,PANAJI,1350
01-05-96,2,BHOPAL,1200
01-05-96,2,INDORE,1200
01-05-96,2,MUMBAI,NA
01-05-96,2,NAGPUR,NA
01-05-96,2,JAIPUR,1050
01-05-96,2,JODHPUR,1025
01-05-96,3,GUWAHATI,NA
01-05-96,3,PATNA,NA
01-05-96,3,SHILLONG,1350
01-05-96,3,AIZAWL,2250
01-05-96,3,BHUBANESHWAR,1420
01-05-96,3,CUTTACK,1394
01-05-96,3,KOLKATA,NA
01-05-96,3,AGARTALA,1400
01-05-96,4,HYDERABAD,1315
01-05-96,4,VIJAYAWADA,1350
01-05-96,4,BANGALORE,1335
01-05-96,4,THIRUVANANTHAPURAM,2500
01-05-96,4,ERNAKULAM,2400
01-05-96,4,CHENNAI,1388
01-05-96,4,MADURAI,1557
01-05-96,4,PONDICHERRY,1600
08-05-96,1,HISAR,1000
08-05-96,1,KARNAL,1100
08-05-96,1,SHIMLA,1350
08-05-96,1,MANDI,1360
08-05-96,1,SRINAGAR,NA
08-05-96,1,JAMMU,NA
08-05-96,1,AMRITSAR,1400
08-05-96,1,LUDHIANA,950
08-05-96,1,LUCKNOW,1100
08-05-96,1,KANPUR,1250
08-05-96,1,CHANDIGARH,NA
08-05-96,1,DELHI,1100
08-05-96,2,AHMEDABAD,1300
08-05-96,2,RAJKOT,1300
08-05-96,2,PANAJI,1350
08-05-96,2,BHOPAL,1200
08-05-96,2,INDORE,1200
08-05-96,2,MUMBAI,1301
08-05-96,2,NAGPUR,NA
08-05-96,2,JAIPUR,1050
08-05-96,2,JODHPUR,1025
08-05-96,3,GUWAHATI,NA
08-05-96,3,PATNA,NA
08-05-96,3,SHILLONG,1350
08-05-96,3,AIZAWL,2250
08-05-96,3,BHUBANESHWAR,1380
08-05-96,3,CUTTACK,1394
08-05-96,3,KOLKATA,1200
08-05-96,3,AGARTALA,1440
08-05-96,4,HYDERABAD,1315
08-05-96,4,VIJAYAWADA,1350
08-05-96,4,BANGALORE,1335
08-05-96,4,THIRUVANANTHAPURAM,2500
08-05-96,4,ERNAKULAM,2400
08-05-96,4,CHENNAI,1388
08-05-96,4,MADURAI,1557
08-05-96,4,PONDICHERRY,1575
15-05-96,1,HISAR,1000
15-05-96,1,KARNAL,1200
15-05-96,1,SHIMLA,1300
15-05-96,1,MANDI,1290
15-05-96,1,SRINAGAR,NA
15-05-96,1,JAMMU,NA
15-05-96,1,AMRITSAR,1400
15-05-96,1,LUDHIANA,950
15-05-96,1,LUCKNOW,1100
15-05-96,1,KANPUR,1250
15-05-96,1,CHANDIGARH,NA
15-05-96,1,DELHI,1100
15-05-96,2,AHMEDABAD,1300
15-05-96,2,RAJKOT,1300
15-05-96,2,PANAJI,1350
15-05-96,2,BHOPAL,1200
15-05-96,2,INDORE,1200
15-05-96,2,MUMBAI,1301
15-05-96,2,NAGPUR,NA
15-05-96,2,JAIPUR,1050
15-05-96,2,JODHPUR,1025
15-05-96,3,GUWAHATI,1250
15-05-96,3,PATNA,NA
15-05-96,3,SHILLONG,1350
15-05-96,3,AIZAWL,2250
15-05-96,3,BHUBANESHWAR,1400
15-05-96,3,CUTTACK,1394
15-05-96,3,KOLKATA,1200
15-05-96,3,AGARTALA,1480
15-05-96,4,HYDERABAD,1315
15-05-96,4,VIJAYAWADA,1350
15-05-96,4,BANGALORE,1335
15-05-96,4,THIRUVANANTHAPURAM,2500
15-05-96,4,ERNAKULAM,2500
15-05-96,4,CHENNAI,1388
15-05-96,4,MADURAI,1557
15-05-96,4,PONDICHERRY,1580
22-05-96,1,HISAR,1000
22-05-96,1,KARNAL,1200
22-05-96,1,SHIMLA,1300
22-05-96,1,MANDI,1290
22-05-96,1,SRINAGAR,NA
22-05-96,1,JAMMU,NA
22-05-96,1,AMRITSAR,1400
22-05-96,1,LUDHIANA,950
22-05-96,1,LUCKNOW,NA
22-05-96,1,KANPUR,NA
22-05-96,1,CHANDIGARH,NA
22-05-96,1,DELHI,1070
22-05-96,2,AHMEDABAD,1300
22-05-96,2,RAJKOT,1300
22-05-96,2,PANAJI,1350
22-05-96,2,BHOPAL,1200
22-05-96,2,INDORE,1200
22-05-96,2,MUMBAI,1300
22-05-96,2,NAGPUR,NA
22-05-96,2,JAIPUR,1050
22-05-96,2,JODHPUR,1025
22-05-96,3,GUWAHATI,1250
22-05-96,3,PATNA,NA
22-05-96,3,SHILLONG,1350
22-05-96,3,AIZAWL,2250
22-05-96,3,BHUBANESHWAR,1400
22-05-96,3,CUTTACK,1394
22-05-96,3,KOLKATA,1200
22-05-96,3,AGARTALA,1480
22-05-96,4,HYDERABAD,1315
22-05-96,4,VIJAYAWADA,1350
22-05-96,4,BANGALORE,1335
22-05-96,4,THIRUVANANTHAPURAM,2550
22-05-96,4,ERNAKULAM,2500
22-05-96,4,CHENNAI,1388
22-05-96,4,MADURAI,1557
22-05-96,4,PONDICHERRY,1580
29-05-96,1,HISAR,1000
29-05-96,1,KARNAL,1200
29-05-96,1,SHIMLA,1300
29-05-96,1,MANDI,1290
29-05-96,1,SRINAGAR,NA
