Date,zone,centre,Gram Dal_Price
02-03-05,4,BANGALORE,2000
02-03-05,4,THIRUVANANTHAPURAM,NA
02-03-05,4,ERNAKULAM,NA
02-03-05,4,CHENNAI,1950
02-03-05,4,MADURAI,2050
02-03-05,4,PONDICHERRY,2080
09-03-05,1,HISAR,1760
09-03-05,1,KARNAL,1950
09-03-05,1,SHIMLA,2100
09-03-05,1,MANDI,2100
09-03-05,1,SRINAGAR,NA
09-03-05,1,JAMMU,NA
09-03-05,1,AMRITSAR,1850
09-03-05,1,LUDHIANA,2000
09-03-05,1,LUCKNOW,1825
09-03-05,1,KANPUR,1800
09-03-05,1,CHANDIGARH,1700
09-03-05,1,DELHI,1700
09-03-05,2,AHMEDABAD,1900
09-03-05,2,RAJKOT,2000
09-03-05,2,PANAJI,2100
09-03-05,2,BHOPAL,1650
09-03-05,2,INDORE,1830
09-03-05,2,MUMBAI,1950
09-03-05,2,NAGPUR,1825
09-03-05,2,JAIPUR,1750
09-03-05,2,JODHPUR,1850
09-03-05,3,GUWAHATI,1850
09-03-05,3,PATNA,2100
09-03-05,3,SHILLONG,1900
09-03-05,3,AIZAWL,NA
09-03-05,3,BHUBANESHWAR,1900
09-03-05,3,CUTTACK,1976
09-03-05,3,KOLKATA,1900
09-03-05,3,AGARTALA,2125
09-03-05,4,HYDERABAD,1950
09-03-05,4,VIJAYAWADA,2000
09-03-05,4,BANGALORE,2000
09-03-05,4,THIRUVANANTHAPURAM,NA
09-03-05,4,ERNAKULAM,NA
09-03-05,4,CHENNAI,2050
09-03-05,4,MADURAI,2050
09-03-05,4,PONDICHERRY,2060
16-03-05,1,HISAR,1760
16-03-05,1,KARNAL,1950
16-03-05,1,SHIMLA,2100
16-03-05,1,MANDI,2100
16-03-05,1,SRINAGAR,NA
16-03-05,1,JAMMU,NA
16-03-05,1,AMRITSAR,1850
16-03-05,1,LUDHIANA,2050
16-03-05,1,LUCKNOW,1850
16-03-05,1,KANPUR,1850
16-03-05,1,CHANDIGARH,1700
16-03-05,1,DELHI,1850
16-03-05,2,AHMEDABAD,1900
16-03-05,2,RAJKOT,2000
16-03-05,2,PANAJI,2100
16-03-05,2,BHOPAL,1650
16-03-05,2,INDORE,1830
16-03-05,2,MUMBAI,1950
16-03-05,2,NAGPUR,1825
16-03-05,2,JAIPUR,1750
16-03-05,2,JODHPUR,1850
16-03-05,3,GUWAHATI,1850
16-03-05,3,PATNA,2100
16-03-05,3,SHILLONG,1900
16-03-05,3,AIZAWL,NA
16-03-05,3,BHUBANESHWAR,1900
16-03-05,3,CUTTACK,1976
16-03-05,3,KOLKATA,1900
16-03-05,3,AGARTALA,2125
16-03-05,4,HYDERABAD,1950
16-03-05,4,VIJAYAWADA,2000
16-03-05,4,BANGALORE,2000
16-03-05,4,THIRUVANANTHAPURAM,NA
16-03-05,4,ERNAKULAM,NA
16-03-05,4,CHENNAI,2050
16-03-05,4,MADURAI,2050
16-03-05,4,PONDICHERRY,2060
23-03-05,1,HISAR,1760
23-03-05,1,KARNAL,1975
23-03-05,1,SHIMLA,2100
23-03-05,1,MANDI,2100
23-03-05,1,SRINAGAR,NA
23-03-05,1,JAMMU,NA
23-03-05,1,AMRITSAR,1850
23-03-05,1,LUDHIANA,2050
23-03-05,1,LUCKNOW,1850
23-03-05,1,KANPUR,1850
23-03-05,1,CHANDIGARH,1700
23-03-05,1,DELHI,1775
23-03-05,2,AHMEDABAD,1900
23-03-05,2,RAJKOT,2000
23-03-05,2,PANAJI,2100
23-03-05,2,BHOPAL,1650
23-03-05,2,INDORE,1830
23-03-05,2,MUMBAI,1950
23-03-05,2,NAGPUR,1825
23-03-05,2,JAIPUR,1750
23-03-05,2,JODHPUR,1850
23-03-05,3,GUWAHATI,1850
23-03-05,3,PATNA,2100
23-03-05,3,SHILLONG,1900
23-03-05,3,AIZAWL,NA
23-03-05,3,BHUBANESHWAR,1900
23-03-05,3,CUTTACK,1976
23-03-05,3,KOLKATA,1900
23-03-05,3,AGARTALA,2120
23-03-05,4,HYDERABAD,1950
23-03-05,4,VIJAYAWADA,2000
23-03-05,4,BANGALORE,2000
23-03-05,4,THIRUVANANTHAPURAM,NA
23-03-05,4,ERNAKULAM,NA
23-03-05,4,CHENNAI,2050
23-03-05,4,MADURAI,2050
23-03-05,4,PONDICHERRY,2080
30-03-05,1,HISAR,1760
30-03-05,1,KARNAL,1950
30-03-05,1,SHIMLA,2100
30-03-05,1,MANDI,2100
30-03-05,1,SRINAGAR,NA
30-03-05,1,JAMMU,NA
30-03-05,1,AMRITSAR,1850
30-03-05,1,LUDHIANA,2050
30-03-05,1,LUCKNOW,1865
30-03-05,1,KANPUR,1800
30-03-05,1,CHANDIGARH,1700
30-03-05,1,DELHI,1775
30-03-05,2,AHMEDABAD,1900
30-03-05,2,RAJKOT,2000
30-03-05,2,PANAJI,2000
30-03-05,2,BHOPAL,1650
30-03-05,2,INDORE,1830
30-03-05,2,MUMBAI,1950
30-03-05,2,NAGPUR,1875
30-03-05,2,JAIPUR,1750
30-03-05,2,JODHPUR,1850
30-03-05,3,GUWAHATI,1930
30-03-05,3,PATNA,2100
30-03-05,3,SHILLONG,1900
30-03-05,3,AIZAWL,NA
30-03-05,3,BHUBANESHWAR,1900
30-03-05,3,CUTTACK,1976
30-03-05,3,KOLKATA,1950
30-03-05,3,AGARTALA,2125
30-03-05,4,HYDERABAD,1950
30-03-05,4,VIJAYAWADA,2000
30-03-05,4,BANGALORE,2000
30-03-05,4,THIRUVANANTHAPURAM,NA
30-03-05,4,ERNAKULAM,NA
30-03-05,4,CHENNAI,2050
30-03-05,4,MADURAI,2050
30-03-05,4,PONDICHERRY,2080
06-04-05,1,HISAR,1750
06-04-05,1,KARNAL,2000
06-04-05,1,SHIMLA,2100
06-04-05,1,MANDI,2100
06-04-05,1,SRINAGAR,NA
06-04-05,1,JAMMU,NA
06-04-05,1,AMRITSAR,1850
06-04-05,1,LUDHIANA,2050
06-04-05,1,LUCKNOW,1860
06-04-05,1,KANPUR,1800
06-04-05,1,CHANDIGARH,1700
06-04-05,1,DELHI,1790
06-04-05,2,AHMEDABAD,1900
06-04-05,2,RAJKOT,2000
06-04-05,2,PANAJI,2000
06-04-05,2,BHOPAL,1650
06-04-05,2,INDORE,1830
06-04-05,2,MUMBAI,1950
06-04-05,2,NAGPUR,1875
06-04-05,2,JAIPUR,1750
06-04-05,2,JODHPUR,1850
06-04-05,3,GUWAHATI,1950
06-04-05,3,PATNA,2100
06-04-05,3,SHILLONG,1900
06-04-05,3,AIZAWL,NA
06-04-05,3,BHUBANESHWAR,1900
06-04-05,3,CUTTACK,1976
06-04-05,3,KOLKATA,1975
06-04-05,3,AGARTALA,2125
06-04-05,4,HYDERABAD,1950
06-04-05,4,VIJAYAWADA,2000
06-04-05,4,BANGALORE,2000
06-04-05,4,THIRUVANANTHAPURAM,NA
06-04-05,4,ERNAKULAM,NA
06-04-05,4,CHENNAI,2050
06-04-05,4,MADURAI,2050
06-04-05,4,PONDICHERRY,2120
13-04-05,1,HISAR,1750
13-04-05,1,KARNAL,2100
13-04-05,1,SHIMLA,2100
13-04-05,1,MANDI,2100
13-04-05,1,SRINAGAR,NA
13-04-05,1,JAMMU,NA
13-04-05,1,AMRITSAR,1850
13-04-05,1,LUDHIANA,2050
13-04-05,1,LUCKNOW,1860
13-04-05,1,KANPUR,1800
13-04-05,1,CHANDIGARH,1700
13-04-05,1,DELHI,1815
13-04-05,2,AHMEDABAD,1900
13-04-05,2,RAJKOT,2100
13-04-05,2,PANAJI,2000
13-04-05,2,BHOPAL,1850
13-04-05,2,INDORE,1935
13-04-05,2,MUMBAI,1950
13-04-05,2,NAGPUR,2025
13-04-05,2,JAIPUR,1880
13-04-05,2,JODHPUR,1850
13-04-05,3,GUWAHATI,1980
13-04-05,3,PATNA,2100
13-04-05,3,SHILLONG,1870
13-04-05,3,AIZAWL,NA
13-04-05,3,BHUBANESHWAR,1900
13-04-05,3,CUTTACK,1976
13-04-05,3,KOLKATA,1975
13-04-05,3,AGARTALA,2125
13-04-05,4,HYDERABAD,1950
13-04-05,4,VIJAYAWADA,2000
13-04-05,4,BANGALORE,2000
13-04-05,4,THIRUVANANTHAPURAM,NA
13-04-05,4,ERNAKULAM,NA
13-04-05,4,CHENNAI,2050
13-04-05,4,MADURAI,2050
13-04-05,4,PONDICHERRY,2120
20-04-05,1,HISAR,1760
20-04-05,1,KARNAL,2000
20-04-05,1,SHIMLA,2100
20-04-05,1,MANDI,2100
20-04-05,1,SRINAGAR,NA
20-04-05,1,JAMMU,NA
20-04-05,1,AMRITSAR,1950
20-04-05,1,LUDHIANA,2050
20-04-05,1,LUCKNOW,1860
20-04-05,1,KANPUR,1800
20-04-05,1,CHANDIGARH,1700
20-04-05,1,DELHI,1850
20-04-05,2,AHMEDABAD,1900
20-04-05,2,RAJKOT,2100
20-04-05,2,PANAJI,2000
20-04-05,2,BHOPAL,1750
20-04-05,2,INDORE,1930
20-04-05,2,MUMBAI,1950
20-04-05,2,NAGPUR,2025
20-04-05,2,JAIPUR,1880
20-04-05,2,JODHPUR,1850
20-04-05,3,GUWAHATI,1980
20-04-05,3,PATNA,2100
20-04-05,3,SHILLONG,1920
20-04-05,3,AIZAWL,NA
20-04-05,3,BHUBANESHWAR,1900
20-04-05,3,CUTTACK,1976
20-04-05,3,KOLKATA,1975
20-04-05,3,AGARTALA,2125
20-04-05,4,HYDERABAD,1980
20-04-05,4,VIJAYAWADA,2000
20-04-05,4,BANGALORE,2000
20-04-05,4,THIRUVANANTHAPURAM,NA
20-04-05,4,ERNAKULAM,NA
20-04-05,4,CHENNAI,2050
20-04-05,4,MADURAI,2050
20-04-05,4,PONDICHERRY,2250
27-04-05,1,HISAR,1750
27-04-05,1,KARNAL,2050
27-04-05,1,SHIMLA,2100
27-04-05,1,MANDI,2100
27-04-05,1,SRINAGAR,NA
27-04-05,1,JAMMU,NA
27-04-05,1,AMRITSAR,1950
27-04-05,1,LUDHIANA,2050
27-04-05,1,LUCKNOW,1910
27-04-05,1,KANPUR,1900
27-04-05,1,CHANDIGARH,1700
27-04-05,1,DELHI,1850
27-04-05,2,AHMEDABAD,1900
27-04-05,2,RAJKOT,2100
27-04-05,2,PANAJI,2000
27-04-05,2,BHOPAL,1750
27-04-05,2,INDORE,1930
27-04-05,2,MUMBAI,1950
27-04-05,2,NAGPUR,2025
27-04-05,2,JAIPUR,1880
27-04-05,2,JODHPUR,1850
27-04-05,3,GUWAHATI,1980
27-04-05,3,PATNA,1875
27-04-05,3,SHILLONG,1920
27-04-05,3,AIZAWL,NA
27-04-05,3,BHUBANESHWAR,1900
27-04-05,3,CUTTACK,1976
27-04-05,3,KOLKATA,1975
27-04-05,3,AGARTALA,2125
27-04-05,4,HYDERABAD,1980
27-04-05,4,VIJAYAWADA,2100
27-04-05,4,BANGALORE,2000
27-04-05,4,THIRUVANANTHAPURAM,NA
27-04-05,4,ERNAKULAM,NA
27-04-05,4,CHENNAI,2050
27-04-05,4,MADURAI,2050
27-04-05,4,PONDICHERRY,2250
04-05-05,1,HISAR,1750
04-05-05,1,KARNAL,1980
04-05-05,1,SHIMLA,2100
04-05-05,1,MANDI,2100
04-05-05,1,SRINAGAR,NA
04-05-05,1,JAMMU,NA
04-05-05,1,AMRITSAR,1950
04-05-05,1,LUDHIANA,2150
04-05-05,1,LUCKNOW,1870
04-05-05,1,KANPUR,1800
04-05-05,1,CHANDIGARH,1700
04-05-05,1,DELHI,1850
04-05-05,2,AHMEDABAD,1900
04-05-05,2,RAJKOT,2100
04-05-05,2,PANAJI,2100
04-05-05,2,BHOPAL,1750
04-05-05,2,INDORE,1930
04-05-05,2,MUMBAI,1950
04-05-05,2,NAGPUR,2025
04-05-05,2,JAIPUR,1880
04-05-05,2,JODHPUR,1850
04-05-05,3,GUWAHATI,1980
04-05-05,3,PATNA,1875
04-05-05,3,SHILLONG,1920
04-05-05,3,AIZAWL,NA
04-05-05,3,BHUBANESHWAR,1900
04-05-05,3,CUTTACK,1976
04-05-05,3,KOLKATA,2000
04-05-05,3,AGARTALA,2125
04-05-05,4,HYDERABAD,1980
04-05-05,4,VIJAYAWADA,2100
04-05-05,4,BANGALORE,2000
04-05-05,4,THIRUVANANTHAPURAM,NA
04-05-05,4,ERNAKULAM,NA
04-05-05,4,CHENNAI,2050
04-05-05,4,MADURAI,2050
04-05-05,4,PONDICHERRY,2250
11-05-05,1,HISAR,1750
11-05-05,1,KARNAL,1980
11-05-05,1,SHIMLA,2100
11-05-05,1,MANDI,2100
11-05-05,1,SRINAGAR,NA
11-05-05,1,JAMMU,NA
11-05-05,1,AMRITSAR,1950
11-05-05,1,LUDHIANA,2150
11-05-05,1,LUCKNOW,1870
11-05-05,1,KANPUR,1800
11-05-05,1,CHANDIGARH,1700
11-05-05,1,DELHI,1870
11-05-05,2,AHMEDABAD,1900
11-05-05,2,RAJKOT,2100
11-05-05,2,PANAJI,2100
11-05-05,2,BHOPAL,1750
11-05-05,2,INDORE,1930
11-05-05,2,MUMBAI,1950
11-05-05,2,NAGPUR,2025
11-05-05,2,JAIPUR,1880
11-05-05,2,JODHPUR,1850
11-05-05,3,GUWAHATI,1980
11-05-05,3,PATNA,1875
11-05-05,3,SHILLONG,1920
11-05-05,3,AIZAWL,NA
11-05-05,3,BHUBANESHWAR,1900
11-05-05,3,CUTTACK,1976
11-05-05,3,KOLKATA,2000
11-05-05,3,AGARTALA,2130
11-05-05,4,HYDERABAD,1980
11-05-05,4,VIJAYAWADA,2150
11-05-05,4,BANGALORE,2000
11-05-05,4,THIRUVANANTHAPURAM,NA
11-05-05,4,ERNAKULAM,NA
11-05-05,4,CHENNAI,2050
11-05-05,4,MADURAI,2050
11-05-05,4,PONDICHERRY,2250
18-05-05,1,HISAR,1750
18-05-05,1,KARNAL,2050
18-05-05,1,SHIMLA,2100
18-05-05,1,MANDI,2100
18-05-05,1,SRINAGAR,NA
18-05-05,1,JAMMU,NA
18-05-05,1,AMRITSAR,1950
18-05-05,1,LUDHIANA,2150
18-05-05,1,LUCKNOW,1870
18-05-05,1,KANPUR,1800
18-05-05,1,CHANDIGARH,1700
18-05-05,1,DELHI,1870
18-05-05,2,AHMEDABAD,1900
18-05-05,2,RAJKOT,2100
18-05-05,2,PANAJI,2100
18-05-05,2,BHOPAL,1750
18-05-05,2,INDORE,1930
18-05-05,2,MUMBAI,1950
18-05-05,2,NAGPUR,1925
18-05-05,2,JAIPUR,1880
18-05-05,2,JODHPUR,1850
18-05-05,3,GUWAHATI,1980
18-05-05,3,PATNA,1875
18-05-05,3,SHILLONG,1940
18-05-05,3,AIZAWL,NA
18-05-05,3,BHUBANESHWAR,1900
18-05-05,3,CUTTACK,1976
18-05-05,3,KOLKATA,1950
18-05-05,3,AGARTALA,2120
18-05-05,4,HYDERABAD,1980
18-05-05,4,VIJAYAWADA,2350
18-05-05,4,BANGALORE,2000
18-05-05,4,THIRUVANANTHAPURAM,NA
18-05-05,4,ERNAKULAM,NA
18-05-05,4,CHENNAI,2050
18-05-05,4,MADURAI,2050
18-05-05,4,PONDICHERRY,2250
25-05-05,1,HISAR,2200
25-05-05,1,KARNAL,2050
25-05-05,1,SHIMLA,2100
25-05-05,1,MANDI,2100
25-05-05,1,SRINAGAR,NA
25-05-05,1,JAMMU,NA
25-05-05,1,AMRITSAR,1900
25-05-05,1,LUDHIANA,2150
25-05-05,1,LUCKNOW,1870
25-05-05,1,KANPUR,1870
25-05-05,1,CHANDIGARH,1700
25-05-05,1,DELHI,1890
25-05-05,2,AHMEDABAD,1900
25-05-05,2,RAJKOT,2100
25-05-05,2,PANAJI,2100
25-05-05,2,BHOPAL,1850
25-05-05,2,INDORE,1970
25-05-05,2,MUMBAI,2025
25-05-05,2,NAGPUR,1900
25-05-05,2,JAIPUR,1880
25-05-05,2,JODHPUR,1850
25-05-05,3,GUWAHATI,1980
25-05-05,3,PATNA,1875
25-05-05,3,SHILLONG,1940
25-05-05,3,AIZAWL,NA
25-05-05,3,BHUBANESHWAR,1900
25-05-05,3,CUTTACK,1976
25-05-05,3,KOLKATA,1950
25-05-05,3,AGARTALA,2120
25-05-05,4,HYDERABAD,1980
25-05-05,4,VIJAYAWADA,2350
25-05-05,4,BANGALORE,2000
25-05-05,4,THIRUVANANTHAPURAM,NA
25-05-05,4,ERNAKULAM,NA
25-05-05,4,CHENNAI,2050
25-05-05,4,MADURAI,2050
25-05-05,4,PONDICHERRY,2200
01-06-05,1,HISAR,1900
01-06-05,1,KARNAL,2150
01-06-05,1,SHIMLA,2100
01-06-05,1,MANDI,2100
01-06-05,1,SRINAGAR,NA
01-06-05,1,JAMMU,NA
01-06-05,1,AMRITSAR,1900
01-06-05,1,LUDHIANA,2150
01-06-05,1,LUCKNOW,1900
01-06-05,1,KANPUR,1900
01-06-05,1,CHANDIGARH,1700
01-06-05,1,DELHI,1955
01-06-05,2,AHMEDABAD,1900
01-06-05,2,RAJKOT,2100
01-06-05,2,PANAJI,2100
01-06-05,2,BHOPAL,1850
01-06-05,2,INDORE,1970
01-06-05,2,MUMBAI,2025
01-06-05,2,NAGPUR,1900
01-06-05,2,JAIPUR,1880
01-06-05,2,JODHPUR,1850
01-06-05,3,GUWAHATI,1980
01-06-05,3,PATNA,1875
01-06-05,3,SHILLONG,1950
01-06-05,3,AIZAWL,NA
01-06-05,3,BHUBANESHWAR,1900
01-06-05,3,CUTTACK,1976
01-06-05,3,KOLKATA,2000
01-06-05,3,AGARTALA,2120
01-06-05,4,HYDERABAD,1990
01-06-05,4,VIJAYAWADA,2350
01-06-05,4,BANGALORE,2000
01-06-05,4,THIRUVANANTHAPURAM,NA
01-06-05,4,ERNAKULAM,NA
01-06-05,4,CHENNAI,2050
01-06-05,4,MADURAI,2050
01-06-05,4,PONDICHERRY,2200
08-06-05,1,HISAR,1900
08-06-05,1,KARNAL,2150
08-06-05,1,SHIMLA,2100
08-06-05,1,MANDI,2100
08-06-05,1,SRINAGAR,NA
08-06-05,1,JAMMU,NA
08-06-05,1,AMRITSAR,1900
08-06-05,1,LUDHIANA,2150
08-06-05,1,LUCKNOW,1910
08-06-05,1,KANPUR,1900
08-06-05,1,CHANDIGARH,1700
08-06-05,1,DELHI,1975
08-06-05,2,AHMEDABAD,1900
08-06-05,2,RAJKOT,2100
08-06-05,2,PANAJI,2100
08-06-05,2,BHOPAL,1850
08-06-05,2,INDORE,1970
08-06-05,2,MUMBAI,2025
08-06-05,2,NAGPUR,2000
08-06-05,2,JAIPUR,1880
08-06-05,2,JODHPUR,1850
08-06-05,3,GUWAHATI,1900
08-06-05,3,PATNA,1875
08-06-05,3,SHILLONG,1960
08-06-05,3,AIZAWL,NA
08-06-05,3,BHUBANESHWAR,1900
08-06-05,3,CUTTACK,1976
08-06-05,3,KOLKATA,2000
08-06-05,3,AGARTALA,2130
08-06-05,4,HYDERABAD,2050
08-06-05,4,VIJAYAWADA,2250
08-06-05,4,BANGALORE,2000
08-06-05,4,THIRUVANANTHAPURAM,NA
08-06-05,4,ERNAKULAM,NA
08-06-05,4,CHENNAI,2050
08-06-05,4,MADURAI,2050
08-06-05,4,PONDICHERRY,2360
15-06-05,1,HISAR,1900
15-06-05,1,KARNAL,2250
15-06-05,1,SHIMLA,2066
15-06-05,1,MANDI,2200
15-06-05,1,SRINAGAR,NA
15-06-05,1,JAMMU,NA
15-06-05,1,AMRITSAR,1900
15-06-05,1,LUDHIANA,2150
15-06-05,1,LUCKNOW,1910
15-06-05,1,KANPUR,1900
15-06-05,1,CHANDIGARH,1700
15-06-05,1,DELHI,2010
15-06-05,2,AHMEDABAD,1900
15-06-05,2,RAJKOT,2100
15-06-05,2,PANAJI,2100
15-06-05,2,BHOPAL,1850
15-06-05,2,INDORE,1970
15-06-05,2,MUMBAI,2025
15-06-05,2,NAGPUR,2175
15-06-05,2,JAIPUR,1880
15-06-05,2,JODHPUR,1850
15-06-05,3,GUWAHATI,1900
15-06-05,3,PATNA,1875
15-06-05,3,SHILLONG,1960
15-06-05,3,AIZAWL,NA
15-06-05,3,BHUBANESHWAR,2050
15-06-05,3,CUTTACK,2163
15-06-05,3,KOLKATA,2050
15-06-05,3,AGARTALA,2130
15-06-05,4,HYDERABAD,2050
15-06-05,4,VIJAYAWADA,2200
15-06-05,4,BANGALORE,2000
15-06-05,4,THIRUVANANTHAPURAM,2515
15-06-05,4,ERNAKULAM,2496
15-06-05,4,CHENNAI,2050
15-06-05,4,MADURAI,2050
15-06-05,4,PONDICHERRY,2360
22-06-05,1,HISAR,1900
22-06-05,1,KARNAL,2250
22-06-05,1,SHIMLA,2066
22-06-05,1,MANDI,2200
22-06-05,1,SRINAGAR,NA
22-06-05,1,JAMMU,NA
22-06-05,1,AMRITSAR,1900
22-06-05,1,LUDHIANA,2150
22-06-05,1,LUCKNOW,1910
22-06-05,1,KANPUR,1900
22-06-05,1,CHANDIGARH,1700
22-06-05,1,DELHI,2015
22-06-05,2,AHMEDABAD,1900
22-06-05,2,RAJKOT,2100
22-06-05,2,PANAJI,2100
22-06-05,2,BHOPAL,1850
22-06-05,2,INDORE,1970
22-06-05,2,MUMBAI,2025
22-06-05,2,NAGPUR,2175
22-06-05,2,JAIPUR,1880
22-06-05,2,JODHPUR,1850
22-06-05,3,GUWAHATI,1900
22-06-05,3,PATNA,1950
22-06-05,3,SHILLONG,1960
22-06-05,3,AIZAWL,NA
22-06-05,3,BHUBANESHWAR,2050
22-06-05,3,CUTTACK,2163
22-06-05,3,KOLKATA,2050
22-06-05,3,AGARTALA,2130
22-06-05,4,HYDERABAD,2050
22-06-05,4,VIJAYAWADA,2200
22-06-05,4,BANGALORE,2000
22-06-05,4,THIRUVANANTHAPURAM,2550
22-06-05,4,ERNAKULAM,2520
22-06-05,4,CHENNAI,2050
22-06-05,4,MADURAI,2050
22-06-05,4,PONDICHERRY,2360
29-06-05,1,HISAR,1900
29-06-05,1,KARNAL,2325
29-06-05,1,SHIMLA,2066
29-06-05,1,MANDI,2200
29-06-05,1,SRINAGAR,NA
29-06-05,1,JAMMU,NA
29-06-05,1,AMRITSAR,1900
29-06-05,1,LUDHIANA,2150
29-06-05,1,LUCKNOW,1910
29-06-05,1,KANPUR,1900
29-06-05,1,CHANDIGARH,1700
29-06-05,1,DELHI,2010
29-06-05,2,AHMEDABAD,1900
29-06-05,2,RAJKOT,2100
29-06-05,2,PANAJI,2250
29-06-05,2,BHOPAL,1850
29-06-05,2,INDORE,1970
29-06-05,2,MUMBAI,2025
29-06-05,2,NAGPUR,2175
29-06-05,2,JAIPUR,1880
29-06-05,2,JODHPUR,1850
29-06-05,3,GUWAHATI,1900
29-06-05,3,PATNA,1950
29-06-05,3,SHILLONG,1960
29-06-05,3,AIZAWL,NA
29-06-05,3,BHUBANESHWAR,2100
29-06-05,3,CUTTACK,2267
29-06-05,3,KOLKATA,2050
29-06-05,3,AGARTALA,2130
29-06-05,4,HYDERABAD,2050
29-06-05,4,VIJAYAWADA,2200
29-06-05,4,BANGALORE,2000
29-06-05,4,THIRUVANANTHAPURAM,2550
29-06-05,4,ERNAKULAM,2520
29-06-05,4,CHENNAI,2050
29-06-05,4,MADURAI,2050
29-06-05,4,PONDICHERRY,2360
06-07-05,1,HISAR,1900
06-07-05,1,KARNAL,2350
06-07-05,1,SHIMLA,2066
06-07-05,1,MANDI,2200
06-07-05,1,SRINAGAR,NA
06-07-05,1,JAMMU,NA
06-07-05,1,AMRITSAR,2000
06-07-05,1,LUDHIANA,2150
06-07-05,1,LUCKNOW,2100
06-07-05,1,KANPUR,2050
06-07-05,1,CHANDIGARH,1700
06-07-05,1,DELHI,2010
06-07-05,2,AHMEDABAD,1900
06-07-05,2,RAJKOT,2400
06-07-05,2,PANAJI,2400
06-07-05,2,BHOPAL,1850
06-07-05,2,INDORE,2125
06-07-05,2,MUMBAI,2025
06-07-05,2,NAGPUR,2375
06-07-05,2,JAIPUR,1880
06-07-05,2,JODHPUR,1850
06-07-05,3,GUWAHATI,1900
06-07-05,3,PATNA,1950
06-07-05,3,SHILLONG,1960
06-07-05,3,AIZAWL,NA
06-07-05,3,BHUBANESHWAR,2200
06-07-05,3,CUTTACK,2309
06-07-05,3,KOLKATA,2200
06-07-05,3,AGARTALA,2125
06-07-05,4,HYDERABAD,2050
06-07-05,4,VIJAYAWADA,2200
06-07-05,4,BANGALORE,2000
06-07-05,4,THIRUVANANTHAPURAM,2550
06-07-05,4,ERNAKULAM,2520
06-07-05,4,CHENNAI,2050
06-07-05,4,MADURAI,2050
06-07-05,4,PONDICHERRY,2360
09-07-05,1,HISAR,2350
09-07-05,1,KARNAL,2350
09-07-05,1,AMRITSAR,2250
09-07-05,1,LUDHIANA,2150
09-07-05,1,DELHI,2045
09-07-05,2,AHMEDABAD,2100
09-07-05,2,RAJKOT,2400
09-07-05,2,MUMBAI,2300
09-07-05,2,NAGPUR,2263
09-07-05,3,PATNA,2235
09-07-05,3,SHILLONG,2300
09-07-05,3,AIZAWL,NA
09-07-05,3,BHUBANESHWAR,2400
09-07-05,3,CUTTACK,2434
09-07-05,3,KOLKATA,2300
09-07-05,4,HYDERABAD,2100
09-07-05,4,VIJAYAWADA,2350
09-07-05,4,THIRUVANANTHAPURAM,2745
09-07-05,4,ERNAKULAM,2912
09-07-05,4,CHENNAI,2350
09-07-05,4,PONDICHERRY,2600
13-07-05,1,HISAR,2350
13-07-05,1,KARNAL,2450
13-07-05,1,SHIMLA,2066
13-07-05,1,MANDI,2200
13-07-05,1,SRINAGAR,NA
13-07-05,1,JAMMU,NA
13-07-05,1,AMRITSAR,2000
13-07-05,1,LUDHIANA,2150
13-07-05,1,LUCKNOW,2100
13-07-05,1,KANPUR,2080
13-07-05,1,CHANDIGARH,1700
13-07-05,1,DELHI,2010
13-07-05,2,AHMEDABAD,1900
13-07-05,2,RAJKOT,2400
13-07-05,2,PANAJI,2400
13-07-05,2,BHOPAL,1850
13-07-05,2,INDORE,2125
13-07-05,2,MUMBAI,2200
13-07-05,2,NAGPUR,1975
13-07-05,2,JAIPUR,2100
13-07-05,2,JODHPUR,1850
13-07-05,3,GUWAHATI,2300
13-07-05,3,PATNA,1950
13-07-05,3,SHILLONG,2150
13-07-05,3,AIZAWL,NA
13-07-05,3,BHUBANESHWAR,2300
13-07-05,3,CUTTACK,2454
13-07-05,3,KOLKATA,2400
13-07-05,3,AGARTALA,2175
13-07-05,4,HYDERABAD,2400
13-07-05,4,VIJAYAWADA,2500
13-07-05,4,BANGALORE,2000
13-07-05,4,THIRUVANANTHAPURAM,2550
13-07-05,4,ERNAKULAM,2700
13-07-05,4,CHENNAI,2250
13-07-05,4,MADURAI,2050
13-07-05,4,PONDICHERRY,2360
20-07-05,1,HISAR,2350
20-07-05,1,KARNAL,2450
20-07-05,1,SHIMLA,2066
20-07-05,1,MANDI,2200
20-07-05,1,SRINAGAR,NA
20-07-05,1,JAMMU,NA
20-07-05,1,AMRITSAR,2250
20-07-05,1,LUDHIANA,2150
20-07-05,1,LUCKNOW,2175
20-07-05,1,KANPUR,2170
20-07-05,1,CHANDIGARH,1700
20-07-05,1,DELHI,2030
20-07-05,2,AHMEDABAD,1900
20-07-05,2,RAJKOT,2500
20-07-05,2,PANAJI,2400
20-07-05,2,BHOPAL,1850
20-07-05,2,INDORE,2125
20-07-05,2,MUMBAI,2300
20-07-05,2,NAGPUR,2350
20-07-05,2,JAIPUR,2100
20-07-05,2,JODHPUR,1850
20-07-05,3,GUWAHATI,2300
20-07-05,3,PATNA,1950
20-07-05,3,SHILLONG,2150
20-07-05,3,AIZAWL,NA
20-07-05,3,BHUBANESHWAR,2450
20-07-05,3,CUTTACK,2454
20-07-05,3,KOLKATA,2400
20-07-05,3,AGARTALA,2175
20-07-05,4,HYDERABAD,2400
