Date,Centre_Name,Commodity_Name,Price
04-02-10,RANCHI,Gram Dal,NA
04-02-10,BHUBANESHWAR,Gram Dal,3000
04-02-10,KOLKATA,Gram Dal,NA
04-02-10,GUWAHATI,Gram Dal,NA
04-02-10,SHILLONG,Gram Dal,NA
04-02-10,AIZWAL,Gram Dal,NA
04-02-10,KOHIMA,Gram Dal,NA
04-02-10,AGARTALA,Gram Dal,NA
04-02-10,BENGALURU,Gram Dal,NA
04-02-10,T.PURAM,Gram Dal,3500
04-02-10,CHENNAI,Gram Dal,NA
04-02-10,HYDERABAD,Gram Dal,2667
05-02-10,CHANDIGARH,Gram Dal,NA
05-02-10,DELHI,Gram Dal,2800
05-02-10,SHIMLA,Gram Dal,NA
05-02-10,SRINAGAR,Gram Dal,NA
05-02-10,JAMMU,Gram Dal,2680
05-02-10,AMRITSAR,Gram Dal,2700
05-02-10,LUDHIANA,Gram Dal,2700
05-02-10,LUCKNOW,Gram Dal,NA
05-02-10,DEHRADUN,Gram Dal,NA
05-02-10,RAIPUR,Gram Dal,NA
05-02-10,AHMEDABAD,Gram Dal,NA
05-02-10,BHOPAL,Gram Dal,NA
05-02-10,MUMBAI,Gram Dal,2725
05-02-10,JAIPUR,Gram Dal,2600
05-02-10,PATNA,Gram Dal,NA
05-02-10,RANCHI,Gram Dal,NA
05-02-10,BHUBANESHWAR,Gram Dal,3000
05-02-10,KOLKATA,Gram Dal,NA
05-02-10,GUWAHATI,Gram Dal,NA
05-02-10,SHILLONG,Gram Dal,NA
05-02-10,AIZWAL,Gram Dal,NA
05-02-10,KOHIMA,Gram Dal,NA
05-02-10,AGARTALA,Gram Dal,NA
05-02-10,BENGALURU,Gram Dal,NA
05-02-10,T.PURAM,Gram Dal,3500
05-02-10,CHENNAI,Gram Dal,NA
05-02-10,HYDERABAD,Gram Dal,NA
08-02-10,CHANDIGARH,Gram Dal,NA
08-02-10,DELHI,Gram Dal,2800
08-02-10,SHIMLA,Gram Dal,NA
08-02-10,SRINAGAR,Gram Dal,NA
08-02-10,JAMMU,Gram Dal,NA
08-02-10,AMRITSAR,Gram Dal,NA
08-02-10,LUDHIANA,Gram Dal,NA
08-02-10,LUCKNOW,Gram Dal,NA
08-02-10,DEHRADUN,Gram Dal,NA
08-02-10,RAIPUR,Gram Dal,NA
08-02-10,AHMEDABAD,Gram Dal,NA
08-02-10,BHOPAL,Gram Dal,NA
08-02-10,MUMBAI,Gram Dal,2700
08-02-10,JAIPUR,Gram Dal,2600
08-02-10,PATNA,Gram Dal,NA
08-02-10,RANCHI,Gram Dal,NA
08-02-10,BHUBANESHWAR,Gram Dal,2900
08-02-10,KOLKATA,Gram Dal,NA
08-02-10,GUWAHATI,Gram Dal,NA
08-02-10,SHILLONG,Gram Dal,NA
08-02-10,AIZWAL,Gram Dal,NA
08-02-10,KOHIMA,Gram Dal,NA
08-02-10,AGARTALA,Gram Dal,NA
08-02-10,BENGALURU,Gram Dal,NA
08-02-10,T.PURAM,Gram Dal,3500
08-02-10,CHENNAI,Gram Dal,NA
08-02-10,HYDERABAD,Gram Dal,2533
09-02-10,CHANDIGARH,Gram Dal,NA
09-02-10,DELHI,Gram Dal,2800
09-02-10,SHIMLA,Gram Dal,NA
09-02-10,SRINAGAR,Gram Dal,NA
09-02-10,JAMMU,Gram Dal,NA
09-02-10,AMRITSAR,Gram Dal,NA
09-02-10,LUDHIANA,Gram Dal,NA
09-02-10,LUCKNOW,Gram Dal,NA
09-02-10,DEHRADUN,Gram Dal,NA
09-02-10,RAIPUR,Gram Dal,NA
09-02-10,AHMEDABAD,Gram Dal,NA
09-02-10,BHOPAL,Gram Dal,NA
09-02-10,MUMBAI,Gram Dal,2700
09-02-10,JAIPUR,Gram Dal,2600
09-02-10,PATNA,Gram Dal,NA
09-02-10,RANCHI,Gram Dal,NA
09-02-10,BHUBANESHWAR,Gram Dal,2900
09-02-10,KOLKATA,Gram Dal,NA
09-02-10,GUWAHATI,Gram Dal,NA
09-02-10,SHILLONG,Gram Dal,NA
09-02-10,AIZWAL,Gram Dal,NA
09-02-10,KOHIMA,Gram Dal,NA
09-02-10,AGARTALA,Gram Dal,NA
09-02-10,BENGALURU,Gram Dal,NA
09-02-10,T.PURAM,Gram Dal,NA
09-02-10,CHENNAI,Gram Dal,NA
09-02-10,HYDERABAD,Gram Dal,2133
10-02-10,CHANDIGARH,Gram Dal,NA
10-02-10,DELHI,Gram Dal,2700
10-02-10,SHIMLA,Gram Dal,NA
10-02-10,SRINAGAR,Gram Dal,NA
10-02-10,JAMMU,Gram Dal,2880
10-02-10,AMRITSAR,Gram Dal,NA
10-02-10,LUDHIANA,Gram Dal,NA
10-02-10,LUCKNOW,Gram Dal,NA
10-02-10,DEHRADUN,Gram Dal,3000
10-02-10,RAIPUR,Gram Dal,NA
10-02-10,AHMEDABAD,Gram Dal,2700
10-02-10,BHOPAL,Gram Dal,NA
10-02-10,MUMBAI,Gram Dal,2700
10-02-10,JAIPUR,Gram Dal,2600
10-02-10,PATNA,Gram Dal,2800
10-02-10,RANCHI,Gram Dal,NA
10-02-10,BHUBANESHWAR,Gram Dal,3000
10-02-10,KOLKATA,Gram Dal,NA
10-02-10,GUWAHATI,Gram Dal,NA
10-02-10,SHILLONG,Gram Dal,NA
10-02-10,AIZWAL,Gram Dal,NA
10-02-10,KOHIMA,Gram Dal,NA
10-02-10,AGARTALA,Gram Dal,NA
10-02-10,BENGALURU,Gram Dal,2700
10-02-10,T.PURAM,Gram Dal,NA
10-02-10,CHENNAI,Gram Dal,2900
10-02-10,HYDERABAD,Gram Dal,NA
11-02-10,CHANDIGARH,Gram Dal,NA
11-02-10,DELHI,Gram Dal,2725
11-02-10,SHIMLA,Gram Dal,NA
11-02-10,SRINAGAR,Gram Dal,NA
11-02-10,JAMMU,Gram Dal,2880
11-02-10,AMRITSAR,Gram Dal,NA
11-02-10,LUDHIANA,Gram Dal,NA
11-02-10,LUCKNOW,Gram Dal,NA
11-02-10,DEHRADUN,Gram Dal,NA
11-02-10,RAIPUR,Gram Dal,NA
11-02-10,AHMEDABAD,Gram Dal,NA
11-02-10,BHOPAL,Gram Dal,NA
11-02-10,MUMBAI,Gram Dal,2700
11-02-10,JAIPUR,Gram Dal,2600
11-02-10,PATNA,Gram Dal,2800
11-02-10,RANCHI,Gram Dal,NA
11-02-10,BHUBANESHWAR,Gram Dal,3000
11-02-10,KOLKATA,Gram Dal,NA
11-02-10,GUWAHATI,Gram Dal,NA
11-02-10,SHILLONG,Gram Dal,NA
11-02-10,AIZWAL,Gram Dal,NA
11-02-10,KOHIMA,Gram Dal,NA
11-02-10,AGARTALA,Gram Dal,NA
11-02-10,BENGALURU,Gram Dal,2700
11-02-10,T.PURAM,Gram Dal,NA
11-02-10,CHENNAI,Gram Dal,2900
11-02-10,HYDERABAD,Gram Dal,NA
12-02-10,CHANDIGARH,Gram Dal,NA
12-02-10,DELHI,Gram Dal,2725
12-02-10,SHIMLA,Gram Dal,NA
12-02-10,SRINAGAR,Gram Dal,NA
12-02-10,JAMMU,Gram Dal,NA
12-02-10,AMRITSAR,Gram Dal,NA
12-02-10,LUDHIANA,Gram Dal,NA
12-02-10,LUCKNOW,Gram Dal,NA
12-02-10,DEHRADUN,Gram Dal,NA
12-02-10,RAIPUR,Gram Dal,NA
12-02-10,AHMEDABAD,Gram Dal,NA
12-02-10,BHOPAL,Gram Dal,NA
12-02-10,MUMBAI,Gram Dal,NA
12-02-10,JAIPUR,Gram Dal,NA
12-02-10,PATNA,Gram Dal,NA
12-02-10,RANCHI,Gram Dal,NA
12-02-10,BHUBANESHWAR,Gram Dal,NA
12-02-10,KOLKATA,Gram Dal,NA
12-02-10,GUWAHATI,Gram Dal,NA
12-02-10,SHILLONG,Gram Dal,NA
12-02-10,AIZWAL,Gram Dal,NA
12-02-10,KOHIMA,Gram Dal,NA
12-02-10,AGARTALA,Gram Dal,NA
12-02-10,BENGALURU,Gram Dal,NA
12-02-10,T.PURAM,Gram Dal,NA
12-02-10,CHENNAI,Gram Dal,NA
12-02-10,HYDERABAD,Gram Dal,NA
15-02-10,CHANDIGARH,Gram Dal,NA
15-02-10,DELHI,Gram Dal,2700
15-02-10,SHIMLA,Gram Dal,NA
15-02-10,SRINAGAR,Gram Dal,NA
15-02-10,JAMMU,Gram Dal,NA
15-02-10,AMRITSAR,Gram Dal,NA
15-02-10,LUDHIANA,Gram Dal,NA
15-02-10,LUCKNOW,Gram Dal,NA
15-02-10,DEHRADUN,Gram Dal,NA
15-02-10,RAIPUR,Gram Dal,NA
15-02-10,AHMEDABAD,Gram Dal,NA
15-02-10,BHOPAL,Gram Dal,2460
15-02-10,MUMBAI,Gram Dal,2775
15-02-10,JAIPUR,Gram Dal,2600
15-02-10,PATNA,Gram Dal,2600
15-02-10,RANCHI,Gram Dal,NA
15-02-10,BHUBANESHWAR,Gram Dal,2900
15-02-10,KOLKATA,Gram Dal,NA
15-02-10,GUWAHATI,Gram Dal,NA
15-02-10,SHILLONG,Gram Dal,NA
15-02-10,AIZWAL,Gram Dal,NA
15-02-10,KOHIMA,Gram Dal,NA
15-02-10,AGARTALA,Gram Dal,3400
15-02-10,BENGALURU,Gram Dal,NA
15-02-10,T.PURAM,Gram Dal,3500
15-02-10,CHENNAI,Gram Dal,NA
15-02-10,HYDERABAD,Gram Dal,NA
16-02-10,CHANDIGARH,Gram Dal,NA
16-02-10,DELHI,Gram Dal,NA
16-02-10,SHIMLA,Gram Dal,NA
16-02-10,SRINAGAR,Gram Dal,NA
16-02-10,JAMMU,Gram Dal,NA
16-02-10,AMRITSAR,Gram Dal,NA
16-02-10,LUDHIANA,Gram Dal,NA
16-02-10,LUCKNOW,Gram Dal,NA
16-02-10,DEHRADUN,Gram Dal,NA
16-02-10,RAIPUR,Gram Dal,NA
16-02-10,AHMEDABAD,Gram Dal,NA
16-02-10,BHOPAL,Gram Dal,NA
16-02-10,MUMBAI,Gram Dal,2783
16-02-10,JAIPUR,Gram Dal,2600
16-02-10,PATNA,Gram Dal,NA
16-02-10,RANCHI,Gram Dal,NA
16-02-10,BHUBANESHWAR,Gram Dal,2900
16-02-10,KOLKATA,Gram Dal,NA
16-02-10,GUWAHATI,Gram Dal,NA
16-02-10,SHILLONG,Gram Dal,NA
16-02-10,AIZWAL,Gram Dal,NA
16-02-10,KOHIMA,Gram Dal,NA
16-02-10,AGARTALA,Gram Dal,NA
16-02-10,BENGALURU,Gram Dal,NA
16-02-10,T.PURAM,Gram Dal,NA
16-02-10,CHENNAI,Gram Dal,NA
16-02-10,HYDERABAD,Gram Dal,2367
17-02-10,CHANDIGARH,Gram Dal,NA
17-02-10,DELHI,Gram Dal,2700
17-02-10,SHIMLA,Gram Dal,NA
17-02-10,SRINAGAR,Gram Dal,NA
17-02-10,JAMMU,Gram Dal,NA
17-02-10,AMRITSAR,Gram Dal,NA
17-02-10,LUDHIANA,Gram Dal,NA
17-02-10,LUCKNOW,Gram Dal,NA
17-02-10,DEHRADUN,Gram Dal,2900
17-02-10,RAIPUR,Gram Dal,NA
17-02-10,AHMEDABAD,Gram Dal,NA
17-02-10,BHOPAL,Gram Dal,NA
17-02-10,MUMBAI,Gram Dal,2783
17-02-10,JAIPUR,Gram Dal,NA
17-02-10,PATNA,Gram Dal,2600
17-02-10,RANCHI,Gram Dal,NA
17-02-10,BHUBANESHWAR,Gram Dal,2900
17-02-10,KOLKATA,Gram Dal,NA
17-02-10,GUWAHATI,Gram Dal,2800
17-02-10,SHILLONG,Gram Dal,NA
17-02-10,AIZWAL,Gram Dal,NA
17-02-10,KOHIMA,Gram Dal,NA
17-02-10,AGARTALA,Gram Dal,3400
17-02-10,BENGALURU,Gram Dal,NA
17-02-10,T.PURAM,Gram Dal,3500
17-02-10,CHENNAI,Gram Dal,NA
17-02-10,HYDERABAD,Gram Dal,NA
18-02-10,CHANDIGARH,Gram Dal,NA
18-02-10,DELHI,Gram Dal,2700
18-02-10,SHIMLA,Gram Dal,NA
18-02-10,SRINAGAR,Gram Dal,NA
18-02-10,JAMMU,Gram Dal,NA
18-02-10,AMRITSAR,Gram Dal,NA
18-02-10,LUDHIANA,Gram Dal,NA
18-02-10,LUCKNOW,Gram Dal,NA
18-02-10,DEHRADUN,Gram Dal,NA
18-02-10,RAIPUR,Gram Dal,NA
18-02-10,AHMEDABAD,Gram Dal,NA
18-02-10,BHOPAL,Gram Dal,NA
18-02-10,MUMBAI,Gram Dal,2775
18-02-10,JAIPUR,Gram Dal,2600
18-02-10,PATNA,Gram Dal,2600
18-02-10,RANCHI,Gram Dal,NA
18-02-10,BHUBANESHWAR,Gram Dal,2900
18-02-10,KOLKATA,Gram Dal,3750
18-02-10,GUWAHATI,Gram Dal,2800
18-02-10,SHILLONG,Gram Dal,NA
18-02-10,AIZWAL,Gram Dal,NA
18-02-10,KOHIMA,Gram Dal,NA
18-02-10,AGARTALA,Gram Dal,NA
18-02-10,BENGALURU,Gram Dal,NA
18-02-10,T.PURAM,Gram Dal,3500
18-02-10,CHENNAI,Gram Dal,NA
18-02-10,HYDERABAD,Gram Dal,NA
19-02-10,CHANDIGARH,Gram Dal,NA
19-02-10,DELHI,Gram Dal,2700
19-02-10,SHIMLA,Gram Dal,NA
19-02-10,SRINAGAR,Gram Dal,NA
19-02-10,JAMMU,Gram Dal,2700
19-02-10,AMRITSAR,Gram Dal,NA
19-02-10,LUDHIANA,Gram Dal,NA
19-02-10,LUCKNOW,Gram Dal,NA
19-02-10,DEHRADUN,Gram Dal,NA
19-02-10,RAIPUR,Gram Dal,NA
19-02-10,AHMEDABAD,Gram Dal,NA
19-02-10,BHOPAL,Gram Dal,NA
19-02-10,MUMBAI,Gram Dal,2775
19-02-10,JAIPUR,Gram Dal,2600
19-02-10,PATNA,Gram Dal,NA
19-02-10,RANCHI,Gram Dal,NA
19-02-10,BHUBANESHWAR,Gram Dal,2900
19-02-10,KOLKATA,Gram Dal,2760
19-02-10,GUWAHATI,Gram Dal,2800
19-02-10,SHILLONG,Gram Dal,NA
19-02-10,AIZWAL,Gram Dal,NA
19-02-10,KOHIMA,Gram Dal,NA
19-02-10,AGARTALA,Gram Dal,NA
19-02-10,BENGALURU,Gram Dal,NA
19-02-10,T.PURAM,Gram Dal,3500
19-02-10,CHENNAI,Gram Dal,NA
19-02-10,HYDERABAD,Gram Dal,NA
22-02-10,CHANDIGARH,Gram Dal,NA
22-02-10,DELHI,Gram Dal,2700
22-02-10,SHIMLA,Gram Dal,NA
22-02-10,SRINAGAR,Gram Dal,NA
22-02-10,JAMMU,Gram Dal,NA
22-02-10,AMRITSAR,Gram Dal,NA
22-02-10,LUDHIANA,Gram Dal,NA
22-02-10,LUCKNOW,Gram Dal,NA
22-02-10,DEHRADUN,Gram Dal,NA
22-02-10,RAIPUR,Gram Dal,NA
22-02-10,AHMEDABAD,Gram Dal,NA
22-02-10,BHOPAL,Gram Dal,NA
22-02-10,MUMBAI,Gram Dal,2725
22-02-10,JAIPUR,Gram Dal,2600
22-02-10,PATNA,Gram Dal,NA
22-02-10,RANCHI,Gram Dal,NA
22-02-10,BHUBANESHWAR,Gram Dal,3000
22-02-10,KOLKATA,Gram Dal,2760
22-02-10,GUWAHATI,Gram Dal,NA
22-02-10,SHILLONG,Gram Dal,NA
22-02-10,AIZWAL,Gram Dal,NA
22-02-10,KOHIMA,Gram Dal,NA
22-02-10,AGARTALA,Gram Dal,NA
22-02-10,BENGALURU,Gram Dal,NA
22-02-10,T.PURAM,Gram Dal,NA
22-02-10,CHENNAI,Gram Dal,NA
22-02-10,HYDERABAD,Gram Dal,NA
23-02-10,CHANDIGARH,Gram Dal,NA
23-02-10,DELHI,Gram Dal,2675
23-02-10,SHIMLA,Gram Dal,NA
23-02-10,SRINAGAR,Gram Dal,NA
23-02-10,JAMMU,Gram Dal,NA
23-02-10,AMRITSAR,Gram Dal,NA
23-02-10,LUDHIANA,Gram Dal,NA
23-02-10,LUCKNOW,Gram Dal,NA
23-02-10,DEHRADUN,Gram Dal,NA
23-02-10,RAIPUR,Gram Dal,NA
23-02-10,AHMEDABAD,Gram Dal,NA
23-02-10,BHOPAL,Gram Dal,NA
23-02-10,MUMBAI,Gram Dal,2700
23-02-10,JAIPUR,Gram Dal,2600
23-02-10,PATNA,Gram Dal,NA
23-02-10,RANCHI,Gram Dal,NA
23-02-10,BHUBANESHWAR,Gram Dal,2900
23-02-10,KOLKATA,Gram Dal,2760
23-02-10,GUWAHATI,Gram Dal,NA
23-02-10,SHILLONG,Gram Dal,NA
23-02-10,AIZWAL,Gram Dal,NA
23-02-10,KOHIMA,Gram Dal,NA
23-02-10,AGARTALA,Gram Dal,NA
23-02-10,BENGALURU,Gram Dal,NA
23-02-10,T.PURAM,Gram Dal,3500
23-02-10,CHENNAI,Gram Dal,NA
23-02-10,HYDERABAD,Gram Dal,2717
24-02-10,CHANDIGARH,Gram Dal,NA
24-02-10,DELHI,Gram Dal,2675
24-02-10,SHIMLA,Gram Dal,NA
24-02-10,SRINAGAR,Gram Dal,NA
24-02-10,JAMMU,Gram Dal,NA
24-02-10,AMRITSAR,Gram Dal,NA
24-02-10,LUDHIANA,Gram Dal,NA
24-02-10,LUCKNOW,Gram Dal,NA
24-02-10,DEHRADUN,Gram Dal,2800
24-02-10,RAIPUR,Gram Dal,NA
24-02-10,AHMEDABAD,Gram Dal,NA
24-02-10,BHOPAL,Gram Dal,NA
24-02-10,MUMBAI,Gram Dal,2700
24-02-10,JAIPUR,Gram Dal,2600
24-02-10,PATNA,Gram Dal,NA
24-02-10,RANCHI,Gram Dal,NA
24-02-10,BHUBANESHWAR,Gram Dal,2900
24-02-10,KOLKATA,Gram Dal,NA
24-02-10,GUWAHATI,Gram Dal,NA
24-02-10,SHILLONG,Gram Dal,NA
24-02-10,AIZWAL,Gram Dal,NA
24-02-10,KOHIMA,Gram Dal,NA
24-02-10,AGARTALA,Gram Dal,NA
24-02-10,BENGALURU,Gram Dal,NA
24-02-10,T.PURAM,Gram Dal,3500
24-02-10,CHENNAI,Gram Dal,2900
24-02-10,HYDERABAD,Gram Dal,2717
25-02-10,CHANDIGARH,Gram Dal,NA
25-02-10,DELHI,Gram Dal,2675
25-02-10,SHIMLA,Gram Dal,NA
25-02-10,SRINAGAR,Gram Dal,NA
25-02-10,JAMMU,Gram Dal,NA
25-02-10,AMRITSAR,Gram Dal,NA
25-02-10,LUDHIANA,Gram Dal,NA
25-02-10,LUCKNOW,Gram Dal,NA
25-02-10,DEHRADUN,Gram Dal,2800
25-02-10,RAIPUR,Gram Dal,NA
25-02-10,AHMEDABAD,Gram Dal,NA
25-02-10,BHOPAL,Gram Dal,NA
25-02-10,MUMBAI,Gram Dal,2658
25-02-10,JAIPUR,Gram Dal,2450
25-02-10,PATNA,Gram Dal,NA
25-02-10,RANCHI,Gram Dal,NA
25-02-10,BHUBANESHWAR,Gram Dal,2900
25-02-10,KOLKATA,Gram Dal,NA
25-02-10,GUWAHATI,Gram Dal,NA
25-02-10,SHILLONG,Gram Dal,NA
25-02-10,AIZWAL,Gram Dal,NA
25-02-10,KOHIMA,Gram Dal,NA
25-02-10,AGARTALA,Gram Dal,NA
25-02-10,BENGALURU,Gram Dal,2800
25-02-10,T.PURAM,Gram Dal,3500
25-02-10,CHENNAI,Gram Dal,2900
25-02-10,HYDERABAD,Gram Dal,2717
26-02-10,CHANDIGARH,Gram Dal,NA
26-02-10,DELHI,Gram Dal,2675
26-02-10,SHIMLA,Gram Dal,NA
26-02-10,SRINAGAR,Gram Dal,NA
26-02-10,JAMMU,Gram Dal,NA
26-02-10,AMRITSAR,Gram Dal,NA
26-02-10,LUDHIANA,Gram Dal,NA
26-02-10,LUCKNOW,Gram Dal,NA
26-02-10,DEHRADUN,Gram Dal,NA
26-02-10,RAIPUR,Gram Dal,NA
26-02-10,AHMEDABAD,Gram Dal,NA
26-02-10,BHOPAL,Gram Dal,NA
26-02-10,MUMBAI,Gram Dal,2658
26-02-10,JAIPUR,Gram Dal,NA
26-02-10,PATNA,Gram Dal,NA
26-02-10,RANCHI,Gram Dal,NA
26-02-10,BHUBANESHWAR,Gram Dal,NA
26-02-10,KOLKATA,Gram Dal,NA
26-02-10,GUWAHATI,Gram Dal,NA
26-02-10,SHILLONG,Gram Dal,NA
26-02-10,AIZWAL,Gram Dal,NA
26-02-10,KOHIMA,Gram Dal,NA
26-02-10,AGARTALA,Gram Dal,NA
26-02-10,BENGALURU,Gram Dal,NA
26-02-10,T.PURAM,Gram Dal,NA
26-02-10,CHENNAI,Gram Dal,NA
26-02-10,HYDERABAD,Gram Dal,2733
02-03-10,CHANDIGARH,Gram Dal,NA
02-03-10,DELHI,Gram Dal,NA
02-03-10,SHIMLA,Gram Dal,NA
02-03-10,SRINAGAR,Gram Dal,NA
02-03-10,JAMMU,Gram Dal,NA
02-03-10,AMRITSAR,Gram Dal,NA
02-03-10,LUDHIANA,Gram Dal,NA
02-03-10,LUCKNOW,Gram Dal,NA
02-03-10,DEHRADUN,Gram Dal,NA
02-03-10,RAIPUR,Gram Dal,NA
02-03-10,AHMEDABAD,Gram Dal,NA
02-03-10,BHOPAL,Gram Dal,2460
02-03-10,MUMBAI,Gram Dal,2725
02-03-10,JAIPUR,Gram Dal,NA
02-03-10,PATNA,Gram Dal,NA
02-03-10,RANCHI,Gram Dal,NA
02-03-10,BHUBANESHWAR,Gram Dal,NA
02-03-10,KOLKATA,Gram Dal,NA
02-03-10,GUWAHATI,Gram Dal,NA
02-03-10,SHILLONG,Gram Dal,NA
02-03-10,AIZWAL,Gram Dal,NA
02-03-10,KOHIMA,Gram Dal,NA
02-03-10,AGARTALA,Gram Dal,NA
02-03-10,BENGALURU,Gram Dal,NA
02-03-10,T.PURAM,Gram Dal,3500
02-03-10,CHENNAI,Gram Dal,2800
02-03-10,HYDERABAD,Gram Dal,2633
03-03-10,CHANDIGARH,Gram Dal,NA
03-03-10,DELHI,Gram Dal,2675
03-03-10,SHIMLA,Gram Dal,3000
03-03-10,SRINAGAR,Gram Dal,NA
03-03-10,JAMMU,Gram Dal,NA
03-03-10,AMRITSAR,Gram Dal,NA
03-03-10,LUDHIANA,Gram Dal,NA
03-03-10,LUCKNOW,Gram Dal,NA
03-03-10,DEHRADUN,Gram Dal,2880
03-03-10,RAIPUR,Gram Dal,NA
03-03-10,AHMEDABAD,Gram Dal,NA
03-03-10,BHOPAL,Gram Dal,2460
03-03-10,MUMBAI,Gram Dal,2625
03-03-10,JAIPUR,Gram Dal,2450
03-03-10,PATNA,Gram Dal,2600
03-03-10,RANCHI,Gram Dal,NA
03-03-10,BHUBANESHWAR,Gram Dal,2800
03-03-10,KOLKATA,Gram Dal,NA
03-03-10,GUWAHATI,Gram Dal,NA
03-03-10,SHILLONG,Gram Dal,NA
03-03-10,AIZWAL,Gram Dal,NA
03-03-10,KOHIMA,Gram Dal,NA
03-03-10,AGARTALA,Gram Dal,NA
03-03-10,BENGALURU,Gram Dal,NA
03-03-10,T.PURAM,Gram Dal,3500
03-03-10,CHENNAI,Gram Dal,NA
03-03-10,HYDERABAD,Gram Dal,2633
04-03-10,CHANDIGARH,Gram Dal,NA
04-03-10,DELHI,Gram Dal,2650
04-03-10,SHIMLA,Gram Dal,NA
04-03-10,SRINAGAR,Gram Dal,NA
04-03-10,JAMMU,Gram Dal,NA
04-03-10,AMRITSAR,Gram Dal,NA
04-03-10,LUDHIANA,Gram Dal,NA
04-03-10,LUCKNOW,Gram Dal,NA
04-03-10,DEHRADUN,Gram Dal,NA
04-03-10,RAIPUR,Gram Dal,NA
04-03-10,AHMEDABAD,Gram Dal,NA
04-03-10,BHOPAL,Gram Dal,2500
04-03-10,MUMBAI,Gram Dal,2675
04-03-10,JAIPUR,Gram Dal,2450
04-03-10,PATNA,Gram Dal,NA
04-03-10,RANCHI,Gram Dal,NA
04-03-10,BHUBANESHWAR,Gram Dal,2800
04-03-10,KOLKATA,Gram Dal,NA
04-03-10,GUWAHATI,Gram Dal,NA
04-03-10,SHILLONG,Gram Dal,NA
04-03-10,AIZWAL,Gram Dal,NA
04-03-10,KOHIMA,Gram Dal,NA
04-03-10,AGARTALA,Gram Dal,NA
04-03-10,BENGALURU,Gram Dal,NA
04-03-10,T.PURAM,Gram Dal,NA
04-03-10,CHENNAI,Gram Dal,2800
04-03-10,HYDERABAD,Gram Dal,2700
05-03-10,CHANDIGARH,Gram Dal,NA
05-03-10,DELHI,Gram Dal,2650
05-03-10,SHIMLA,Gram Dal,NA
05-03-10,SRINAGAR,Gram Dal,NA
05-03-10,JAMMU,Gram Dal,NA
05-03-10,AMRITSAR,Gram Dal,NA
05-03-10,LUDHIANA,Gram Dal,NA
05-03-10,LUCKNOW,Gram Dal,NA
05-03-10,DEHRADUN,Gram Dal,NA
05-03-10,RAIPUR,Gram Dal,NA
05-03-10,AHMEDABAD,Gram Dal,NA
05-03-10,BHOPAL,Gram Dal,NA
05-03-10,MUMBAI,Gram Dal,2625
05-03-10,JAIPUR,Gram Dal,2450
05-03-10,PATNA,Gram Dal,NA
05-03-10,RANCHI,Gram Dal,NA
05-03-10,BHUBANESHWAR,Gram Dal,NA
05-03-10,KOLKATA,Gram Dal,NA
05-03-10,GUWAHATI,Gram Dal,NA
05-03-10,SHILLONG,Gram Dal,NA
05-03-10,AIZWAL,Gram Dal,NA
05-03-10,KOHIMA,Gram Dal,NA
05-03-10,AGARTALA,Gram Dal,NA
05-03-10,BENGALURU,Gram Dal,NA
05-03-10,T.PURAM,Gram Dal,NA
05-03-10,CHENNAI,Gram Dal,2800
05-03-10,HYDERABAD,Gram Dal,NA
08-03-10,CHANDIGARH,Gram Dal,NA
08-03-10,DELHI,Gram Dal,NA
08-03-10,SHIMLA,Gram Dal,NA
08-03-10,SRINAGAR,Gram Dal,NA
08-03-10,JAMMU,Gram Dal,NA
08-03-10,AMRITSAR,Gram Dal,NA
08-03-10,LUDHIANA,Gram Dal,NA
08-03-10,LUCKNOW,Gram Dal,NA
08-03-10,DEHRADUN,Gram Dal,NA
08-03-10,RAIPUR,Gram Dal,NA
08-03-10,AHMEDABAD,Gram Dal,NA
08-03-10,BHOPAL,Gram Dal,2500
08-03-10,MUMBAI,Gram Dal,2650
08-03-10,JAIPUR,Gram Dal,NA
08-03-10,PATNA,Gram Dal,NA
08-03-10,RANCHI,Gram Dal,NA
08-03-10,BHUBANESHWAR,Gram Dal,2750
08-03-10,KOLKATA,Gram Dal,NA
08-03-10,GUWAHATI,Gram Dal,NA
08-03-10,SHILLONG,Gram Dal,NA
08-03-10,AIZWAL,Gram Dal,NA
08-03-10,KOHIMA,Gram Dal,NA
08-03-10,AGARTALA,Gram Dal,NA
08-03-10,BENGALURU,Gram Dal,NA
08-03-10,T.PURAM,Gram Dal,3600
08-03-10,CHENNAI,Gram Dal,2800
08-03-10,HYDERABAD,Gram Dal,2667
09-03-10,CHANDIGARH,Gram Dal,NA
09-03-10,DELHI,Gram Dal,2650
09-03-10,SHIMLA,Gram Dal,NA
09-03-10,SRINAGAR,Gram Dal,NA
09-03-10,JAMMU,Gram Dal,NA
09-03-10,AMRITSAR,Gram Dal,NA
09-03-10,LUDHIANA,Gram Dal,NA
09-03-10,LUCKNOW,Gram Dal,NA
09-03-10,DEHRADUN,Gram Dal,NA
09-03-10,RAIPUR,Gram Dal,NA
09-03-10,AHMEDABAD,Gram Dal,NA
09-03-10,BHOPAL,Gram Dal,2500
09-03-10,MUMBAI,Gram Dal,2625
09-03-10,JAIPUR,Gram Dal,2450
09-03-10,PATNA,Gram Dal,2500
09-03-10,RANCHI,Gram Dal,NA
09-03-10,BHUBANESHWAR,Gram Dal,2750
09-03-10,KOLKATA,Gram Dal,NA
09-03-10,GUWAHATI,Gram Dal,2925
09-03-10,SHILLONG,Gram Dal,NA
