,nhits,y,commodity
66,1069.404990477021,1378.6083916083917,Onion
67,1069.0193238830961,1368.212962962963,Onion
68,1080.6899736777436,1387.549019607843,Onion
69,1080.410427513517,1399.6133333333332,Onion
70,1089.7460906318177,1420.6225165562914,Onion
71,1085.7241725000044,1443.90625,Onion
72,1079.4259646547798,1453.335616438356,Onion
73,1076.330208667287,1458.4305555555557,Onion
74,1080.4226658713044,1467.6666666666667,Onion
75,1079.5987718222696,1472.2344827586207,Onion
76,1085.7194240460321,1488.861111111111,Onion
77,1088.413135036574,1470.3506493506493,Onion
78,1085.1449368758952,1486.4068965517242,Onion
79,1088.6862505312452,1484.5471698113208,Onion
80,1086.5757080764215,1471.877300613497,Onion
81,1089.8971142725347,1465.5849056603774,Onion
82,1092.5367277495643,1469.1635220125786,Onion
83,1093.0125268040943,1488.8783783783783,Onion
84,1095.5867999961474,1482.7105263157894,Onion
85,1092.2807671787236,1470.566037735849,Onion
86,1099.7810712308446,1475.8544303797469,Onion
87,1089.8273807680084,1495.5563909774437,Onion
88,1093.203596451329,1466.482142857143,Onion
89,1093.3888520506462,1485.7103448275861,Onion
90,1107.8448104046777,1476.3649635036497,Onion
91,1111.948340472571,1480.5875,Onion
92,1114.9320880469306,1490.9736842105262,Onion
93,1122.5891197234248,1493.6291390728477,Onion
94,1117.5961005221002,1498.9622641509434,Onion
95,1117.5389683898773,1494.595744680851,Onion
96,1114.1232036618212,1509.85,Onion
97,1109.6139780694166,1495.1972789115646,Onion
98,1121.9805374374691,1502.4679487179487,Onion
99,1119.0430123003691,1534.86301369863,Onion
100,1126.3538592202246,1514.8666666666666,Onion
101,1124.1028468958996,1547.3381294964029,Onion
102,1113.9900162217891,1536.7064220183486,Onion
103,1112.4179328904295,1571.6339869281046,Onion
104,1115.739797954987,1612.8260869565217,Onion
105,1115.8996357209435,1678.9160839160838,Onion
106,1121.9850672239206,1705.6382978723404,Onion
107,1124.2508758357915,1740.378205128205,Onion
108,1119.0551659277728,1782.4859154929577,Onion
109,1119.7973034747495,1789.862745098039,Onion
110,1117.0945146399824,1876.0275862068966,Onion
111,1119.0175587114181,1867.13698630137,Onion
112,1123.8336925701324,1939.5,Onion
113,1120.576852202298,1939.7702702702702,Onion
114,1121.1577478976553,1952.5625,Onion
115,1117.2462503063655,1961.620253164557,Onion
116,1125.3002500772143,1897.704081632653,Onion
117,1116.864492511826,1971.3013698630136,Onion
118,1120.3859502718537,1974.3466666666666,Onion
119,1120.2151943425472,1986.4545454545455,Onion
120,1123.7322865590659,1931.7543859649122,Onion
121,1131.746559294712,1962.8027210884354,Onion
122,1131.808032138799,1971.9407894736842,Onion
123,1138.1326072214454,1936.8947368421052,Onion
124,1132.4833351385146,1955.1986754966888,Onion
125,1131.338145739798,1960.0620689655173,Onion
126,1126.6296569403287,1983.8357142857142,Onion
127,1122.649284082925,1959.7985074626865,Onion
128,1129.773508815505,1969.371951219512,Onion
129,1130.8442199417532,1966.0625,Onion
130,1137.3657206638434,1961.3063063063064,Onion
131,1134.7857757709694,1962.2356687898089,Onion
132,1130.2695126869487,1954.8648648648648,Onion
133,1126.1992072263254,1939.6564885496184,Onion
134,1133.2796675296509,1945.7088607594937,Onion
135,1137.9901288346698,1946.4177215189873,Onion
136,1142.0700552402511,1937.8301886792453,Onion
137,1147.5778555655854,1925.5049504950496,Onion
138,1144.9431796805386,1938.5855263157894,Onion
139,1145.3067841355619,1910.1012658227849,Onion
140,1143.5575929162235,1943.9666666666667,Onion
141,1148.6727477009467,1921.5886075949368,Onion
142,1155.043492832812,1925.6969696969697,Onion
143,1159.8882947756244,1927.248275862069,Onion
144,1159.129430573469,1917.8526315789475,Onion
145,1164.5582087892424,1894.3962264150944,Onion
146,1170.2507886155142,1906.655844155844,Onion
147,1170.1639468749559,1906.4109589041095,Onion
148,1171.238291489734,1923.8382352941176,Onion
149,1177.7214101392385,1935.142857142857,Onion
150,1189.8382744825246,1925.6993006993007,Onion
151,1198.6077388139386,1870.4545454545455,Onion
152,1206.1368556578136,1931.288,Onion
153,1220.8667757064343,1925.1858974358975,Onion
154,1222.1565679556452,1942.458064516129,Onion
155,1224.2290956065635,1944.2420382165606,Onion
156,1223.1295552506604,1964.4753086419753,Onion
157,1230.6574443327684,1998.3312101910828,Onion
158,1248.507012841194,1973.7837837837837,Onion
159,1258.5042647203813,1996.2147651006712,Onion
160,1278.2189346952646,2015.8726114649683,Onion
161,1282.1568800909547,2016.9102564102564,Onion
162,1280.2743319328906,2013.8064516129032,Onion
163,1284.5971619196457,2031.9805194805194,Onion
164,1298.4227049607932,2033.2898550724638,Onion
165,1311.7573150810715,2014.1386138613861,Onion
166,1321.6032587783948,2027.2955974842766,Onion
167,1333.9465502838257,2036.3311688311687,Onion
168,1335.1277191677557,2063.4166666666665,Onion
169,1342.504457454083,2086.2101910828023,Onion
170,1350.515778275324,2071.7628205128203,Onion
171,1362.9076343480351,2088.691275167785,Onion
172,1376.832298678708,2146.8630136986303,Onion
173,1386.1217198747747,2117.450704225352,Onion
174,1394.4314806784832,2164.8863636363635,Onion
175,1400.4982968723652,2212.9261744966443,Onion
176,1414.3124968507186,2281.0333333333333,Onion
177,1414.2730416581458,2574.240506329114,Onion
178,1424.2902892498842,2834.3835616438355,Onion
179,1431.859621413942,3078.057142857143,Onion
180,1441.4046450778123,3286.6315789473683,Onion
181,1461.0524304500295,3568.6029411764707,Onion
182,1467.3975250821572,3679.351145038168,Onion
183,1483.2603141657078,3788.265306122449,Onion
184,1478.1688569822563,3801.5779220779223,Onion
185,1480.7879608602116,3781.843137254902,Onion
186,1471.7736580643952,3740.7395833333335,Onion
187,1485.1142459669045,3715.7094594594596,Onion
188,1500.2082888763616,3676.052287581699,Onion
189,1501.7765169944878,3652.695945945946,Onion
190,1521.1237208779273,3606.0945945945946,Onion
191,1519.1956887063402,3618.1944444444443,Onion
192,1513.3815973066753,3567.904255319149,Onion
193,1504.8401209099165,3599.1509433962265,Onion
194,1518.6514640169767,3590.3125,Onion
195,1532.2566150252708,3585.6525423728813,Onion
196,1538.0682197383935,3562.2755905511813,Onion
197,1550.2348057769414,3540.947712418301,Onion
198,1547.8219926783981,3505.2193548387095,Onion
199,1553.4569339010031,3499.24,Onion
200,1551.141285338672,3517.5392156862745,Onion
201,1569.622895812081,3492.0387096774193,Onion
202,1587.185037884839,3501.7615894039736,Onion
203,1603.0780729640926,3447.366666666667,Onion
204,1615.834118260044,3456.793103448276,Onion
205,1620.9855596237003,3437.5174825174827,Onion
206,1636.8262014475777,3451.5479452054797,Onion
207,1634.59069231159,3396.346153846154,Onion
208,1652.5545001932278,3336.8962962962964,Onion
209,1665.135204383572,3365.503267973856,Onion
210,1697.6080119094572,3388.8255033557048,Onion
211,1743.6474059963632,3389.6013513513512,Onion
212,1783.7659679766264,3386.6969696969695,Onion
213,1832.4156073367262,3350.551948051948,Onion
214,1852.6621570217653,3337.9901960784314,Onion
215,1884.1348347691467,3338.953020134228,Onion
216,1924.2888518620346,3369.7278911564626,Onion
217,1945.567699359817,3360.5442176870747,Onion
218,2006.2764247905122,3295.5228758169933,Onion
219,2049.5578385514928,3312.7875,Onion
220,2107.8830741608663,3292.7985074626868,Onion
221,2115.728617010406,3287.783505154639,Onion
222,2116.2870531559647,3199.6938775510203,Onion
223,2167.723617863944,3118.6305732484075,Onion
224,2178.22826687182,2986.0354609929077,Onion
225,2232.2418136701517,2933.7482993197277,Onion
226,2264.7220389236054,2837.435064935065,Onion
227,2295.9838237693816,2725.9666666666667,Onion
228,2296.666447321144,2544.0776699029125,Onion
229,2317.583956225365,2552.3469387755104,Onion
230,2369.7543614556434,2502.0486111111113,Onion
231,2385.1624930061744,2463.987012987013,Onion
232,2429.7953692645588,2384.6838709677418,Onion
233,2465.6054225259672,2366.5471698113206,Onion
234,2492.341730784445,2311.6778523489934,Onion
235,2522.4356973194854,2246.4262295081967,Onion
236,2564.7470417497557,2322.8125,Onion
237,2614.3897741385026,2178.9662162162163,Onion
238,2650.3255133877774,2134.5486111111113,Onion
239,2699.7014326416866,2048.2733333333335,Onion
240,2819.406090434449,2001.08125,Onion
241,2946.071966124294,1980.657894736842,Onion
242,3079.0492636785684,1956.6304347826087,Onion
243,3199.951672662387,1877.8059701492537,Onion
244,3264.743294467354,1895.3357142857142,Onion
245,3394.8255209819113,1953.3239436619717,Onion
246,3519.8483823038114,1972.6143790849674,Onion
247,3640.2017220927164,1971.5733333333333,Onion
248,3752.3282670830486,1930.5724137931034,Onion
249,3847.746638733464,1901.0752688172042,Onion
250,3929.706789957072,1923.9805194805194,Onion
251,3921.9215410542047,1932.241134751773,Onion
252,3890.5624735811193,1907.9496402877699,Onion
253,3914.4897101500533,1909.0645161290322,Onion
254,3883.27425937122,1881.0206896551724,Onion
255,3877.422719295808,1871.68,Onion
256,3874.6229340744103,1903.876404494382,Onion
257,3846.1099341781605,1904.2357142857143,Onion
258,3835.2951797045407,1892.591836734694,Onion
259,3785.550726518033,1910.1363636363637,Onion
260,3843.9533601158937,1885.687074829932,Onion
261,3810.7013045946646,1882.1741935483872,Onion
262,3810.674763427024,1872.659574468085,Onion
263,3821.5280150973285,1874.5833333333333,Onion
264,3791.4024796427148,1887.5873015873017,Onion
265,3758.43828164447,1871.0202702702702,Onion
266,3767.5584425662323,1881.9507042253522,Onion
267,3775.3920714613687,1826.4356435643565,Onion
268,3771.362673971202,1863.0434782608695,Onion
269,3786.2853724182237,1829.5405405405406,Onion
270,3762.7951166345506,1783.0679611650485,Onion
271,3745.3343464677314,1784.904761904762,Onion
272,3776.287599046483,1779.5945945945946,Onion
273,3776.851817453898,1767.5642857142857,Onion
274,3723.0112910948933,1741.9185185185186,Onion
275,3771.806579438608,1714.683870967742,Onion
276,3739.1036535366206,1655.0394736842106,Onion
277,3773.510386383355,1636.276595744681,Onion
278,3795.94301561617,1643.7266666666667,Onion
279,3799.2783036796186,1618.2818791946308,Onion
280,3798.7866046065324,1629.4097222222222,Onion
281,3761.1378115872276,1618.2291666666667,Onion
282,3769.441740970678,1570.0065789473683,Onion
283,3759.456610271594,1558.2720588235295,Onion
284,3826.8976224217713,1563.4901960784314,Onion
285,3881.387977532823,1538.76,Onion
286,4001.815627215863,1532.36,Onion
287,4085.894032525845,1512.0689655172414,Onion
288,4180.124791805982,1487.8041958041958,Onion
289,4258.097420180304,1505.7870967741935,Onion
290,4301.062208108718,1507.876712328767,Onion
291,4372.935181560594,1493.701923076923,Onion
292,4402.528076280251,1507.6538461538462,Onion
293,4454.7583437540125,1521.3986928104575,Onion
294,4474.439093183812,1525.506329113924,Onion
295,4478.542392535774,1568.8108108108108,Onion
296,4485.712588450128,1579.3037974683543,Onion
297,4448.459751445486,1597.9235668789809,Onion
298,4442.241892110535,1615.2474226804125,Onion
299,4444.432870391851,1607.609271523179,Onion
300,4553.266742593132,1637.891156462585,Onion
301,4598.402519797166,1631.25,Onion
302,4667.734540936969,1645.7762237762238,Onion
303,4689.344974106102,1648.1793103448276,Onion
304,4624.829956902734,1699.4444444444443,Onion
305,4637.601430261981,1692.7894736842106,Onion
306,4535.830184895979,1709.1554054054054,Onion
307,4709.501649484,1720.921052631579,Onion
308,4748.070579493687,1753.2818791946308,Onion
309,4751.441924717004,1743.0743243243244,Onion
310,4832.286184878594,1738.3309352517986,Onion
311,4761.904866280787,1758.03125,Onion
312,4777.846995483656,1805.2111111111112,Onion
313,4680.2193169882,1802.0882352941176,Onion
314,4934.136432325831,1794.9871794871794,Onion
315,5037.61967137359,1829.1190476190477,Onion
316,5141.734247140215,1824.8066666666666,Onion
317,5248.134560737006,1842.5118110236222,Onion
318,5250.530112701202,1869.3666666666666,Onion
319,5314.837793924628,1847.1960784313726,Onion
320,5239.153912363189,1861.5243902439024,Onion
321,5435.953435702459,1849.43949044586,Onion
322,5493.931698421813,1848.1210191082803,Onion
323,5588.626434941844,1844.367088607595,Onion
324,5668.87011190058,1827.4844720496894,Onion
325,5675.430474977583,1788.7662337662337,Onion
326,5729.607905608298,1818.9423076923076,Onion
327,5618.408192113318,1820.967741935484,Onion
328,5768.794161268308,1801.7518248175184,Onion
329,5778.053859962309,1802.316129032258,Onion
330,5950.520773031564,1800.4383561643835,Onion
331,5932.118387131967,1772.9,Onion
332,5954.020678699914,1740.2077922077922,Onion
333,5967.694996750706,1750.340909090909,Onion
334,5951.056187280797,1777.857142857143,Onion
335,5994.424398400767,1730.4579439252336,Onion
336,5987.304034221169,1741.0071942446043,Onion
337,5987.764760924201,1723.972602739726,Onion
338,6059.537924551043,1699.7368421052631,Onion
339,5974.447690709922,1697.1724137931035,Onion
340,6037.671580112182,1677.106796116505,Onion
341,6069.370506566107,1719.8666666666666,Onion
342,6069.377063090022,1712.8472222222222,Onion
343,6019.519346693387,1698.2666666666667,Onion
344,6194.434168969831,1684.5859375,Onion
345,6198.074060508978,1679.5806451612902,Onion
346,6312.681360784515,1653.5454545454545,Onion
347,6255.307259440319,1671.1313131313132,Onion
348,6144.295421245104,1674.0816326530612,Onion
349,5969.749206323872,1689.6402877697842,Onion
350,5866.025080138795,1671.0648148148148,Onion
351,5861.131267206317,1682.1014492753623,Onion
352,5761.146077271283,1688.6206896551723,Onion
353,5702.6028922923815,1683.8280254777071,Onion
354,5554.559146682507,1696.980198019802,Onion
355,5417.562581397478,1677.9645390070923,Onion
356,5289.556842053983,1707.9810126582279,Onion
357,5190.712899371226,1711.1666666666667,Onion
358,5099.414977760905,1693.16875,Onion
359,4993.482081605232,1688.0454545454545,Onion
360,4957.292790570255,1695.5828220858896,Onion
361,4929.42607596251,1652.455357142857,Onion
362,4872.876059906802,1680.2085889570553,Onion
363,4805.3833443005105,1673.3517241379311,Onion
364,4718.377024298902,1673.7622377622379,Onion
365,4659.669442426262,1667.75625,Onion
366,4635.803090202298,1649.111801242236,Onion
367,4573.540267243479,1632.7055214723925,Onion
368,4571.772102128361,1609.4954954954956,Onion
369,4511.044534184543,1637.7450980392157,Onion
370,4496.824942228109,1646.4,Onion
371,4462.911366039333,1671.7515151515152,Onion
372,4409.099262550977,1660.0299401197606,Onion
373,4387.268003921182,1641.1144578313254,Onion
374,4344.742565160572,1611.8235294117646,Onion
375,4312.9648555084905,1613.8990825688074,Onion
376,4265.575242785339,1630.7338129496402,Onion
377,4223.903531964432,1620.2134146341464,Onion
378,4153.174668656872,1619.0191082802548,Onion
379,4093.098261526922,1622.1296296296296,Onion
380,4056.4452751008307,1597.682634730539,Onion
381,4012.8082660522346,1576.09375,Onion
382,3976.9961937237963,1552.6404494382023,Onion
383,3940.433041526557,1591.8985507246377,Onion
384,3855.876232820211,1573.3962264150944,Onion
385,3827.1570512065446,1567.516339869281,Onion
386,3772.6150358333643,1540.4214285714286,Onion
387,3742.469112101657,1539.5988023952095,Onion
388,3691.5884249422984,1535.734693877551,Onion
389,3674.3700910038656,1507.132743362832,Onion
390,3577.6709840919157,1553.6129032258063,Onion
391,3564.342139479606,1534.9346405228757,Onion
392,3555.8841882598417,1524.6993865030674,Onion
393,3531.8559129172363,1524.2814371257484,Onion
394,3516.70386996381,1512.1568627450981,Onion
395,3498.431548290258,1480.3435114503816,Onion
396,3473.186706948139,1479.0566037735848,Onion
397,3448.428735922877,1509.9565217391305,Onion
398,3425.6672468976076,1511.9256756756756,Onion
399,3422.9627924230085,1530.9573170731708,Onion
400,3406.069603529771,1556.9636363636364,Onion
401,3403.7819599200816,1526.5487804878048,Onion
402,3376.708454501185,1573.7986577181207,Onion
403,3374.8129367428164,1590.5083333333334,Onion
404,3356.5980159992555,1646.0843373493976,Onion
405,3345.6614771097516,1706.751552795031,Onion
406,3360.202667360486,1734.8148148148148,Onion
407,3343.0207721527067,1799.8407643312103,Onion
408,3331.30503166071,1862.716049382716,Onion
409,3307.8299853552708,1890.326797385621,Onion
410,3306.7493808188574,1877.037037037037,Onion
411,3293.5844016819947,1933.8283582089553,Onion
412,3278.541875951978,1981.3291139240507,Onion
413,3283.517184186023,1997.685534591195,Onion
414,3261.4634286524583,2063.173076923077,Onion
415,3262.5728051245064,2118.5723270440253,Onion
416,3260.2858528259253,2153.882716049383,Onion
417,3254.570078383456,2171.7727272727275,Onion
418,3247.8463252546317,2233.621794871795,Onion
419,3249.707645434385,2264.3625,Onion
420,3256.4774411259946,2315.592105263158,Onion
421,3261.8888560175506,2342.8709677419356,Onion
422,3254.44403669095,2450.5379746835442,Onion
423,3261.289829883712,2425.0,Onion
424,3260.7613851380743,2444.578431372549,Onion
425,3253.3218991304657,2453.676470588235,Onion
426,3244.598643467946,2527.4324324324325,Onion
427,3239.102900952302,2583.8853503184714,Onion
428,3239.371565023523,2600.0,Onion
429,3233.027743539629,2636.6481481481483,Onion
430,3237.4163530493233,2673.882716049383,Onion
431,3228.7559347305164,2709.2,Onion
432,3221.5997351081487,2714.679012345679,Onion
433,3211.9368804178284,2776.383647798742,Onion
434,3214.4721167153657,2803.3459119496856,Onion
435,3219.512532409213,2791.0375,Onion
436,3215.5217436817697,2798.032679738562,Onion
437,3209.3297172339794,2807.3260869565215,Onion
438,3197.0537327968054,2789.972972972973,Onion
439,3187.6927649123936,2835.980891719745,Onion
440,3188.5843769168814,2833.4362416107383,Onion
441,3187.1824021439056,2884.5714285714284,Onion
442,3195.943162432367,2820.8895705521472,Onion
443,3188.857801758492,2842.675,Onion
444,3195.794969477465,2859.201342281879,Onion
445,3194.4484891650673,2824.9557522123896,Onion
446,3197.9928908464385,2819.5641025641025,Onion
447,3197.037407010587,2843.5095541401274,Onion
448,3199.8241631099554,2819.44375,Onion
449,3200.133929079323,2839.359756097561,Onion
450,3230.1303178701132,2801.1614906832297,Onion
451,3229.738623525666,2814.5864197530864,Onion
452,3238.9091013326497,2765.8256880733943,Onion
453,3271.4361555787523,2793.476821192053,Onion
454,3288.780287442322,2782.9056603773583,Onion
455,3304.171312688004,2762.465277777778,Onion
456,3305.66784310357,2756.6901408450703,Onion
457,3309.2340500920927,2745.5345911949685,Onion
458,3287.990364007903,2757.7898089171977,Onion
459,3296.397661536041,2722.076271186441,Onion
460,3312.019597134639,2739.2899408284025,Onion
461,3343.7628258340374,2751.9303797468356,Onion
462,3368.339888253636,2746.878787878788,Onion
463,3389.7469256603354,2770.4146341463415,Onion
464,3416.21666730686,2795.521472392638,Onion
465,3425.379709610536,2803.972602739726,Onion
466,3452.3063388970204,2809.3391304347824,Onion
467,3470.5970994096083,2778.1686746987953,Onion
468,3489.20082052464,2812.5766871165642,Onion
469,3491.1600225439383,2887.3355704697988,Onion
470,3493.774217617563,2814.1139240506327,Onion
471,3504.6303660840667,2935.418300653595,Onion
472,3499.227666668869,2969.408163265306,Onion
473,3495.6581756595647,2992.58024691358,Onion
474,3492.5609109816824,3002.126984126984,Onion
475,3501.5268216971376,2974.4117647058824,Onion
476,3507.936829809636,3022.052287581699,Onion
477,3523.5221133010914,3054.8238993710693,Onion
478,3531.556900924351,3090.604938271605,Onion
479,3530.182838694822,3090.0,Onion
480,3535.097500480505,3097.8313253012047,Onion
481,3531.182097859413,3178.153846153846,Onion
482,3537.9795210781253,3155.0675675675675,Onion
483,3541.751650276169,3166.772151898734,Onion
484,3546.218977943926,3185.0314465408806,Onion
485,3562.7294976915946,3234.9529411764706,Onion
486,3561.1738527162347,3260.381679389313,Onion
487,3560.4344555368575,3336.4814814814813,Onion
