,nbeats,nhits,tcn,tide,random_forest,xgboost,y,commodity
36,1065.3106789332137,1061.5701035432112,1563.7799889366784,1124.4332336374575,1143.9682196891924,1127.7222,1086.2866242038217,Onion
37,1068.1677316772273,1065.2614782365301,1309.050885959095,1119.7904568859215,1144.3786184694334,1127.7222,1088.240506329114,Onion
38,1074.112304633609,1061.4741041812456,1169.1429273982085,1101.6503577299582,1146.3567109301177,1130.2313,1099.0205479452054,Onion
39,1068.1373323772214,1061.8436442649036,1069.325100096766,1101.6598883692848,1146.2027274790737,1130.8046,1091.0,Onion
40,1073.221339919767,1058.909871798357,1076.243877047231,1136.2224722251872,1147.082081747721,1132.3799,1099.0,Onion
41,1070.945337650529,1060.445270325447,739.030666634127,1100.479282634684,1146.5015153272832,1130.2446,1097.6582278481012,Onion
42,1076.4615968494404,1059.7059664937406,661.1720787239908,1137.6346828946948,1147.200850716537,1132.3799,1102.325,Onion
43,1084.946865654642,1057.6677340601632,723.3315911981732,1093.4086062514991,1147.0375498123278,1132.3799,1101.364238410596,Onion
44,1090.1642885210554,1065.7981713240597,875.8616008883314,1121.6738915978658,1146.61873898611,1127.7222,1111.1049382716049,Onion
45,1084.8748976821691,1059.7464241549721,1063.1969493605181,1130.8077536947787,1149.253120438364,1128.6693,1116.0194805194806,Onion
46,1076.3577482831354,1053.8326669557348,1037.3541978033452,1121.4976397903852,1158.9854179350025,1127.7222,1102.0747663551401,Onion
47,1077.5754575410344,1059.90953400269,871.8750258177338,1145.753244329115,1162.0316989498917,1132.7603,1122.45625,Onion
48,1086.7772831163693,1062.3867748666094,997.575783181381,1095.3055873127435,1164.4823374652574,1130.2446,1112.3396226415093,Onion
49,1079.0383161330722,1062.6794983334255,855.0576429714853,1130.3257374112734,1169.1210917690669,1130.625,1118.1612903225807,Onion
50,1092.5602895533223,1061.2054853743794,774.3283175631219,1082.4404325323635,1170.2084974059537,1130.9567,1120.2597402597403,Onion
51,1080.239692145278,1065.0871400928306,788.8456479923093,1084.068854820833,1169.6999755211184,1130.9261,1132.7088607594937,Onion
52,1082.938334810436,1065.0223973101365,1082.888605197301,1090.3035335180105,1168.0246664725262,1130.9567,1164.483870967742,Onion
53,1062.7339556960583,1065.4356538895381,1241.6029396534595,1074.0863801278326,1165.2296134047547,1130.9567,1163.366972477064,Onion
54,1069.6879887020482,1061.8082521231483,1103.2477700158838,1107.470682574289,1168.3250647989673,1132.5918,1152.5359477124182,Onion
55,1070.9801393238497,1070.5229864623918,1006.37762087578,1056.7737222205658,1167.2052941821912,1130.9261,1148.5555555555557,Onion
56,1058.931496124137,1066.0665594320367,1129.326457031749,1088.5616123885934,1168.1749060792206,1132.2601,1159.7328767123288,Onion
57,1070.4618668389658,1068.2139017700865,1203.999347636117,1084.8424392457407,1168.1404573377968,1131.0088,1176.9105691056911,Onion
58,1059.4470304623842,1071.3106938459084,992.3572295956212,1075.540360166903,1167.5151371026693,1131.2783,1192.5524475524476,Onion
59,1079.6609570177957,1072.9398237132561,905.7568997407936,1073.4963286187744,1167.047368458959,1132.3428,1201.802919708029,Onion
60,1068.3460316640987,1084.6210513502997,1295.2927535107228,1059.4186497400674,1168.434550929121,1132.6123,1223.5833333333333,Onion
61,1067.708798694825,1085.2437843321013,1516.4181951892226,1082.448027181323,1168.1324613518498,1132.6123,1239.9657534246576,Onion
62,1062.4824405329312,1085.734586690338,1432.283069984645,1035.1821498020272,1167.6488080536496,1132.6123,1254.4166666666667,Onion
63,1055.8947641975117,1085.6098282132882,1290.212198752556,1070.733827026695,1167.9303185397994,1132.6123,1280.8724832214766,Onion
64,1059.6778273217576,1090.1662763298136,1594.5111216485354,1078.1393847616978,1168.077081950252,1131.8693,1310.8397435897436,Onion
65,1047.6258715486856,1078.6833148823166,1982.0532831254036,1071.83267920438,1166.5540210131132,1131.8693,1352.938775510204,Onion
66,1059.6042656850361,1083.5750349989257,1589.7371920723983,1070.9442250503596,1166.1240015729404,1132.7126,1378.6083916083917,Onion
67,1059.1185490156263,1086.4083018688373,1050.6337493128665,1082.49787147409,1168.1259592669553,1131.8693,1368.212962962963,Onion
68,1067.3960359981265,1084.7263910243546,794.1993167133116,1080.3829709479253,1166.4234607858039,1132.7126,1387.549019607843,Onion
69,1058.7960024165925,1089.3836625164377,446.06576770467336,1072.1515802390268,1166.7968829704832,1132.7126,1399.6133333333332,Onion
70,1061.2411763853206,1089.0287625068477,673.9770861653727,1096.4490300348639,1167.3359770665336,1132.7126,1420.6225165562914,Onion
71,1061.7455890348224,1089.5200506150113,393.15673010578985,1079.4314125398516,1168.2145197483958,1131.8693,1443.90625,Onion
72,1069.9923736562662,1082.0229581498807,289.67950624712915,1111.299738405435,1166.3171274129998,1131.7866,1453.335616438356,Onion
73,1074.1630690797042,1083.1326932441893,333.39098453121636,1049.1316521199494,1167.9467615909787,1132.5297,1458.4305555555557,Onion
74,1079.4135697507033,1092.6746289842638,583.0386402661456,1098.1043278758368,1167.8806707494527,1132.6123,1467.6666666666667,Onion
75,1083.5555042946148,1084.3920165595223,1016.1561563978606,1115.421906215716,1168.6727721239297,1132.5297,1472.2344827586207,Onion
76,1073.7167762682598,1083.7880547205368,1021.2292073747183,1102.4101208366005,1166.3045433303678,1132.5297,1488.861111111111,Onion
77,1076.1366308131505,1085.2068779190022,706.7937778386115,1123.865102650722,1167.7244339841875,1132.6123,1470.3506493506493,Onion
78,1080.9619730357272,1089.0540291768561,800.5211474779043,1089.9134684479413,1166.9712155629154,1132.5297,1486.4068965517242,Onion
79,1076.122365434228,1085.425786402097,571.695763196876,1124.2885530940478,1168.0118206030288,1132.5297,1484.5471698113208,Onion
80,1079.6528276278614,1093.9210025870827,380.5087829573817,1078.8196803129576,1167.5227262887518,1132.6123,1471.877300613497,Onion
81,1079.3292658453024,1096.9515605969254,507.71574486864586,1075.6807610905719,1169.8134921788405,1132.5297,1465.5849056603774,Onion
82,1081.0466408010127,1099.515430891621,874.623119971795,1085.446362791887,1171.321767564091,1132.6123,1469.1635220125786,Onion
83,1067.253605116532,1097.9065772072547,1036.5294696979126,1096.8960335219826,1170.9491655449926,1132.6123,1488.8783783783783,Onion
84,1069.451814462662,1098.889563339144,839.633366306492,1135.7664320111987,1170.6481544929736,1132.6123,1482.7105263157894,Onion
85,1077.8277782607036,1110.7675196237333,669.606600827161,1104.1300086008707,1170.8044777427117,1132.944,1470.566037735849,Onion
86,1065.4890101506562,1107.586913013862,934.7328561696395,1091.5990988499952,1170.5323911099288,1132.8613,1475.8544303797469,Onion
87,1074.4822810601083,1114.4355873408667,853.4097462557853,1116.6490226488227,1169.452530435978,1132.8613,1495.5563909774437,Onion
88,1074.3384594316426,1118.7786709970137,612.8997096494269,1120.303132492605,1170.1058546600746,1132.8613,1466.482142857143,Onion
89,1082.9092159159352,1119.0742003394012,510.72223117207,1131.3631191007673,1170.4823909314755,1132.944,1485.7103448275861,Onion
90,1067.3865042379707,1115.9732881598677,1031.5251897209969,1098.6333172985917,1170.6642944991245,1132.944,1476.3649635036497,Onion
91,1069.4497226017324,1115.8466478414762,1206.136617229485,1110.459111547594,1170.7084780661207,1132.6744,1480.5875,Onion
92,1065.1790371096706,1115.3621919018394,1083.6428871667663,1093.1817994711557,1170.7821421276476,1132.944,1490.9736842105262,Onion
93,1059.9906032596896,1115.9449155476445,904.9669044293867,1107.4354047955758,1170.7617792244218,1132.944,1493.6291390728477,Onion
94,1071.0984801125753,1121.6032177634243,1259.5169970152715,1124.4074589204217,1171.2255551805486,1132.944,1498.9622641509434,Onion
95,1058.5816796821343,1111.1733829459922,1997.0298164064952,1123.9570548248612,1170.3899546909154,1132.944,1494.595744680851,Onion
96,1073.4916215115543,1119.9929296593991,1724.557908085365,1138.5965687523249,1171.4233411891,1132.944,1509.85,Onion
97,1082.0629991434328,1124.9294092608404,991.367650540061,1144.0667196167738,1171.1472823636293,1132.944,1495.1972789115646,Onion
98,1096.1418688859112,1121.7991378257243,342.84333223792,1132.009846219026,1171.1269194604035,1132.944,1502.4679487179487,Onion
99,1087.5645295806855,1125.1412826757276,-863.5694555230589,1118.2519605490666,1170.2966788140127,1132.944,1534.86301369863,Onion
100,1092.371871978284,1128.1612759520217,-259.14607804439675,1127.701183181605,1171.171997751297,1133.2557,1514.8666666666666,Onion
101,1092.168059953187,1129.4443920227056,-162.53377956405467,1122.9614358523788,1170.2210167288865,1133.1371,1547.3381294964029,Onion
102,1105.152231309205,1126.1258880204014,-340.3726741794918,1152.9607914819524,1170.3200768373574,1133.1371,1536.7064220183486,Onion
103,1110.633980085853,1131.0437729584985,-284.73101225468463,1121.4707527796465,1171.23353502837,1133.1371,1571.6339869281046,Onion
104,1125.6295807113956,1145.717640851378,217.30837659966886,1162.7738222384285,1171.23353502837,1133.1371,1612.8260869565217,Onion
105,1128.5051432527164,1134.2862782939105,927.1588518783524,1156.8143702092382,1170.293796218041,1133.1371,1678.9160839160838,Onion
106,1122.457320366445,1133.5033233003976,872.8607277697746,1154.730744918118,1171.1215791889676,1133.1371,1705.6382978723404,Onion
107,1124.0541696000223,1140.1646216085635,515.4893874315619,1176.0004589505472,1171.23353502837,1133.1371,1740.378205128205,Onion
108,1133.7889583052834,1145.9946803877444,442.2234834372643,1153.4218577608417,1170.293796218041,1133.1371,1782.4859154929577,Onion
109,1124.540574858008,1146.9543163350982,115.28656441309562,1176.0687120246544,1170.293796218041,1133.1371,1789.862745098039,Onion
110,1139.2238217405052,1156.7550564250375,-125.25962986818655,1139.4184261459604,1171.118696592996,1133.1371,1876.0275862068966,Onion
111,1131.2560546074037,1160.440870202431,3.7722130211247986,1150.6536930588095,1171.118696592996,1133.1371,1867.13698630137,Onion
112,1143.4789171059342,1163.9321461660923,506.3388229616021,1137.8692897108772,1170.293796218041,1133.1371,1939.5,Onion
113,1120.6784544191637,1158.314551356352,760.8270385890157,1143.3841917056207,1170.9310786684678,1133.1371,1939.7702702702702,Onion
114,1131.8319457106782,1160.2859596519777,647.8066946131587,1174.451898960977,1171.118696592996,1133.1371,1952.5625,Onion
115,1135.3835092486383,1170.7332678896576,320.5346545320069,1149.7876212121773,1170.9310786684678,1133.1371,1961.620253164557,Onion
116,1128.4186979631706,1165.7744364486573,655.8723668373203,1166.6816018280622,1171.0459171038417,1133.1371,1897.704081632653,Onion
117,1140.1223644857487,1173.5113369980384,487.1447866875013,1175.2403941785988,1171.23353502837,1133.1371,1971.3013698630136,Onion
118,1149.3139763917766,1178.6374649575073,202.5446301261068,1170.9001764612963,1171.23353502837,1133.1371,1974.3466666666666,Onion
119,1168.871045586522,1177.3592544151563,15.126319073056436,1191.057542667629,1171.0459171038417,1133.1371,1986.4545454545455,Onion
120,1147.1859747988738,1170.4252916657558,667.4111582865955,1155.215500521692,1171.23353502837,1133.1371,1931.7543859649122,Onion
121,1149.0936036774938,1175.3337551824693,873.5932040506289,1175.2800863578314,1171.23353502837,1133.1371,1962.8027210884354,Onion
122,1154.3628481226153,1174.2501164527353,886.2889082543169,1143.185812771883,1170.2210167288865,1133.1371,1971.9407894736842,Onion
123,1153.0034846276192,1175.9600365079336,721.6325446648938,1163.7078406736334,1170.2181341329149,1133.1371,1936.8947368421052,Onion
124,1163.3139468229792,1182.6804957781374,1081.341125730581,1192.14456430083,1171.2306524323983,1133.1371,1955.1986754966888,Onion
125,1158.0300061262794,1173.8212525074289,2005.4933183490714,1174.3062512841307,1170.4057520574431,1133.1371,1960.0620689655173,Onion
126,1172.538214369563,1180.9324255074034,1959.6444357008756,1177.5174111780595,1170.2181341329149,1133.1371,1983.8357142857142,Onion
127,1175.3994898968517,1188.3106448864555,1130.4788454961977,1186.1912579155048,1171.2306524323983,1133.1371,1959.7985074626865,Onion
128,1188.1736653592607,1185.2954561411066,26.62101366087893,1165.043832516532,1171.2306524323983,1133.1371,1969.371951219512,Onion
129,1182.3384022670566,1192.825232394316,-2737.5350537026357,1171.8415612935955,1170.854656819348,1133.1371,1966.0625,Onion
130,1181.5233561251432,1197.2587773470304,-2565.0342050244976,1157.3609616739693,1171.679557194303,1133.1371,1961.3063063063064,Onion
131,1182.9145739395278,1201.5805622262328,-1533.237710982351,1181.882190452753,1171.5575422689299,1133.1371,1962.2356687898089,Onion
132,1185.5546123838835,1197.7837604647175,-1266.8143256724761,1201.9855186380894,1170.732641893975,1133.1371,1954.8648648648648,Onion
133,1195.7821396367096,1201.083124153361,-1239.99965858101,1167.1815889133895,1170.215564779547,1133.1371,1939.6564885496184,Onion
134,1209.0101242723936,1219.796208415496,-294.65411817126,1203.6334846057423,1171.5575422689299,1133.1371,1945.7088607594937,Onion
135,1206.3856558944221,1210.5295405008033,523.0457206774815,1177.0713058899653,1170.3375797049202,1133.1371,1946.4177215189873,Onion
136,1207.413216621787,1207.2869637524257,619.1682592369342,1169.9648420488893,1170.0279468550189,1133.1371,1937.8301886792453,Onion
137,1202.822316378619,1217.8243541411807,261.5699456191061,1210.447080132683,1170.8528472299738,1133.1371,1925.5049504950496,Onion
138,1209.5759887630034,1223.6387045696247,-9.426794186004827,1156.8868504229395,1171.0404651545023,1133.1371,1938.5855263157894,Onion
139,1202.356648443355,1228.8419814063288,-619.2742048462337,1209.010428125735,1170.0279468550189,1133.1371,1910.1012658227849,Onion
140,1214.6530702598893,1238.6877794621914,-1011.770844904935,1158.1086750872705,1170.8528472299738,1133.1371,1943.9666666666667,Onion
141,1204.7839448676411,1245.3343626786661,-954.8760617010346,1158.6797006306308,1171.0404651545023,1133.1371,1921.5886075949368,Onion
142,1213.985123929362,1251.3230846175386,-272.39418199732626,1155.0260949895421,1171.0404651545023,1133.1371,1925.6969696969697,Onion
143,1192.746441196255,1246.648526852419,181.88283536210162,1164.2468479522222,1170.8528472299738,1133.1371,1927.248275862069,Onion
144,1197.9828609504505,1249.8351449838271,334.03670230175567,1203.096017646133,1171.0404651545023,1133.1371,1917.8526315789475,Onion
145,1207.1307442705097,1262.8976890138692,-261.5230996799852,1161.2395238631734,1171.0404651545023,1133.1371,1894.3962264150944,Onion
146,1194.6657631420082,1256.2398017226958,-81.71304892900142,1174.6785088606491,1170.8528472299738,1133.1371,1906.655844155844,Onion
147,1202.1214450207208,1265.5105734874624,-307.3006850941273,1192.460150240853,1170.8528472299738,1133.1371,1906.4109589041095,Onion
148,1208.0618749141256,1271.6583774205594,-608.5769999137858,1179.027754262033,1170.9972419002881,1133.1371,1923.8382352941176,Onion
149,1222.697190767714,1274.183613719425,-796.0255534064294,1213.5803059863636,1170.8096239757597,1133.1371,1935.142857142857,Onion
150,1212.921034004899,1266.48961820752,100.39773782202462,1186.2693654963837,1170.8096239757597,1133.1371,1925.6993006993007,Onion
151,1215.8373820387228,1276.3828445054162,278.58501488385974,1192.3761407692646,1170.9972419002881,1133.1371,1870.4545454545455,Onion
152,1213.8330524835762,1275.0456839806893,512.603069171742,1173.94263357631,1170.9972419002881,1133.1371,1931.288,Onion
153,1215.264438936422,1291.4140219109972,516.594518154603,1204.1864162101042,1170.8096239757597,1133.1371,1925.1858974358975,Onion
154,1220.1448919114562,1304.7308866135174,812.3725787470391,1230.1663557911068,1170.9972419002881,1133.1371,1942.458064516129,Onion
155,1214.8979535873425,1296.3292991184026,2008.1726224365632,1227.4999091228246,1170.9972419002881,1133.1371,1944.2420382165606,Onion
156,1230.3578030779556,1309.8308279066794,2190.954236901379,1242.1134116888552,1170.9972419002881,1133.1371,1964.4753086419753,Onion
157,1230.6714889868126,1330.4156873450593,1638.7001285282909,1249.712505722303,1171.0505430585893,1133.1371,1998.3312101910828,Onion
158,1244.438883488468,1332.9706893438188,-371.41565185445734,1222.4804236791877,1171.0505430585893,1133.1371,1973.7837837837837,Onion
159,1233.6243716193812,1343.1409655279324,-5356.3899662685035,1252.5563906018044,1171.0505430585893,1133.1371,1996.2147651006712,Onion
160,1234.6144475705592,1356.0289985230716,-6810.64382398183,1262.027313655844,1171.0505430585893,1133.1371,2015.8726114649683,Onion
161,1233.4300679491814,1373.3737962143332,-4697.425826325425,1265.0181533690493,1170.9972419002881,1133.1371,2016.9102564102564,Onion
162,1237.0811824652537,1373.4612736773536,-3084.707804117746,1301.242933609809,1171.0505430585893,1133.1371,2013.8064516129032,Onion
163,1248.3607784649755,1382.6161917910667,-3123.583668566023,1268.0998545751368,1171.0505430585893,1133.1371,2031.9805194805194,Onion
164,1264.7200895679043,1412.8728728188357,-1483.813998127849,1307.7913093140892,1171.0505430585893,1133.1371,2033.2898550724638,Onion
165,1264.0539032710155,1408.6645108415792,-453.02661292468713,1287.53138041647,1171.0505430585893,1133.1371,2014.1386138613861,Onion
166,1267.5224415591497,1401.6562994876385,-61.10511405124453,1303.9054980745943,1171.0505430585893,1133.1371,2027.2955974842766,Onion
167,1260.187029612438,1419.8632036658287,-148.27269889253648,1347.762928680941,1171.0505430585893,1133.1371,2036.3311688311687,Onion
168,1272.881022733447,1433.2519042106903,-831.5556549798699,1310.1451691225238,1171.0505430585893,1133.1371,2063.4166666666665,Onion
169,1265.4795262443938,1443.5306053593379,-1999.4980403598877,1342.973570695985,1171.0505430585893,1133.1371,2086.2101910828023,Onion
170,1288.738824756255,1452.960870615427,-2832.0328603575226,1311.270079433148,1171.0505430585893,1133.1371,2071.7628205128203,Onion
171,1282.0712323227854,1464.7784958302873,-2848.682218241548,1303.8047049266738,1171.0505430585893,1133.1371,2088.691275167785,Onion
172,1298.5317157120153,1476.1333516714517,-1789.1768917050686,1296.1793767532913,1171.0505430585893,1133.1371,2146.8630136986303,Onion
173,1275.82080063536,1472.029377135614,-1023.9761065519247,1340.92264366126,1171.0505430585893,1133.1371,2117.450704225352,Onion
174,1290.8188579921627,1480.1560517101325,-698.490165233191,1355.3218113356102,1171.0505430585893,1133.1371,2164.8863636363635,Onion
175,1298.7678256718632,1500.6012093762556,-1455.85773936994,1324.8429444471094,1171.0505430585893,1133.1371,2212.9261744966443,Onion
176,1295.9466080255124,1494.3741575271565,-1719.8642443410254,1327.059551761371,1171.0505430585893,1133.1371,2281.0333333333333,Onion
177,1307.4620329210077,1508.491947211247,-1938.3054766287994,1364.5343260805219,1171.0505430585893,1133.1371,2574.240506329114,Onion
178,1321.165205170225,1521.363509645937,-2127.2141842138153,1358.942344910623,1171.0505430585893,1133.1371,2834.3835616438355,Onion
179,1339.910253476587,1527.3416955183145,-2166.1747592346974,1402.7198776793987,1171.0505430585893,1133.1371,3078.057142857143,Onion
180,1338.1882135228102,1527.6846337522725,-1061.2204340447718,1391.6788695220705,1171.0505430585893,1133.1371,3286.6315789473683,Onion
181,1332.6425757068707,1540.4278002580897,-839.8860430396766,1394.5029523034896,1171.0505430585893,1133.1371,3568.6029411764707,Onion
182,1347.9227468292675,1540.449349090494,-317.61181711628336,1374.2970743010644,1171.0505430585893,1133.1371,3679.351145038168,Onion
183,1369.5526269394181,1559.6177089054388,151.92128705942895,1397.4359496899729,1171.0505430585893,1133.1371,3788.265306122449,Onion
184,1387.9068855257033,1569.2334233709223,547.139662615957,1441.104088983209,1171.0505430585893,1133.1371,3801.5779220779223,Onion
185,1367.1403521305988,1552.9647003764264,2089.2306483518573,1450.938206503084,1171.0505430585893,1133.1371,3781.843137254902,Onion
186,1400.1300542413044,1571.7430956472356,2573.3741874865027,1455.7114891238305,1171.0505430585893,1133.1371,3740.7395833333335,Onion
187,1395.3666391268134,1594.2219163352556,2455.5970016292613,1498.9743290251427,1171.0505430585893,1133.1371,3715.7094594594596,Onion
188,1437.4278255935092,1593.6697912364414,-493.5815001798421,1453.320462726112,1171.0505430585893,1133.1371,3676.052287581699,Onion
189,1428.185470674112,1597.9717214547627,-8884.83355154542,1512.1649858077626,1171.0505430585893,1133.1371,3652.695945945946,Onion
190,1439.5733348509486,1605.6800558108866,-13702.895063895361,1537.9973597059775,1171.0505430585893,1133.1371,3606.0945945945946,Onion
191,1451.9661186380074,1625.2615713038351,-11936.268248243547,1538.5082381276986,1171.0505430585893,1133.1371,3618.1944444444443,Onion
192,1462.6850707357196,1625.0065148911606,-7823.193709085202,1586.8474409345074,1171.0505430585893,1133.1371,3567.904255319149,Onion
193,1481.191307560763,1636.7466178407942,-6686.794586399637,1540.8708485073528,1171.0505430585893,1133.1371,3599.1509433962265,Onion
194,1506.1298639010322,1679.5558252872902,-4240.163033981115,1608.5530815449558,1171.0505430585893,1133.1371,3590.3125,Onion
195,1516.5378253626345,1667.4237773998834,-2587.674118862047,1585.817615127023,1171.0505430585893,1133.1371,3585.6525423728813,Onion
196,1518.9065477732006,1666.036622188829,-1608.9894002718906,1594.5953631209072,1171.0505430585893,1133.1371,3562.2755905511813,Onion
197,1506.5401624250303,1690.1623789969424,-784.8710250294914,1647.5644573300601,1171.0505430585893,1133.1371,3540.947712418301,Onion
198,1539.0268505268457,1720.1665331078689,-2124.552149643044,1616.184448070937,1171.0505430585893,1133.1371,3505.2193548387095,Onion
199,1553.8676818084032,1739.3077526287102,-4279.38425422838,1646.6648645080593,1171.0505430585893,1133.1371,3499.24,Onion
200,1603.2383224749274,1767.5319441523106,-6276.497461088407,1604.593287182186,1171.0505430585893,1133.1371,3517.5392156862745,Onion
201,1586.3914717530338,1792.8513224894318,-6784.899501217196,1630.2081254195737,1171.0505430585893,1133.1371,3492.0387096774193,Onion
202,1619.0314546665506,1821.6176491496271,-4935.553088942421,1614.8744365045868,1171.0505430585893,1133.1371,3501.7615894039736,Onion
203,1592.3779879303056,1826.6793070679623,-3416.5238660379423,1634.6413302957642,1171.0505430585893,1133.1371,3447.366666666667,Onion
204,1635.7641752269487,1846.1561870958826,-2732.45845301572,1658.492795282245,1171.0505430585893,1133.1371,3456.793103448276,Onion
205,1634.2786296279496,1893.631504375678,-3892.784700536165,1643.5982906969698,1171.0505430585893,1133.1371,3437.5174825174827,Onion
206,1633.268823929318,1902.4565475264892,-4915.587153273331,1654.5360480001405,1171.0505430585893,1133.1371,3451.5479452054797,Onion
207,1623.9119436641936,1938.3718907315574,-5275.338420328557,1680.3029874258282,1171.0505430585893,1133.1371,3396.346153846154,Onion
208,1642.8969530658328,1969.6724533488089,-5029.061255580715,1684.2358599447984,1171.0505430585893,1133.1371,3336.8962962962964,Onion
209,1666.0355858464095,1999.910919801639,-4806.075056253535,1746.309659781385,1171.0505430585893,1133.1371,3365.503267973856,Onion
210,1673.9943721850505,2085.3048490651236,-3289.1983158125468,1687.1285809388578,1171.0505430585893,1133.1371,3388.8255033557048,Onion
211,1661.5481580630196,2150.744864546983,-3005.65681599042,1703.3558639919274,1171.0505430585893,1133.1371,3389.6013513513512,Onion
212,1676.2658252341685,2184.647231653931,-2061.4954119434587,1659.8871420379544,1171.0505430585893,1133.1371,3386.6969696969695,Onion
213,1668.4229026219282,2264.7116360771847,-802.788966018984,1702.2625511268911,1171.0505430585893,1133.1371,3350.551948051948,Onion
214,1698.6447764851785,2313.2701770040053,212.4989456713788,1742.088381009801,1171.0505430585893,1133.1371,3337.9901960784314,Onion
215,1670.7547360859971,2306.0356701321807,1869.015613638598,1760.1699118604693,1171.0505430585893,1133.1371,3338.953020134228,Onion
