,nbeats,nhits,tcn,tide,random_forest,xgboost,y,commodity
0,843.3662674373395,832.9281409153149,745.5424738924004,844.095616954461,844.7918310552856,855.6166,823.6507936507936,Potato
1,835.0665876068281,823.3529353373926,776.1083735151341,861.4117930026263,850.754016900761,865.3639,844.3571428571429,Potato
2,849.6733589804808,831.2108929251673,765.4112882030654,858.2063618455659,851.8462017451536,887.1776,857.364238410596,Potato
3,828.3114668948172,838.69403610147,765.6544114723832,872.777965890711,856.4640963462556,907.38196,845.7409638554217,Potato
4,836.2575600464453,846.4337987584854,802.5505684128236,886.7236435458578,857.9375404575527,901.8961,860.9642857142857,Potato
5,837.191749008468,850.7569642672044,820.0567476343174,876.105306624462,859.120934732305,904.3718,862.251497005988,Potato
6,847.0722254344603,858.2554757071533,809.4801333350897,891.4069032917068,861.5576171488583,913.703,863.5636363636364,Potato
7,835.6762471878432,863.3217210852647,826.8915071585766,892.3276164878196,865.9939309373568,911.64307,883.3788819875776,Potato
8,830.829610055138,862.7111911384052,848.7813702747474,918.6033750984353,874.6486293860171,924.6306,874.4705882352941,Potato
9,827.6149281990306,860.5232289198074,863.1009380039092,903.7169604946527,883.7711641077778,931.6547,878.8461538461538,Potato
10,839.9907127452236,861.5055906314142,859.7399460969956,918.6083464922141,896.5145135118375,937.9727,877.5507246376811,Potato
11,837.0131371483047,864.8232167723141,859.713056295478,900.3184437311377,899.5604870730053,940.42755,892.0081967213115,Potato
12,862.5827127751058,869.8753216636873,860.1728718630956,910.6486380616262,906.1659456117261,939.5654,884.7530864197531,Potato
13,852.8960337115847,875.4296583601075,858.4403853298137,924.2919154112067,915.2384839717067,947.99457,886.2982456140351,Potato
14,896.5871899752722,876.6819389811053,851.2904203711527,924.679898289673,923.3355787045188,952.04987,887.9112426035502,Potato
15,895.5430913925635,876.0349167271737,857.8032637082049,966.3567131810655,932.2126337032283,954.55475,898.5092024539878,Potato
16,913.0153365089199,875.8802909363036,844.0929309896139,942.0012126498813,938.0215392561863,962.2907,902.093567251462,Potato
17,923.7873208279001,877.5193017192682,845.1258930826706,934.9195939888792,939.6718638953104,971.2254,901.8295454545455,Potato
18,948.4772554638334,879.5750161992823,847.8253967945758,949.5704286697542,940.064135690916,968.5515,903.3770491803278,Potato
19,956.6992860178102,880.9697603324796,855.7878716982461,934.1763356541894,941.6255939381876,961.07715,911.0355029585799,Potato
20,985.3376366857531,883.425468506101,884.6941139666566,972.4050874267725,944.2944442006469,971.16986,907.1279069767442,Potato
21,1000.4545645540574,884.8636015439035,894.0955152503564,921.6907396559569,948.0899791065693,974.2614,910.3372781065088,Potato
22,1033.1023754837952,885.2823843903857,863.9749295142922,954.8116009673035,948.39982140291,981.4342,917.1165644171779,Potato
23,1032.8024860380265,882.8046735771665,866.4851380654258,941.485421375825,950.014473904981,983.0699,918.0697674418604,Potato
24,1074.5986976159002,879.0494175397471,903.7403298778167,967.5531252802288,952.7467226462581,982.8352,917.6646706586827,Potato
25,1076.2257153077553,875.9757785509581,902.436783926586,969.2181348235825,958.1761189364064,979.4272,920.8099173553719,Potato
26,1119.9532963965412,880.0866760976002,870.6764232952875,947.2584994969178,966.2160813994358,972.22327,920.1860465116279,Potato
27,1118.9319073105678,882.2261310488938,912.9388083046155,953.8488390603643,968.6526283456182,975.9344,939.3928571428571,Potato
28,1141.6399651103945,883.7557865224817,935.6472513449548,967.486165721425,970.7379146304796,976.6256,915.2658227848101,Potato
29,1151.8757132217313,883.35963776699,952.5222870208397,942.4037772003685,971.012468900754,980.09454,923.987012987013,Potato
30,1170.9442090861685,866.7143318165005,614.0546492482846,953.6036759326928,974.9480924588173,983.1721,927.6946107784431,Potato
31,1172.580603963205,867.1855463092581,576.8174836318391,962.5190835055666,965.2998053692613,984.828,937.8678160919541,Potato
32,1187.3907794675756,868.9952508414236,566.5856283321176,961.7848942378005,978.3008196808485,982.5659,938.2586206896551,Potato
33,1175.8106244108694,870.9046706169338,591.5257277888151,979.7330400251516,966.1459087124531,977.70184,931.7183908045977,Potato
34,1196.5303238295307,873.4027541007857,726.5916906115083,983.7639143388051,980.5960829094317,977.41956,932.5497076023391,Potato
35,1202.5629423814005,874.355363253604,831.4384078156123,986.5811166012656,966.2659116606684,977.25323,930.0432098765432,Potato
36,1223.8058649050395,877.6822797560965,857.0345202265146,989.852947885503,982.1286263185394,979.40784,938.2701149425287,Potato
37,1219.7498725082971,878.057486770351,915.1515708739696,1003.7551108096576,967.4241831540626,984.0132,940.1461988304094,Potato
38,1218.3190791835652,880.2853752521128,804.1635140967715,1020.2560178424955,982.2541786098618,984.0132,949.9622641509434,Potato
39,1249.0788754380587,882.1475649016178,727.1439940165636,1018.485320706467,970.1433593028243,984.2219,955.672,Potato
40,1228.5717475927045,884.9270729310682,752.1464086469016,1023.0579260759166,983.3695432462941,978.3242,949.4413407821229,Potato
41,1231.0138600997636,887.0124016499356,829.5781063428154,1005.2622324975843,970.6295134776545,978.34406,959.1162790697674,Potato
42,1253.0970949634038,888.7284774492389,852.0548791071762,1016.1538555149348,983.5030098090334,978.53296,954.1314285714286,Potato
43,1240.6845548284114,891.823903220009,893.6224138540583,1020.4841465930681,971.6968693410279,978.53296,956.055900621118,Potato
44,1246.7333168534371,892.6963111882734,843.0239907521996,1029.1689569867112,983.5018727527176,984.32635,960.2457142857143,Potato
45,1237.6830831266668,893.9126712038951,894.6758871105292,1042.6468984467438,972.6341922674031,984.32635,973.8802395209581,Potato
46,1255.0022238298525,894.9252663202903,673.6346283879914,1040.7393242413614,982.48170019389,984.32635,960.4710743801653,Potato
47,1251.6549069100138,897.2622912028969,525.8324157993446,1020.3689188044086,975.1459760399164,981.15204,964.8135593220339,Potato
48,1249.63763272115,899.4343734633715,507.76354399156827,1039.9866936470219,973.1276458799607,981.639,975.7183908045977,Potato
49,1263.347256900881,901.2835832875201,559.6526879426442,1057.892368419733,982.4473313731729,981.639,967.046783625731,Potato
50,1261.3288821704286,903.7397556417045,718.577991835039,1057.6062743727646,973.599275932591,981.639,967.9130434782609,Potato
51,1271.2562736984662,903.9955961888004,893.2623326380426,1032.0712437969855,982.8084186627219,986.66565,964.635294117647,Potato
52,1283.0218701973163,905.3734885039036,841.3709718276325,1038.416391915651,975.7141183428238,990.3667,976.1288343558282,Potato
53,1273.6912814021143,906.7781185859396,892.28095884479,1031.0249662968756,982.7064889437348,992.57446,973.0081967213115,Potato
54,1273.0200826616283,908.4506375238166,988.4339660604367,1057.8353915151881,982.7546952613064,984.7788,983.1158536585366,Potato
55,1259.805882917541,910.4516762182069,999.213834485195,1050.5334379212384,984.6717655995906,984.29175,977.7594936708861,Potato
56,1289.8945797600397,914.0955755490911,956.4352074784878,1050.341042848174,986.6594724230215,981.6614,979.4171779141104,Potato
57,1283.3719236066895,918.7770085196014,996.9371304866376,1046.5720122337955,986.1687013917275,980.2336,992.8778625954199,Potato
58,1282.698781621252,921.7471664034402,1034.8847722038201,1047.1332425459125,986.5826301164333,986.72107,1003.0519480519481,Potato
59,1279.305945904053,922.2811626931293,1074.9071886539118,1026.231525477962,986.1358429828744,991.4821,1016.2167832167833,Potato
60,1286.4849659273154,908.3437716549887,350.4213149173341,1048.9650357516239,987.3539929745862,993.3086,1032.854700854701,Potato
61,1308.3071267338073,912.2557199870361,226.74990001603356,1051.373496711622,992.1775100090923,989.5416,1030.425,Potato
62,1302.3712452940233,914.5079968092789,267.81360522302674,1044.3105982377194,993.1367521789568,993.03284,1040.1242236024846,Potato
63,1304.1376367862674,916.2413085709053,352.42064139878914,1081.4582580699823,993.5460938323658,988.49005,1042.0848484848484,Potato
64,1299.104458589275,918.0428110499328,543.4775037362007,1095.9622913989144,994.2384957958838,986.17615,1060.3353293413174,Potato
65,1306.0795964399524,920.2149404897884,738.448996107137,1076.8712951024534,995.5077094623883,993.15515,1082.0375,Potato
66,1309.0816968610077,927.5848400013767,754.996230984746,1100.7253488120307,995.6227281106859,998.00385,1083.9161290322581,Potato
67,1292.2479970579834,928.7601824075857,880.5991589355816,1097.0207613217804,997.1594748983401,995.1765,1087.6837606837607,Potato
68,1309.838535834184,929.0462421202457,539.2475336163048,1114.6083116064783,997.2490014602777,994.8578,1088.6369047619048,Potato
69,1308.1337270136482,929.9055592188732,521.5481631116771,1113.0319469979174,998.0174316442476,996.60394,1085.351851851852,Potato
70,1281.2126827493685,932.3747376706992,604.5535274443732,1139.4236983712658,997.9834238135303,996.60394,1104.7380952380952,Potato
71,1285.6791750896089,935.5319044558701,651.083338260341,1117.2813218148467,997.89225627507,994.86,1105.289156626506,Potato
72,1268.2351787132288,937.8274893008631,735.8195100482757,1131.6013599034518,997.8214471400471,996.3652,1101.24375,Potato
73,1275.4259205945216,942.2429636411133,811.939868207544,1144.6741765385682,997.7053474285198,996.3665,1116.1644736842106,Potato
74,1269.8845669136488,942.1638895567664,811.3553393988458,1154.4596583053365,998.3742519594721,996.78735,1118.9380530973451,Potato
75,1270.3789811220365,941.4915113185507,847.7787945874741,1167.8240905643884,999.3867597763818,994.2526,1153.6025641025642,Potato
76,1281.1538176544111,939.7576468066981,364.02724586154636,1163.691679073655,998.9047898411726,996.5947,1121.689024390244,Potato
77,1262.3311359920133,944.1412895177838,234.08249909706782,1150.5424976800193,1000.9898641666786,996.8843,1124.0061728395062,Potato
78,1274.0951409563434,947.694149857058,262.52512401922866,1160.9357631343544,1002.254799775586,997.49646,1127.4025974025974,Potato
79,1267.930016156336,950.6350501190082,264.86884867267366,1199.4491993399724,1005.4505369155822,997.49646,1134.3197674418604,Potato
80,1265.5950543187992,953.3298473424954,360.2227181288707,1183.742607784462,1004.6662094083638,997.49646,1134.875,Potato
